"Mod name","Registry name","Item ID","Display name","Exists"
"Emendatus Enigmatica","emendatusenigmatica:uranium_sulphuric_rock_ore","emendatusenigmatica:uranium_sulphuric_rock_ore","Uranium Ore - Sulphuric Rock","true"
"Emendatus Enigmatica","emendatusenigmatica:uranium_violecite_ore","emendatusenigmatica:uranium_violecite_ore","Uranium Ore - Violecite","true"
"Emendatus Enigmatica","emendatusenigmatica:uranium_weathered_limestone_ore","emendatusenigmatica:uranium_weathered_limestone_ore","Uranium Ore - Weathered Limestone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_andesite_ore","emendatusenigmatica:zinc_andesite_ore","Zinc Ore - Andesite","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_basalt_ore","emendatusenigmatica:zinc_basalt_ore","Zinc Ore - Basalt","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_blackstone_ore","emendatusenigmatica:zinc_blackstone_ore","Zinc Ore - Blackstone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_block","emendatusenigmatica:zinc_block","Block of Zinc","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_blue_netherrack_ore","emendatusenigmatica:zinc_blue_netherrack_ore","Zinc Ore - Blue Netherrack","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_brimstone_ore","emendatusenigmatica:zinc_brimstone_ore","Zinc Ore - Brimstone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_c_limestone_ore","emendatusenigmatica:zinc_c_limestone_ore","Zinc Ore - Limestone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_cryptic_stone_ore","emendatusenigmatica:zinc_cryptic_stone_ore","Zinc Ore - Cryptic Stone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_deepslate_ore","emendatusenigmatica:zinc_deepslate_ore","Zinc Ore - Deepslate","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_diorite_ore","emendatusenigmatica:zinc_diorite_ore","Zinc Ore - Diorite","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_end_stone_ore","emendatusenigmatica:zinc_end_stone_ore","Zinc Ore - End Stone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_ether_stone_ore","emendatusenigmatica:zinc_ether_stone_ore","Zinc Ore - Ether Stone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_flavolite_ore","emendatusenigmatica:zinc_flavolite_ore","Zinc Ore - Flavolite","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gabbro_ore","emendatusenigmatica:zinc_gabbro_ore","Zinc Ore - Gabbro","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_granite_ore","emendatusenigmatica:zinc_granite_ore","Zinc Ore - Granite","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gravel_ore","emendatusenigmatica:zinc_gravel_ore","Zinc Ore - Gravel","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_jasper_ore","emendatusenigmatica:zinc_jasper_ore","Zinc Ore - Jasper","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_marble_ore","emendatusenigmatica:zinc_marble_ore","Zinc Ore - Marble","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_mossy_stone_ore","emendatusenigmatica:zinc_mossy_stone_ore","Zinc Ore - Mossy Stone","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_netherrack_ore","emendatusenigmatica:zinc_netherrack_ore","Zinc Ore - Netherrack","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_nylium_soul_soil_ore","emendatusenigmatica:zinc_nylium_soul_soil_ore","Zinc Ore - Nylium Soul Soil","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_ore","emendatusenigmatica:zinc_ore","Zinc Ore","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_raw_marble_ore","emendatusenigmatica:zinc_raw_marble_ore","Zinc Ore - Marble","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_sand_ore","emendatusenigmatica:zinc_sand_ore","Zinc Ore - Sand","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_scoria_ore","emendatusenigmatica:zinc_scoria_ore","Zinc Ore - Scoria","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_slate_ore","emendatusenigmatica:zinc_slate_ore","Zinc Ore - Slate","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_soul_soil_ore","emendatusenigmatica:zinc_soul_soil_ore","Zinc Ore - Soul Soil","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_subzero_ash_ore","emendatusenigmatica:zinc_subzero_ash_ore","Zinc Ore - Subzero Ash Block","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_sulphuric_rock_ore","emendatusenigmatica:zinc_sulphuric_rock_ore","Zinc Ore - Sulphuric Rock","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_violecite_ore","emendatusenigmatica:zinc_violecite_ore","Zinc Ore - Violecite","true"
"Emendatus Enigmatica","emendatusenigmatica:zinc_weathered_limestone_ore","emendatusenigmatica:zinc_weathered_limestone_ore","Zinc Ore - Weathered Limestone","true"
"Ender Mail","endermail:locker","endermail:locker","Locker","true"
"Ender Mail","endermail:package","endermail:package","Package","true"
"Environmental","environmental:bird_of_paradise","environmental:bird_of_paradise","Bird of Paradise","true"
"Environmental","environmental:black_terracotta_brick_slab","environmental:black_terracotta_brick_slab","Black Terracotta Brick Slab","true"
"Environmental","environmental:black_terracotta_brick_stairs","environmental:black_terracotta_brick_stairs","Black Terracotta Brick Stairs","true"
"Environmental","environmental:black_terracotta_brick_vertical_slab","environmental:black_terracotta_brick_vertical_slab","Black Terracotta Brick Vertical Slab","true"
"Environmental","environmental:black_terracotta_brick_wall","environmental:black_terracotta_brick_wall","Black Terracotta Brick Wall","true"
"Environmental","environmental:black_terracotta_bricks","environmental:black_terracotta_bricks","Black Terracotta Bricks","true"
"Environmental","environmental:blue_delphinium","environmental:blue_delphinium","Blue Delphinium","true"
"Environmental","environmental:blue_hanging_wisteria_leaves","environmental:blue_hanging_wisteria_leaves","Blue Hanging Wisteria Leaves","true"
"Environmental","environmental:blue_terracotta_brick_slab","environmental:blue_terracotta_brick_slab","Blue Terracotta Brick Slab","true"
"Environmental","environmental:blue_terracotta_brick_stairs","environmental:blue_terracotta_brick_stairs","Blue Terracotta Brick Stairs","true"
"Environmental","environmental:blue_terracotta_brick_vertical_slab","environmental:blue_terracotta_brick_vertical_slab","Blue Terracotta Brick Vertical Slab","true"
"Environmental","environmental:blue_terracotta_brick_wall","environmental:blue_terracotta_brick_wall","Blue Terracotta Brick Wall","true"
"Environmental","environmental:blue_terracotta_bricks","environmental:blue_terracotta_bricks","Blue Terracotta Bricks","true"
"Environmental","environmental:blue_wisteria_hedge","environmental:blue_wisteria_hedge","Blue Wisteria Hedge","true"
"Environmental","environmental:blue_wisteria_leaf_carpet","environmental:blue_wisteria_leaf_carpet","Blue Wisteria Leaf Carpet","true"
"Environmental","environmental:blue_wisteria_leaves","environmental:blue_wisteria_leaves","Blue Wisteria Leaves","true"
"Environmental","environmental:blue_wisteria_sapling","environmental:blue_wisteria_sapling","Blue Wisteria Sapling","true"
"Environmental","environmental:bluebell","environmental:bluebell","Bluebell","true"
"Environmental","environmental:brown_terracotta_brick_slab","environmental:brown_terracotta_brick_slab","Brown Terracotta Brick Slab","true"
"Environmental","environmental:brown_terracotta_brick_stairs","environmental:brown_terracotta_brick_stairs","Brown Terracotta Brick Stairs","true"
"Environmental","environmental:brown_terracotta_brick_vertical_slab","environmental:brown_terracotta_brick_vertical_slab","Brown Terracotta Brick Vertical Slab","true"
"Environmental","environmental:brown_terracotta_brick_wall","environmental:brown_terracotta_brick_wall","Brown Terracotta Brick Wall","true"
"Environmental","environmental:brown_terracotta_bricks","environmental:brown_terracotta_bricks","Brown Terracotta Bricks","true"
"Environmental","environmental:buried_truffle","environmental:buried_truffle","Buried Truffle","true"
"Environmental","environmental:cartwheel","environmental:cartwheel","Cartwheel","true"
"Environmental","environmental:cattail","environmental:cattail","Cattail","true"
"Environmental","environmental:cattail_seed_sack","environmental:cattail_seed_sack","Cattail Seed Sack","true"
"Environmental","environmental:cattail_sprouts","environmental:cattail_seeds","Cattail Seeds","true"
"Environmental","environmental:cattail_thatch","environmental:cattail_thatch","Cattail Thatch","true"
"Environmental","environmental:cattail_thatch_slab","environmental:cattail_thatch_slab","Cattail Thatch Slab","true"
"Environmental","environmental:cattail_thatch_stairs","environmental:cattail_thatch_stairs","Cattail Thatch Stairs","true"
"Environmental","environmental:cattail_thatch_vertical_slab","environmental:cattail_thatch_vertical_slab","Cattail Thatch Vertical Slab","true"
"Environmental","environmental:cherry_beehive","environmental:cherry_beehive","Cherry Beehive","true"
"Environmental","environmental:cherry_bookshelf","environmental:cherry_bookshelf","Cherry Bookshelf","true"
"Environmental","environmental:cherry_button","environmental:cherry_button","Cherry Button","true"
"Environmental","environmental:cherry_chest","environmental:cherry_chest","Cherry Chest","true"
"Environmental","environmental:cherry_crate","environmental:cherry_crate","Cherry Crate","true"
"Environmental","environmental:cherry_door","environmental:cherry_door","Cherry Door","true"
"Environmental","environmental:cherry_fence","environmental:cherry_fence","Cherry Fence","true"
"Environmental","environmental:cherry_fence_gate","environmental:cherry_fence_gate","Cherry Fence Gate","true"
"Environmental","environmental:cherry_hedge","environmental:cherry_hedge","Cherry Hedge","true"
"Environmental","environmental:cherry_ladder","environmental:cherry_ladder","Cherry Ladder","true"
"Environmental","environmental:cherry_leaf_carpet","environmental:cherry_leaf_carpet","Cherry Leaf Carpet","true"
"Environmental","environmental:cherry_leaves","environmental:cherry_leaves","Cherry Leaves","true"
"Environmental","environmental:cherry_log","environmental:cherry_log","Cherry Log","true"
"Environmental","environmental:cherry_planks","environmental:cherry_planks","Cherry Planks","true"
"Environmental","environmental:cherry_post","environmental:cherry_post","Cherry Post","true"
"Environmental","environmental:cherry_pressure_plate","environmental:cherry_pressure_plate","Cherry Pressure Plate","true"
"Environmental","environmental:cherry_sapling","environmental:cherry_sapling","Cherry Sapling","true"
"Environmental","environmental:cherry_sign","environmental:cherry_sign","Cherry Sign","true"
"Environmental","environmental:cherry_slab","environmental:cherry_slab","Cherry Slab","true"
"Environmental","environmental:cherry_stairs","environmental:cherry_stairs","Cherry Stairs","true"
"Environmental","environmental:cherry_trapdoor","environmental:cherry_trapdoor","Cherry Trapdoor","true"
"Environmental","environmental:cherry_trapped_chest","environmental:cherry_trapped_chest","Cherry Trapped Chest","true"
"Environmental","environmental:cherry_vertical_slab","environmental:cherry_vertical_slab","Cherry Vertical Slab","true"
"Environmental","environmental:cherry_wall_sign","environmental:cherry_sign","Cherry Sign","true"
"Environmental","environmental:cherry_wood","environmental:cherry_wood","Cherry Wood","true"
"Environmental","environmental:chicken_egg_crate","environmental:chicken_egg_crate","Chicken Egg Crate","true"
"Environmental","environmental:chiseled_black_terracotta_bricks","environmental:chiseled_black_terracotta_bricks","Chiseled Black Terracotta Bricks","true"
"Environmental","environmental:chiseled_blue_terracotta_bricks","environmental:chiseled_blue_terracotta_bricks","Chiseled Blue Terracotta Bricks","true"
"Environmental","environmental:chiseled_bricks","environmental:chiseled_bricks","Chiseled Bricks","true"
"Environmental","environmental:chiseled_brown_terracotta_bricks","environmental:chiseled_brown_terracotta_bricks","Chiseled Brown Terracotta Bricks","true"
"Environmental","environmental:chiseled_cyan_terracotta_bricks","environmental:chiseled_cyan_terracotta_bricks","Chiseled Cyan Terracotta Bricks","true"
"Environmental","environmental:chiseled_gray_terracotta_bricks","environmental:chiseled_gray_terracotta_bricks","Chiseled Gray Terracotta Bricks","true"
"Environmental","environmental:chiseled_green_terracotta_bricks","environmental:chiseled_green_terracotta_bricks","Chiseled Green Terracotta Bricks","true"
"Environmental","environmental:chiseled_ice_bricks","environmental:chiseled_ice_bricks","Chiseled Ice Bricks","true"
"Environmental","environmental:chiseled_light_blue_terracotta_bricks","environmental:chiseled_light_blue_terracotta_bricks","Chiseled Light Blue Terracotta Bricks","true"
"Environmental","environmental:chiseled_light_gray_terracotta_bricks","environmental:chiseled_light_gray_terracotta_bricks","Chiseled Light Gray Terracotta Bricks","true"
"Environmental","environmental:chiseled_lime_terracotta_bricks","environmental:chiseled_lime_terracotta_bricks","Chiseled Lime Terracotta Bricks","true"
"Environmental","environmental:chiseled_magenta_terracotta_bricks","environmental:chiseled_magenta_terracotta_bricks","Chiseled Magenta Terracotta Bricks","true"
"Environmental","environmental:chiseled_mud_bricks","environmental:chiseled_mud_bricks","Chiseled Mud Bricks","true"
"Environmental","environmental:chiseled_orange_terracotta_bricks","environmental:chiseled_orange_terracotta_bricks","Chiseled Orange Terracotta Bricks","true"
"Environmental","environmental:chiseled_pink_terracotta_bricks","environmental:chiseled_pink_terracotta_bricks","Chiseled Pink Terracotta Bricks","true"
"Environmental","environmental:chiseled_purple_terracotta_bricks","environmental:chiseled_purple_terracotta_bricks","Chiseled Purple Terracotta Bricks","true"
"Environmental","environmental:chiseled_red_terracotta_bricks","environmental:chiseled_red_terracotta_bricks","Chiseled Red Terracotta Bricks","true"
"Environmental","environmental:chiseled_terracotta_bricks","environmental:chiseled_terracotta_bricks","Chiseled Terracotta Bricks","true"
"Environmental","environmental:chiseled_white_terracotta_bricks","environmental:chiseled_white_terracotta_bricks","Chiseled White Terracotta Bricks","true"
"Environmental","environmental:chiseled_yellow_terracotta_bricks","environmental:chiseled_yellow_terracotta_bricks","Chiseled Yellow Terracotta Bricks","true"
"Environmental","environmental:cyan_terracotta_brick_slab","environmental:cyan_terracotta_brick_slab","Cyan Terracotta Brick Slab","true"
"Environmental","environmental:cyan_terracotta_brick_stairs","environmental:cyan_terracotta_brick_stairs","Cyan Terracotta Brick Stairs","true"
"Environmental","environmental:cyan_terracotta_brick_vertical_slab","environmental:cyan_terracotta_brick_vertical_slab","Cyan Terracotta Brick Vertical Slab","true"
"Environmental","environmental:cyan_terracotta_brick_wall","environmental:cyan_terracotta_brick_wall","Cyan Terracotta Brick Wall","true"
"Environmental","environmental:cyan_terracotta_bricks","environmental:cyan_terracotta_bricks","Cyan Terracotta Bricks","true"
"Environmental","environmental:dianthus","environmental:dianthus","Dianthus","true"
"Environmental","environmental:duck_egg_crate","environmental:duck_egg_crate","Duck Egg Crate","true"
"Environmental","environmental:duckweed","environmental:duckweed","Duckweed","true"
"Environmental","environmental:duckweed_thatch","environmental:duckweed_thatch","Duckweed Thatch","true"
"Environmental","environmental:duckweed_thatch_slab","environmental:duckweed_thatch_slab","Duckweed Thatch Slab","true"
"Environmental","environmental:duckweed_thatch_stairs","environmental:duckweed_thatch_stairs","Duckweed Thatch Stairs","true"
"Environmental","environmental:duckweed_thatch_vertical_slab","environmental:duckweed_thatch_vertical_slab","Duckweed Thatch Vertical Slab","true"
"Environmental","environmental:giant_lily_pad","environmental:giant_lily_pad","Giant Lily Pad","true"
"Environmental","environmental:giant_tall_grass","environmental:giant_tall_grass","Giant Tall Grass","true"
"Environmental","environmental:grass_thatch","environmental:grass_thatch","Grass Thatch","true"
"Environmental","environmental:grass_thatch_slab","environmental:grass_thatch_slab","Grass Thatch Slab","true"
"Environmental","environmental:grass_thatch_stairs","environmental:grass_thatch_stairs","Grass Thatch Stairs","true"
"Environmental","environmental:grass_thatch_vertical_slab","environmental:grass_thatch_vertical_slab","Grass Thatch Vertical Slab","true"
"Environmental","environmental:gray_terracotta_brick_slab","environmental:gray_terracotta_brick_slab","Gray Terracotta Brick Slab","true"
"Environmental","environmental:gray_terracotta_brick_stairs","environmental:gray_terracotta_brick_stairs","Gray Terracotta Brick Stairs","true"
"Environmental","environmental:gray_terracotta_brick_vertical_slab","environmental:gray_terracotta_brick_vertical_slab","Gray Terracotta Brick Vertical Slab","true"
"Environmental","environmental:gray_terracotta_brick_wall","environmental:gray_terracotta_brick_wall","Gray Terracotta Brick Wall","true"
"Environmental","environmental:gray_terracotta_bricks","environmental:gray_terracotta_bricks","Gray Terracotta Bricks","true"
"Environmental","environmental:green_terracotta_brick_slab","environmental:green_terracotta_brick_slab","Green Terracotta Brick Slab","true"
"Environmental","environmental:green_terracotta_brick_stairs","environmental:green_terracotta_brick_stairs","Green Terracotta Brick Stairs","true"
"Environmental","environmental:green_terracotta_brick_vertical_slab","environmental:green_terracotta_brick_vertical_slab","Green Terracotta Brick Vertical Slab","true"
"Environmental","environmental:green_terracotta_brick_wall","environmental:green_terracotta_brick_wall","Green Terracotta Brick Wall","true"
"Environmental","environmental:green_terracotta_bricks","environmental:green_terracotta_bricks","Green Terracotta Bricks","true"
"Environmental","environmental:hanging_willow_leaves","environmental:hanging_willow_leaves","Hanging Willow Leaves","true"
"Environmental","environmental:hay_chicken_nest","","Hay Nest with Chicken Eggs","true"
"Environmental","environmental:hay_duck_nest","","Hay Nest with Duck Eggs","true"
"Environmental","environmental:hay_nest","environmental:hay_nest","Hay Nest","true"
"Environmental","environmental:hay_turkey_nest","","Hay Nest with Turkey Eggs","true"
"Environmental","environmental:ice_brick_slab","environmental:ice_brick_slab","Ice Brick Slab","true"
"Environmental","environmental:ice_brick_stairs","environmental:ice_brick_stairs","Ice Brick Stairs","true"
"Environmental","environmental:ice_brick_vertical_slab","environmental:ice_brick_vertical_slab","Ice Brick Vertical Slab","true"
"Environmental","environmental:ice_brick_wall","environmental:ice_brick_wall","Ice Brick Wall","true"
"Environmental","environmental:ice_bricks","environmental:ice_bricks","Ice Bricks","true"
"Environmental","environmental:ice_chain","environmental:ice_chain","Ice Chain","true"
"Environmental","environmental:ice_lantern","environmental:ice_lantern","Ice Lantern","true"
"Environmental","environmental:kiln","environmental:kiln","Kiln","true"
"Environmental","environmental:large_lily_pad","environmental:large_lily_pad","Large Lily Pad","true"
"Environmental","environmental:light_blue_terracotta_brick_slab","environmental:light_blue_terracotta_brick_slab","Light Blue Terracotta Brick Slab","true"
"Environmental","environmental:light_blue_terracotta_brick_stairs","environmental:light_blue_terracotta_brick_stairs","Light Blue Terracotta Brick Stairs","true"
"Environmental","environmental:light_blue_terracotta_brick_vertical_slab","environmental:light_blue_terracotta_brick_vertical_slab","Light Blue Terracotta Brick Vertical Slab","true"
"Environmental","environmental:light_blue_terracotta_brick_wall","environmental:light_blue_terracotta_brick_wall","Light Blue Terracotta Brick Wall","true"
"Environmental","environmental:light_blue_terracotta_bricks","environmental:light_blue_terracotta_bricks","Light Blue Terracotta Bricks","true"
"Environmental","environmental:light_gray_terracotta_brick_slab","environmental:light_gray_terracotta_brick_slab","Light Gray Terracotta Brick Slab","true"
"Environmental","environmental:light_gray_terracotta_brick_stairs","environmental:light_gray_terracotta_brick_stairs","Light Gray Terracotta Brick Stairs","true"
"Environmental","environmental:light_gray_terracotta_brick_vertical_slab","environmental:light_gray_terracotta_brick_vertical_slab","Light Gray Terracotta Brick Vertical Slab","true"
"Environmental","environmental:light_gray_terracotta_brick_wall","environmental:light_gray_terracotta_brick_wall","Light Gray Terracotta Brick Wall","true"
"Environmental","environmental:light_gray_terracotta_bricks","environmental:light_gray_terracotta_bricks","Light Gray Terracotta Bricks","true"
"Environmental","environmental:lime_terracotta_brick_slab","environmental:lime_terracotta_brick_slab","Lime Terracotta Brick Slab","true"
"Environmental","environmental:lime_terracotta_brick_stairs","environmental:lime_terracotta_brick_stairs","Lime Terracotta Brick Stairs","true"
"Environmental","environmental:lime_terracotta_brick_vertical_slab","environmental:lime_terracotta_brick_vertical_slab","Lime Terracotta Brick Vertical Slab","true"
"Environmental","environmental:lime_terracotta_brick_wall","environmental:lime_terracotta_brick_wall","Lime Terracotta Brick Wall","true"
"Environmental","environmental:lime_terracotta_bricks","environmental:lime_terracotta_bricks","Lime Terracotta Bricks","true"
"Environmental","environmental:magenta_hibiscus","environmental:magenta_hibiscus","Magenta Hibiscus","true"
"Environmental","environmental:magenta_terracotta_brick_slab","environmental:magenta_terracotta_brick_slab","Magenta Terracotta Brick Slab","true"
"Environmental","environmental:magenta_terracotta_brick_stairs","environmental:magenta_terracotta_brick_stairs","Magenta Terracotta Brick Stairs","true"
"Environmental","environmental:magenta_terracotta_brick_vertical_slab","environmental:magenta_terracotta_brick_vertical_slab","Magenta Terracotta Brick Vertical Slab","true"
"Environmental","environmental:magenta_terracotta_brick_wall","environmental:magenta_terracotta_brick_wall","Magenta Terracotta Brick Wall","true"
"Environmental","environmental:magenta_terracotta_bricks","environmental:magenta_terracotta_bricks","Magenta Terracotta Bricks","true"
"Environmental","environmental:mud","environmental:mud","Mud","true"
"Environmental","environmental:mud_brick_slab","environmental:mud_brick_slab","Mud Brick Slab","true"
"Environmental","environmental:mud_brick_stairs","environmental:mud_brick_stairs","Mud Brick Stairs","true"
"Environmental","environmental:mud_brick_vertical_slab","environmental:mud_brick_vertical_slab","Mud Brick Vertical Slab","true"
"Environmental","environmental:mud_brick_wall","environmental:mud_brick_wall","Mud Brick Wall","true"
"Environmental","environmental:mud_bricks","environmental:mud_bricks","Mud Bricks","true"
"Environmental","environmental:mycelium_path","environmental:mycelium_path","Mycelium Path","true"
"Environmental","environmental:mycelium_sprouts","environmental:mycelium_sprouts","Mycelium Sprouts","true"
"Environmental","environmental:orange_hibiscus","environmental:orange_hibiscus","Orange Hibiscus","true"
"Environmental","environmental:orange_terracotta_brick_slab","environmental:orange_terracotta_brick_slab","Orange Terracotta Brick Slab","true"
"Environmental","environmental:orange_terracotta_brick_stairs","environmental:orange_terracotta_brick_stairs","Orange Terracotta Brick Stairs","true"
"Environmental","environmental:orange_terracotta_brick_vertical_slab","environmental:orange_terracotta_brick_vertical_slab","Orange Terracotta Brick Vertical Slab","true"
"Environmental","environmental:orange_terracotta_brick_wall","environmental:orange_terracotta_brick_wall","Orange Terracotta Brick Wall","true"
"Environmental","environmental:orange_terracotta_bricks","environmental:orange_terracotta_bricks","Orange Terracotta Bricks","true"
"Environmental","environmental:pink_delphinium","environmental:pink_delphinium","Pink Delphinium","true"
"Environmental","environmental:pink_hanging_wisteria_leaves","environmental:pink_hanging_wisteria_leaves","Pink Hanging Wisteria Leaves","true"
"Environmental","environmental:pink_hibiscus","environmental:pink_hibiscus","Pink Hibiscus","true"
"Environmental","environmental:pink_terracotta_brick_slab","environmental:pink_terracotta_brick_slab","Pink Terracotta Brick Slab","true"
"Environmental","environmental:pink_terracotta_brick_stairs","environmental:pink_terracotta_brick_stairs","Pink Terracotta Brick Stairs","true"
"Environmental","environmental:pink_terracotta_brick_vertical_slab","environmental:pink_terracotta_brick_vertical_slab","Pink Terracotta Brick Vertical Slab","true"
"Environmental","environmental:pink_terracotta_brick_wall","environmental:pink_terracotta_brick_wall","Pink Terracotta Brick Wall","true"
"Environmental","environmental:pink_terracotta_bricks","environmental:pink_terracotta_bricks","Pink Terracotta Bricks","true"
"Environmental","environmental:pink_wisteria_hedge","environmental:pink_wisteria_hedge","Pink Wisteria Hedge","true"
"Environmental","environmental:pink_wisteria_leaf_carpet","environmental:pink_wisteria_leaf_carpet","Pink Wisteria Leaf Carpet","true"
"Environmental","environmental:pink_wisteria_leaves","environmental:pink_wisteria_leaves","Pink Wisteria Leaves","true"
"Environmental","environmental:pink_wisteria_sapling","environmental:pink_wisteria_sapling","Pink Wisteria Sapling","true"
"Environmental","environmental:podzol_path","environmental:podzol_path","Podzol Path","true"
"Environmental","environmental:potted_bird_of_paradise","","block.environmental.potted_bird_of_paradise","true"
"Environmental","environmental:potted_blue_delphinium","","block.environmental.potted_blue_delphinium","true"
"Environmental","environmental:potted_blue_wisteria_sapling","","block.environmental.potted_blue_wisteria_sapling","true"
"Environmental","environmental:potted_bluebell","","block.environmental.potted_bluebell","true"
"Environmental","environmental:potted_cartwheel","","block.environmental.potted_cartwheel","true"
"Environmental","environmental:potted_cattail","","Potted Cattail","true"
"Environmental","environmental:potted_cherry_sapling","","Potted Cherry Sapling","true"
"Environmental","environmental:potted_dianthus","","block.environmental.potted_dianthus","true"
"Environmental","environmental:potted_magenta_hibiscus","","block.environmental.potted_magenta_hibiscus","true"
"Environmental","environmental:potted_orange_hibiscus","","block.environmental.potted_orange_hibiscus","true"
"Environmental","environmental:potted_pink_delphinium","","block.environmental.potted_pink_delphinium","true"
"Environmental","environmental:potted_pink_hibiscus","","block.environmental.potted_pink_hibiscus","true"
"Environmental","environmental:potted_pink_wisteria_sapling","","block.environmental.potted_pink_wisteria_sapling","true"
"Environmental","environmental:potted_purple_delphinium","","block.environmental.potted_purple_delphinium","true"
"Environmental","environmental:potted_purple_hibiscus","","block.environmental.potted_purple_hibiscus","true"
"Environmental","environmental:potted_purple_wisteria_sapling","","block.environmental.potted_purple_wisteria_sapling","true"
"Environmental","environmental:potted_red_hibiscus","","block.environmental.potted_red_hibiscus","true"
"Environmental","environmental:potted_red_lotus_flower","","block.environmental.potted_red_lotus_flower","true"
"Environmental","environmental:potted_violet","","block.environmental.potted_violet","true"
"Environmental","environmental:potted_white_delphinium","","block.environmental.potted_white_delphinium","true"
"Environmental","environmental:potted_white_lotus_flower","","block.environmental.potted_white_lotus_flower","true"
"Environmental","environmental:potted_white_wisteria_sapling","","block.environmental.potted_white_wisteria_sapling","true"
"Environmental","environmental:potted_willow_sapling","","Potted Willow Sapling","true"
"Environmental","environmental:potted_yellow_hibiscus","","block.environmental.potted_yellow_hibiscus","true"
"Environmental","environmental:purple_delphinium","environmental:purple_delphinium","Purple Delphinium","true"
"Environmental","environmental:purple_hanging_wisteria_leaves","environmental:purple_hanging_wisteria_leaves","Purple Hanging Wisteria Leaves","true"
"Environmental","environmental:purple_hibiscus","environmental:purple_hibiscus","Purple Hibiscus","true"
"Environmental","environmental:purple_terracotta_brick_slab","environmental:purple_terracotta_brick_slab","Purple Terracotta Brick Slab","true"
"Environmental","environmental:purple_terracotta_brick_stairs","environmental:purple_terracotta_brick_stairs","Purple Terracotta Brick Stairs","true"
"Environmental","environmental:purple_terracotta_brick_vertical_slab","environmental:purple_terracotta_brick_vertical_slab","Purple Terracotta Brick Vertical Slab","true"
"Environmental","environmental:purple_terracotta_brick_wall","environmental:purple_terracotta_brick_wall","Purple Terracotta Brick Wall","true"
"Environmental","environmental:purple_terracotta_bricks","environmental:purple_terracotta_bricks","Purple Terracotta Bricks","true"
"Environmental","environmental:purple_wisteria_hedge","environmental:purple_wisteria_hedge","Purple Wisteria Hedge","true"
"Environmental","environmental:purple_wisteria_leaf_carpet","environmental:purple_wisteria_leaf_carpet","Purple Wisteria Leaf Carpet","true"
"Environmental","environmental:purple_wisteria_leaves","environmental:purple_wisteria_leaves","Purple Wisteria Leaves","true"
"Environmental","environmental:purple_wisteria_sapling","environmental:purple_wisteria_sapling","Purple Wisteria Sapling","true"
"Environmental","environmental:red_hibiscus","environmental:red_hibiscus","Red Hibiscus","true"
"Environmental","environmental:red_lotus_flower","environmental:red_lotus_flower","Red Lotus Flower","true"
"Environmental","environmental:red_terracotta_brick_slab","environmental:red_terracotta_brick_slab","Red Terracotta Brick Slab","true"
"Environmental","environmental:red_terracotta_brick_stairs","environmental:red_terracotta_brick_stairs","Red Terracotta Brick Stairs","true"
"Environmental","environmental:red_terracotta_brick_vertical_slab","environmental:red_terracotta_brick_vertical_slab","Red Terracotta Brick Vertical Slab","true"
"Environmental","environmental:red_terracotta_brick_wall","environmental:red_terracotta_brick_wall","Red Terracotta Brick Wall","true"
"Environmental","environmental:red_terracotta_bricks","environmental:red_terracotta_bricks","Red Terracotta Bricks","true"
"Environmental","environmental:sawmill","environmental:sawmill","Sawmill","true"
"Environmental","environmental:slabfish_effigy","environmental:slabfish_effigy","Slabfish Effigy","true"
"Environmental","environmental:stripped_cherry_log","environmental:stripped_cherry_log","Stripped Cherry Log","true"
"Environmental","environmental:stripped_cherry_post","environmental:stripped_cherry_post","Stripped Cherry Post","true"
"Environmental","environmental:stripped_cherry_wood","environmental:stripped_cherry_wood","Stripped Cherry Wood","true"
