"Mod name","Registry name","Item ID","Display name","Plant Type","Tags"
"Oh The Biomes You'll Go","byg:begonia",8125,"Begonia","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:bistort",8126,"Bistort","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:black_puff",8079,"Black Puff","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:black_rose",8127,"Black Rose","plains","byg:black_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blue_enchanted_sapling",7331,"Blue Enchanted Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blue_glowcane",7898,"Blue Glowcane","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blue_glowshroom",7909,"Blue Glowshroom","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blue_sage",8128,"Blue Sage","plains","byg:blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blue_spruce_sapling",7864,"Blue Spruce Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:blueberries",8083,"Blueberries","plains","byg:blue_dye, diet:fruits, forge:fruits, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:brown_birch_sapling",7866,"Brown Birch Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:brown_oak_sapling",7868,"Brown Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:brown_zelkova_sapling",7870,"Brown Zelkova Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:bulbis_anomaly",7353,"Bulbis Anomaly","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:bulbis_oddity",7352,"Bulbis Oddity","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:bulbis_sprouts",8014,"Bulbis Sprouts","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:california_poppy",8129,"California Poppy","plains","byg:orange_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cattail",8085,"Cattail","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cika_sapling",7392,"Cika Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:clover_patch",8108,"Clover Patch","plains",""
"Oh The Biomes You'll Go","byg:crimson_berries",7917,"Crimson Berries","plains","diet:fruits, forge:fruits, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:crocus",8130,"Crocus","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cryptic_bramble",8069,"Cryptic Bramble","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cyan_amaranth",8131,"Cyan Amaranth","plains","byg:cyan_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cyan_rose",8132,"Cyan Rose","plains","byg:cyan_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cyan_tulip",8133,"Cyan Tulip","plains","byg:cyan_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:cypress_sapling",7410,"Cypress Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:daffodil",8134,"Daffodil","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:death_cap",7966,"Death Cap","plains","diet:vegetables"
"Oh The Biomes You'll Go","byg:delphinium",8135,"Delphinium","plains","byg:double_blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ebony_sapling",7428,"Ebony Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:embur_lily",7986,"Embur Lily","plains","resourcefulbees:valid_apiary"
"Oh The Biomes You'll Go","byg:embur_roots",7984,"Embur Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:embur_sprouts",7983,"Embur Sprouts","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:embur_wart",7842,"Embur Wart","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ender_lily",7993,"Ender Lily","plains","resourcefulbees:valid_apiary"
"Oh The Biomes You'll Go","byg:ether_bush",8022,"Ether Bush","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ether_foliage",8019,"Ether Foliage","plains",""
"Oh The Biomes You'll Go","byg:ether_grass",8021,"Ether Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ether_sapling",7447,"Ether Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:fairy_slipper",8136,"Fairy Slipper","plains","byg:magenta_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:fir_sapling",7464,"Fir Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:firecracker_flower_bush",8137,"Firecracker Flower Bush","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:flower_patch",8109,"Flower Patch","plains",""
"Oh The Biomes You'll Go","byg:flowering_indigo_jacaranda_bush",7549,"Flowering Indigo Jacaranda Bush","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, resourcefulbees:valid_apiary, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:flowering_jacaranda_bush",7544,"Flowering Jacaranda Bush","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, resourcefulbees:valid_apiary, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:foxglove",8138,"Foxglove","plains","byg:double_cyan_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:fungal_imparius",7529,"Fungal Imparius","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:golden_spined_cactus",8086,"Golden Spined Cactus","plains","byg:green_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:green_enchanted_sapling",7482,"Green Enchanted Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:green_mushroom",8073,"Green Mushroom","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:green_tulip",8139,"Green Tulip","plains","byg:lime_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:guzmania",8140,"Guzmania","plains","byg:orange_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:holly_sapling",7502,"Holly Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:horseweed",8087,"Horseweed","plains","byg:green_dye, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:imparius_bush",7994,"Imparius Bush","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:imparius_mushroom",7523,"Imparius Mushroom","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:incan_lily",8141,"Incan Lily","plains","byg:orange_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:indigo_jacaranda_bush",7548,"Indigo Jacaranda Bush","plains","resourcefulbees:valid_apiary, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:indigo_jacaranda_sapling",7550,"Indigo Jacaranda Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:iris",8142,"Iris","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ivis_roots",7991,"Ivis Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:ivis_sprout",7992,"Ivis Sprout","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:jacaranda_bush",7543,"Jacaranda Bush","plains","resourcefulbees:valid_apiary, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:jacaranda_sapling",7545,"Jacaranda Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:japanese_orchid",8143,"Japanese Orchid","plains","byg:double_pink_dye, byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:joshua_sapling",7872,"Joshua Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:kovan_flower",8144,"Kovan Flower","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:lament_sapling",7569,"Lament Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:lament_sprouts",7572,"Lament Sprouts","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:lazarus_bellflower",8145,"Lazarus Bellflower","plains","byg:magenta_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:leaf_pile",8107,"Leaf Pile","plains",""
"Oh The Biomes You'll Go","byg:lolipop_flower",8146,"Lolipop Flower","plains","byg:yellow_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:magenta_amaranth",8147,"Magenta Amaranth","plains","byg:magenta_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:magenta_tulip",8148,"Magenta Tulip","plains","byg:magenta_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:mahogany_sapling",7588,"Mahogany Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:mangrove_sapling",7606,"Mangrove Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:maple_sapling",7624,"Maple Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:mini_cactus",8088,"Mini Cactus","plains","byg:green_dye, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:nether_bristle",7969,"Nether Bristle","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:nightshade_berries",8024,"Nightshade Berries","plains","diet:fruits, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:nightshade_roots",8028,"Nightshade Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:nightshade_sapling",7646,"Nightshade Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:nightshade_sprouts",8027,"Nightshade Sprouts","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:oddity_bush",8034,"Oddity Bush","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orange_amaranth",8149,"Orange Amaranth","plains","byg:orange_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orange_birch_sapling",7877,"Orange Birch Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orange_daisy",8150,"Orange Daisy","plains","byg:orange_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orange_oak_sapling",7879,"Orange Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orange_spruce_sapling",7881,"Orange Spruce Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:orchard_sapling",7883,"Orchard Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:osiria_rose",8151,"Osiria Rose","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:palm_sapling",7665,"Palm Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:palo_verde_sapling",7684,"Palo Verde Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:peach_leather_flower",8152,"Peach Leather Flower","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pine_sapling",7690,"Pine Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_allium",8153,"Pink Allium","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_allium_flower_bush",8154,"Pink Allium Flower Bush","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_anemone",8156,"Pink Anemone","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_cherry_foliage",7371,"Pink Cherry Foliage","plains",""
"Oh The Biomes You'll Go","byg:pink_cherry_sapling",7370,"Pink Cherry Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_daffodil",8157,"Pink Daffodil","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_glowcane",7901,"Pink Glowcane","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:pink_orchid",8158,"Pink Orchid","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:prairie_grass",8091,"Prairie Grass","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:prickly_pear_cactus",8090,"Prickly Pear Cactus","plains","byg:green_dye, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:protea_flower",8159,"Protea Flower","plains","byg:magenta_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_amaranth",8160,"Purple Amaranth","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_bulbis_anomaly",7350,"Purple Bulbis Anomaly","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_bulbis_oddity",7349,"Purple Bulbis Oddity","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_glowcane",7904,"Purple Glowcane","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_glowshroom",7911,"Purple Glowshroom","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_orchid",8161,"Purple Orchid","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_sage",8162,"Purple Sage","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:purple_tulip",8163,"Purple Tulip","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:rainbow_eucalyptus_sapling",7708,"Rainbow Eucalyptus Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_birch_sapling",7887,"Red Birch Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_cornflower",8164,"Red Cornflower","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_glowcane",7907,"Red Glowcane","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_maple_sapling",7626,"Red Maple Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_oak_sapling",7889,"Red Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_orchid",8165,"Red Orchid","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:red_spruce_sapling",7891,"Red Spruce Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:redwood_sapling",7726,"Redwood Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:reeds",8092,"Reeds","plains","byg:brown_dye, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:richea",8166,"Richea","plains","byg:light_gray_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:rose",8167,"Rose","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:scorched_bush",7959,"Scorched Bush","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:scorched_grass",7960,"Scorched Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:short_beach_grass",8105,"Short Beach Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:short_grass",8097,"Short Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:shulkren_fungus",8054,"Shulkren Fungus","plains",""
"Oh The Biomes You'll Go","byg:shulkren_moss_blanket",8056,"Shulkren Moss Blanket","plains",""
"Oh The Biomes You'll Go","byg:silver_maple_sapling",7628,"Silver Maple Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:silver_vase_flower",8168,"Silver Vase Flower","plains","byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:skyris_sapling",7747,"Skyris Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:snowdrops",8169,"Snowdrops","plains","byg:white_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:soul_shroom",7962,"Soul Shroom","plains","diet:vegetables, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:sythian_fungus",7822,"Sythian Fungus","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:sythian_roots",7977,"Sythian Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:sythian_sprout",7978,"Sythian Sprout","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_allium",8120,"Tall Allium","plains","byg:double_purple_dye, byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_crimson_roots",7916,"Tall Crimson Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_embur_roots",7985,"Tall Embur Roots","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_ether_grass",8020,"Tall Ether Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_pink_allium",8155,"Tall Pink Allium","plains","byg:double_pink_dye, byg:pink_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tall_prairie_grass",8098,"Tall Prairie Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:thereal_bellflower",8023,"Thereal Bellflower","plains","byg:light_blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:tiny_lilypads",8099,"Tiny Lilypads","plains","resourcefulbees:valid_apiary"
"Oh The Biomes You'll Go","byg:torch_ginger",8170,"Torch Ginger","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:vermilion_sculk_growth",8052,"Vermilion Sculk Growth","plains",""
"Oh The Biomes You'll Go","byg:vermilion_sculk_tendrils",8051,"Vermilion Sculk Tendrils","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:violet_leather_flower",8171,"Violet Leather Flower","plains","byg:blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:warped_bush",7920,"Warped Bush","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:water_silk",8100,"Water Silk","plains",""
"Oh The Biomes You'll Go","byg:weed_grass",8103,"Weed Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:weeping_milkcap",8075,"Weeping Milkcap","plains","diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:whaling_grass",7957,"Whaling Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:white_anemone",8172,"White Anemone","plains","byg:white_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:white_cherry_foliage",7374,"White Cherry Foliage","plains",""
"Oh The Biomes You'll Go","byg:white_cherry_sapling",7373,"White Cherry Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:white_sage",8173,"White Sage","plains","byg:white_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:willow_sapling",7766,"Willow Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:wilted_grass",8104,"Wilted Grass","plains","supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:winter_cyclamen",8174,"Winter Cyclamen","plains","byg:cyan_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:winter_grass",8102,"Winter Grass","plains","supplementaries:flower_box_plantable"
