"Mod name","Registry name","Hardness","Resistance"
"Emendatus Enigmatica","emendatusenigmatica:silver_subzero_ash_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:silver_sulphuric_rock_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:silver_violecite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:silver_weathered_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:steel_block",5.00,6.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_andesite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_basalt_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_blackstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_block",5.00,6.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_blue_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_brimstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_c_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_cryptic_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_deepslate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_diorite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_end_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_ether_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_flavolite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_gabbro_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_granite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_gravel_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_jasper_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_mossy_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_nylium_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_raw_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_sand_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_scoria_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_slate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_subzero_ash_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_sulphuric_rock_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_violecite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:sulfur_weathered_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_andesite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_basalt_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_blackstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_block",5.00,6.00
"Emendatus Enigmatica","emendatusenigmatica:tin_blue_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_brimstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_c_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_cryptic_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_deepslate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_diorite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_end_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_ether_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_flavolite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_gabbro_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_granite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_gravel_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_jasper_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_mossy_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_nylium_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_raw_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_sand_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_scoria_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_slate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_subzero_ash_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_sulphuric_rock_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_violecite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:tin_weathered_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_andesite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_basalt_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_blackstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_block",5.00,6.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_blue_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_brimstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_c_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_cryptic_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_deepslate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_diorite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_end_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_ether_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_flavolite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_gabbro_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_granite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_gravel_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_jasper_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_mossy_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_nylium_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_raw_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_sand_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_scoria_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_slate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_subzero_ash_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_sulphuric_rock_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_violecite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:uranium_weathered_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_andesite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_basalt_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_blackstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_block",5.00,6.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_blue_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_brimstone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_c_limestone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_cryptic_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_deepslate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_diorite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_end_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_ether_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_flavolite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_gabbro_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_granite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_gravel_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_jasper_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_mossy_stone_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_netherrack_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_nylium_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_raw_marble_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_sand_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_scoria_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_slate_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_soul_soil_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_subzero_ash_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_sulphuric_rock_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_violecite_ore",3.00,3.00
"Emendatus Enigmatica","emendatusenigmatica:zinc_weathered_limestone_ore",3.00,3.00
"Ender Mail","endermail:locker",2.00,2.00
"Ender Mail","endermail:package",1.00,1.00
"Environmental","environmental:bird_of_paradise",0.00,0.00
"Environmental","environmental:black_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:black_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:black_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:black_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:black_terracotta_bricks",1.25,4.20
"Environmental","environmental:blue_delphinium",0.00,0.00
"Environmental","environmental:blue_hanging_wisteria_leaves",0.20,0.20
"Environmental","environmental:blue_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:blue_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:blue_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:blue_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:blue_terracotta_bricks",1.25,4.20
"Environmental","environmental:blue_wisteria_hedge",2.00,3.00
"Environmental","environmental:blue_wisteria_leaf_carpet",0.00,0.00
"Environmental","environmental:blue_wisteria_leaves",0.20,0.20
"Environmental","environmental:blue_wisteria_sapling",0.00,0.00
"Environmental","environmental:bluebell",0.00,0.00
"Environmental","environmental:brown_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:brown_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:brown_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:brown_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:brown_terracotta_bricks",1.25,4.20
"Environmental","environmental:buried_truffle",0.60,0.60
"Environmental","environmental:cartwheel",0.00,0.00
"Environmental","environmental:cattail",0.00,0.00
"Environmental","environmental:cattail_seed_sack",0.50,0.50
"Environmental","environmental:cattail_sprouts",0.00,0.00
"Environmental","environmental:cattail_thatch",0.50,0.50
"Environmental","environmental:cattail_thatch_slab",0.50,0.50
"Environmental","environmental:cattail_thatch_stairs",0.50,0.50
"Environmental","environmental:cattail_thatch_vertical_slab",0.50,0.50
"Environmental","environmental:cherry_beehive",0.60,0.60
"Environmental","environmental:cherry_bookshelf",1.50,1.50
"Environmental","environmental:cherry_button",0.50,0.50
"Environmental","environmental:cherry_chest",2.50,2.50
"Environmental","environmental:cherry_crate",1.50,1.50
"Environmental","environmental:cherry_door",3.00,3.00
"Environmental","environmental:cherry_fence",2.00,3.00
"Environmental","environmental:cherry_fence_gate",2.00,3.00
"Environmental","environmental:cherry_hedge",2.00,3.00
"Environmental","environmental:cherry_ladder",0.40,0.40
"Environmental","environmental:cherry_leaf_carpet",0.00,0.00
"Environmental","environmental:cherry_leaves",0.20,0.20
"Environmental","environmental:cherry_log",2.00,2.00
"Environmental","environmental:cherry_planks",2.00,3.00
"Environmental","environmental:cherry_post",2.00,3.00
"Environmental","environmental:cherry_pressure_plate",0.50,0.50
"Environmental","environmental:cherry_sapling",0.00,0.00
"Environmental","environmental:cherry_sign",1.00,1.00
"Environmental","environmental:cherry_slab",2.00,3.00
"Environmental","environmental:cherry_stairs",2.00,3.00
"Environmental","environmental:cherry_trapdoor",3.00,3.00
"Environmental","environmental:cherry_trapped_chest",2.50,2.50
"Environmental","environmental:cherry_vertical_slab",2.00,3.00
"Environmental","environmental:cherry_wall_sign",1.00,1.00
"Environmental","environmental:cherry_wood",2.00,2.00
"Environmental","environmental:chicken_egg_crate",1.50,1.50
"Environmental","environmental:chiseled_black_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_blue_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_bricks",2.00,6.00
"Environmental","environmental:chiseled_brown_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_cyan_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_gray_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_green_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_ice_bricks",1.00,2.00
"Environmental","environmental:chiseled_light_blue_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_light_gray_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_lime_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_magenta_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_mud_bricks",1.50,2.50
"Environmental","environmental:chiseled_orange_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_pink_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_purple_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_red_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_white_terracotta_bricks",1.25,4.20
"Environmental","environmental:chiseled_yellow_terracotta_bricks",1.25,4.20
"Environmental","environmental:cyan_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:cyan_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:cyan_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:cyan_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:cyan_terracotta_bricks",1.25,4.20
"Environmental","environmental:dianthus",0.00,0.00
"Environmental","environmental:duck_egg_crate",1.50,1.50
"Environmental","environmental:duckweed",0.00,0.00
"Environmental","environmental:duckweed_thatch",0.50,0.50
"Environmental","environmental:duckweed_thatch_slab",0.50,0.50
"Environmental","environmental:duckweed_thatch_stairs",0.50,0.50
"Environmental","environmental:duckweed_thatch_vertical_slab",0.50,0.50
"Environmental","environmental:giant_lily_pad",0.00,0.00
"Environmental","environmental:giant_tall_grass",0.00,0.00
"Environmental","environmental:grass_thatch",0.50,0.50
"Environmental","environmental:grass_thatch_slab",0.50,0.50
"Environmental","environmental:grass_thatch_stairs",0.50,0.50
"Environmental","environmental:grass_thatch_vertical_slab",0.50,0.50
"Environmental","environmental:gray_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:gray_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:gray_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:gray_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:gray_terracotta_bricks",1.25,4.20
"Environmental","environmental:green_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:green_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:green_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:green_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:green_terracotta_bricks",1.25,4.20
"Environmental","environmental:hanging_willow_leaves",0.20,0.20
"Environmental","environmental:hay_chicken_nest",0.50,0.50
"Environmental","environmental:hay_duck_nest",0.50,0.50
"Environmental","environmental:hay_nest",0.50,0.50
"Environmental","environmental:hay_turkey_nest",0.50,0.50
"Environmental","environmental:ice_brick_slab",1.00,2.00
"Environmental","environmental:ice_brick_stairs",1.00,2.00
"Environmental","environmental:ice_brick_vertical_slab",1.00,2.00
"Environmental","environmental:ice_brick_wall",1.00,2.00
"Environmental","environmental:ice_bricks",1.00,2.00
"Environmental","environmental:ice_chain",5.00,6.00
"Environmental","environmental:ice_lantern",3.50,3.50
"Environmental","environmental:kiln",3.50,3.50
"Environmental","environmental:large_lily_pad",0.00,0.00
"Environmental","environmental:light_blue_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:light_blue_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:light_blue_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:light_blue_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:light_blue_terracotta_bricks",1.25,4.20
"Environmental","environmental:light_gray_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:light_gray_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:light_gray_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:light_gray_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:light_gray_terracotta_bricks",1.25,4.20
"Environmental","environmental:lime_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:lime_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:lime_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:lime_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:lime_terracotta_bricks",1.25,4.20
"Environmental","environmental:magenta_hibiscus",0.00,0.00
"Environmental","environmental:magenta_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:magenta_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:magenta_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:magenta_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:magenta_terracotta_bricks",1.25,4.20
"Environmental","environmental:mud",0.50,0.50
"Environmental","environmental:mud_brick_slab",1.50,2.50
"Environmental","environmental:mud_brick_stairs",1.50,2.50
"Environmental","environmental:mud_brick_vertical_slab",1.50,2.50
"Environmental","environmental:mud_brick_wall",1.50,2.50
"Environmental","environmental:mud_bricks",1.50,2.50
"Environmental","environmental:mycelium_path",0.65,0.65
"Environmental","environmental:mycelium_sprouts",0.00,0.00
"Environmental","environmental:orange_hibiscus",0.00,0.00
"Environmental","environmental:orange_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:orange_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:orange_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:orange_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:orange_terracotta_bricks",1.25,4.20
"Environmental","environmental:pink_delphinium",0.00,0.00
"Environmental","environmental:pink_hanging_wisteria_leaves",0.20,0.20
"Environmental","environmental:pink_hibiscus",0.00,0.00
"Environmental","environmental:pink_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:pink_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:pink_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:pink_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:pink_terracotta_bricks",1.25,4.20
"Environmental","environmental:pink_wisteria_hedge",2.00,3.00
"Environmental","environmental:pink_wisteria_leaf_carpet",0.00,0.00
"Environmental","environmental:pink_wisteria_leaves",0.20,0.20
"Environmental","environmental:pink_wisteria_sapling",0.00,0.00
"Environmental","environmental:podzol_path",0.65,0.65
"Environmental","environmental:potted_bird_of_paradise",0.00,0.00
"Environmental","environmental:potted_blue_delphinium",0.00,0.00
"Environmental","environmental:potted_blue_wisteria_sapling",0.00,0.00
"Environmental","environmental:potted_bluebell",0.00,0.00
"Environmental","environmental:potted_cartwheel",0.00,0.00
"Environmental","environmental:potted_cattail",0.00,0.00
"Environmental","environmental:potted_cherry_sapling",0.00,0.00
"Environmental","environmental:potted_dianthus",0.00,0.00
"Environmental","environmental:potted_magenta_hibiscus",0.00,0.00
"Environmental","environmental:potted_orange_hibiscus",0.00,0.00
"Environmental","environmental:potted_pink_delphinium",0.00,0.00
"Environmental","environmental:potted_pink_hibiscus",0.00,0.00
"Environmental","environmental:potted_pink_wisteria_sapling",0.00,0.00
"Environmental","environmental:potted_purple_delphinium",0.00,0.00
"Environmental","environmental:potted_purple_hibiscus",0.00,0.00
"Environmental","environmental:potted_purple_wisteria_sapling",0.00,0.00
"Environmental","environmental:potted_red_hibiscus",0.00,0.00
"Environmental","environmental:potted_red_lotus_flower",0.00,0.00
"Environmental","environmental:potted_violet",0.00,0.00
"Environmental","environmental:potted_white_delphinium",0.00,0.00
"Environmental","environmental:potted_white_lotus_flower",0.00,0.00
"Environmental","environmental:potted_white_wisteria_sapling",0.00,0.00
"Environmental","environmental:potted_willow_sapling",0.00,0.00
"Environmental","environmental:potted_yellow_hibiscus",0.00,0.00
"Environmental","environmental:purple_delphinium",0.00,0.00
"Environmental","environmental:purple_hanging_wisteria_leaves",0.20,0.20
"Environmental","environmental:purple_hibiscus",0.00,0.00
"Environmental","environmental:purple_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:purple_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:purple_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:purple_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:purple_terracotta_bricks",1.25,4.20
"Environmental","environmental:purple_wisteria_hedge",2.00,3.00
"Environmental","environmental:purple_wisteria_leaf_carpet",0.00,0.00
"Environmental","environmental:purple_wisteria_leaves",0.20,0.20
"Environmental","environmental:purple_wisteria_sapling",0.00,0.00
"Environmental","environmental:red_hibiscus",0.00,0.00
"Environmental","environmental:red_lotus_flower",0.00,0.00
"Environmental","environmental:red_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:red_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:red_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:red_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:red_terracotta_bricks",1.25,4.20
"Environmental","environmental:sawmill",3.50,3.50
"Environmental","environmental:slabfish_effigy",0.00,0.00
"Environmental","environmental:stripped_cherry_log",2.00,2.00
"Environmental","environmental:stripped_cherry_post",2.00,3.00
"Environmental","environmental:stripped_cherry_wood",2.00,2.00
"Environmental","environmental:stripped_willow_log",2.00,2.00
"Environmental","environmental:stripped_willow_post",2.00,3.00
"Environmental","environmental:stripped_willow_wood",2.00,2.00
"Environmental","environmental:stripped_wisteria_log",2.00,2.00
"Environmental","environmental:stripped_wisteria_post",2.00,3.00
"Environmental","environmental:stripped_wisteria_wood",2.00,2.00
"Environmental","environmental:tall_cattail",0.00,0.00
"Environmental","environmental:tall_dead_bush",0.00,0.00
"Environmental","environmental:terracotta_brick_slab",1.25,4.20
"Environmental","environmental:terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:terracotta_brick_wall",1.25,4.20
"Environmental","environmental:terracotta_bricks",1.25,4.20
"Environmental","environmental:truffle_crate",1.50,1.50
"Environmental","environmental:turtle_egg_crate",1.50,1.50
"Environmental","environmental:twig_chicken_nest",0.50,0.50
"Environmental","environmental:twig_duck_nest",0.50,0.50
"Environmental","environmental:twig_nest",0.50,0.50
"Environmental","environmental:twig_turkey_nest",0.50,0.50
"Environmental","environmental:vertical_cherry_planks",2.00,3.00
"Environmental","environmental:vertical_willow_planks",2.00,3.00
"Environmental","environmental:vertical_wisteria_planks",2.00,3.00
"Environmental","environmental:violet",0.00,0.00
"Environmental","environmental:white_delphinium",0.00,0.00
"Environmental","environmental:white_hanging_wisteria_leaves",0.20,0.20
"Environmental","environmental:white_lotus_flower",0.00,0.00
"Environmental","environmental:white_terracotta_brick_slab",1.25,4.20
"Environmental","environmental:white_terracotta_brick_stairs",1.25,4.20
"Environmental","environmental:white_terracotta_brick_vertical_slab",1.25,4.20
"Environmental","environmental:white_terracotta_brick_wall",1.25,4.20
"Environmental","environmental:white_terracotta_bricks",1.25,4.20
"Environmental","environmental:white_wisteria_hedge",2.00,3.00
"Environmental","environmental:white_wisteria_leaf_carpet",0.00,0.00
"Environmental","environmental:white_wisteria_leaves",0.20,0.20
"Environmental","environmental:white_wisteria_sapling",0.00,0.00
"Environmental","environmental:willow_beehive",0.60,0.60
"Environmental","environmental:willow_bookshelf",1.50,1.50
"Environmental","environmental:willow_button",0.50,0.50
"Environmental","environmental:willow_chest",2.50,2.50
"Environmental","environmental:willow_door",3.00,3.00
"Environmental","environmental:willow_fence",2.00,3.00
"Environmental","environmental:willow_fence_gate",2.00,3.00
"Environmental","environmental:willow_hedge",2.00,3.00
"Environmental","environmental:willow_ladder",0.40,0.40
"Environmental","environmental:willow_leaf_carpet",0.00,0.00
"Environmental","environmental:willow_leaves",0.20,0.20
"Environmental","environmental:willow_log",2.00,2.00
"Environmental","environmental:willow_planks",2.00,3.00
"Environmental","environmental:willow_post",2.00,3.00
"Environmental","environmental:willow_pressure_plate",0.50,0.50
"Environmental","environmental:willow_sapling",0.00,0.00
"Environmental","environmental:willow_sign",1.00,1.00
"Environmental","environmental:willow_slab",2.00,3.00
"Environmental","environmental:willow_stairs",2.00,3.00
"Environmental","environmental:willow_trapdoor",3.00,3.00
"Environmental","environmental:willow_trapped_chest",2.50,2.50
"Environmental","environmental:willow_vertical_slab",2.00,3.00
"Environmental","environmental:willow_wall_sign",1.00,1.00
"Environmental","environmental:willow_wood",2.00,2.00
"Environmental","environmental:wisteria_beehive",0.60,0.60
"Environmental","environmental:wisteria_bookshelf",1.50,1.50
"Environmental","environmental:wisteria_button",0.50,0.50
"Environmental","environmental:wisteria_chest",2.50,2.50
"Environmental","environmental:wisteria_door",3.00,3.00
"Environmental","environmental:wisteria_fence",2.00,3.00
"Environmental","environmental:wisteria_fence_gate",2.00,3.00
"Environmental","environmental:wisteria_ladder",0.40,0.40
"Environmental","environmental:wisteria_log",2.00,2.00
"Environmental","environmental:wisteria_planks",2.00,3.00
"Environmental","environmental:wisteria_post",2.00,3.00
