"Registry name","Map color (hex)","Map color (int)"
"emendatusenigmatica:uranium_blackstone_ore","#707070","7368816"
"emendatusenigmatica:uranium_block","#A7A7A7","10987431"
"emendatusenigmatica:uranium_blue_netherrack_ore","#707070","7368816"
"emendatusenigmatica:uranium_brimstone_ore","#707070","7368816"
"emendatusenigmatica:uranium_c_limestone_ore","#707070","7368816"
"emendatusenigmatica:uranium_cryptic_stone_ore","#707070","7368816"
"emendatusenigmatica:uranium_deepslate_ore","#707070","7368816"
"emendatusenigmatica:uranium_diorite_ore","#707070","7368816"
"emendatusenigmatica:uranium_end_stone_ore","#707070","7368816"
"emendatusenigmatica:uranium_ether_stone_ore","#707070","7368816"
"emendatusenigmatica:uranium_flavolite_ore","#707070","7368816"
"emendatusenigmatica:uranium_gabbro_ore","#707070","7368816"
"emendatusenigmatica:uranium_granite_ore","#707070","7368816"
"emendatusenigmatica:uranium_gravel_ore","#707070","7368816"
"emendatusenigmatica:uranium_jasper_ore","#707070","7368816"
"emendatusenigmatica:uranium_marble_ore","#707070","7368816"
"emendatusenigmatica:uranium_mossy_stone_ore","#707070","7368816"
"emendatusenigmatica:uranium_netherrack_ore","#707070","7368816"
"emendatusenigmatica:uranium_nylium_soul_soil_ore","#707070","7368816"
"emendatusenigmatica:uranium_ore","#707070","7368816"
"emendatusenigmatica:uranium_raw_marble_ore","#707070","7368816"
"emendatusenigmatica:uranium_sand_ore","#707070","7368816"
"emendatusenigmatica:uranium_scoria_ore","#707070","7368816"
"emendatusenigmatica:uranium_slate_ore","#707070","7368816"
"emendatusenigmatica:uranium_soul_soil_ore","#707070","7368816"
"emendatusenigmatica:uranium_subzero_ash_ore","#707070","7368816"
"emendatusenigmatica:uranium_sulphuric_rock_ore","#707070","7368816"
"emendatusenigmatica:uranium_violecite_ore","#707070","7368816"
"emendatusenigmatica:uranium_weathered_limestone_ore","#707070","7368816"
"emendatusenigmatica:zinc_andesite_ore","#707070","7368816"
"emendatusenigmatica:zinc_basalt_ore","#707070","7368816"
"emendatusenigmatica:zinc_blackstone_ore","#707070","7368816"
"emendatusenigmatica:zinc_block","#A7A7A7","10987431"
"emendatusenigmatica:zinc_blue_netherrack_ore","#707070","7368816"
"emendatusenigmatica:zinc_brimstone_ore","#707070","7368816"
"emendatusenigmatica:zinc_c_limestone_ore","#707070","7368816"
"emendatusenigmatica:zinc_cryptic_stone_ore","#707070","7368816"
"emendatusenigmatica:zinc_deepslate_ore","#707070","7368816"
"emendatusenigmatica:zinc_diorite_ore","#707070","7368816"
"emendatusenigmatica:zinc_end_stone_ore","#707070","7368816"
"emendatusenigmatica:zinc_ether_stone_ore","#707070","7368816"
"emendatusenigmatica:zinc_flavolite_ore","#707070","7368816"
"emendatusenigmatica:zinc_gabbro_ore","#707070","7368816"
"emendatusenigmatica:zinc_granite_ore","#707070","7368816"
"emendatusenigmatica:zinc_gravel_ore","#707070","7368816"
"emendatusenigmatica:zinc_jasper_ore","#707070","7368816"
"emendatusenigmatica:zinc_marble_ore","#707070","7368816"
"emendatusenigmatica:zinc_mossy_stone_ore","#707070","7368816"
"emendatusenigmatica:zinc_netherrack_ore","#707070","7368816"
"emendatusenigmatica:zinc_nylium_soul_soil_ore","#707070","7368816"
"emendatusenigmatica:zinc_ore","#707070","7368816"
"emendatusenigmatica:zinc_raw_marble_ore","#707070","7368816"
"emendatusenigmatica:zinc_sand_ore","#707070","7368816"
"emendatusenigmatica:zinc_scoria_ore","#707070","7368816"
"emendatusenigmatica:zinc_slate_ore","#707070","7368816"
"emendatusenigmatica:zinc_soul_soil_ore","#707070","7368816"
"emendatusenigmatica:zinc_subzero_ash_ore","#707070","7368816"
"emendatusenigmatica:zinc_sulphuric_rock_ore","#707070","7368816"
"emendatusenigmatica:zinc_violecite_ore","#707070","7368816"
"emendatusenigmatica:zinc_weathered_limestone_ore","#707070","7368816"
"endergetic:acidian_lantern","#815631","8476209"
"endergetic:activated_mystical_obsidian_activation_rune","#815631","8476209"
"endergetic:bolloom_bud","#7A4958","8014168"
"endergetic:bolloom_crate","#BA8524","12223780"
"endergetic:bolloom_particle","#7A4958","8014168"
"endergetic:boof_block","#BA8524","12223780"
"endergetic:chiseled_end_stone_bricks","#F7E9A3","16247203"
"endergetic:chiseled_eumus_bricks","#7A4958","8014168"
"endergetic:cracked_end_stone_bricks","#F7E9A3","16247203"
"endergetic:cracked_eumus_bricks","#7A4958","8014168"
"endergetic:cracked_purpur_block","#B24CD8","11685080"
"endergetic:crystal_holder","#815631","8476209"
"endergetic:dispensed_boof_block","#BA8524","12223780"
"endergetic:end_corrock","#7A4958","8014168"
"endergetic:end_corrock_block","#7A4958","8014168"
"endergetic:end_corrock_crown","#7F3FB2","8339378"
"endergetic:end_wall_corrock_crown","#7F3FB2","8339378"
"endergetic:ender_campfire","#815631","8476209"
"endergetic:ender_fire","#FF0000","16711680"
"endergetic:ender_lantern","#A7A7A7","10987431"
"endergetic:ender_torch","#000000","0"
"endergetic:ender_wall_torch","#000000","0"
"endergetic:eumus","#7A4958","8014168"
"endergetic:eumus_brick_slab","#7A4958","8014168"
"endergetic:eumus_brick_stairs","#7A4958","8014168"
"endergetic:eumus_brick_vertical_slab","#7A4958","8014168"
"endergetic:eumus_brick_wall","#7A4958","8014168"
"endergetic:eumus_bricks","#7A4958","8014168"
"endergetic:eumus_poismoss","#7F3FB2","8339378"
"endergetic:glowing_poise_stem","#7A4958","8014168"
"endergetic:glowing_poise_wood","#7A4958","8014168"
"endergetic:hive_hanger","#C7C7C7","13092807"
"endergetic:mystical_obsidian","#815631","8476209"
"endergetic:mystical_obsidian_activation_rune","#815631","8476209"
"endergetic:mystical_obsidian_rune","#815631","8476209"
"endergetic:mystical_obsidian_wall","#815631","8476209"
"endergetic:nether_corrock","#8E3C2E","9321518"
"endergetic:nether_corrock_block","#8E3C2E","9321518"
"endergetic:nether_corrock_crown","#993333","10040115"
"endergetic:nether_wall_corrock_crown","#993333","10040115"
"endergetic:overworld_corrock","#4C3223","4993571"
"endergetic:overworld_corrock_block","#4C3223","4993571"
"endergetic:overworld_corrock_crown","#664C33","6704179"
"endergetic:overworld_wall_corrock_crown","#664C33","6704179"
"endergetic:petrified_end_corrock","#7A4958","8014168"
"endergetic:petrified_end_corrock_block","#7A4958","8014168"
"endergetic:petrified_end_corrock_crown","#7F3FB2","8339378"
"endergetic:petrified_end_wall_corrock_crown","#7F3FB2","8339378"
"endergetic:petrified_nether_corrock","#8E3C2E","9321518"
"endergetic:petrified_nether_corrock_block","#8E3C2E","9321518"
"endergetic:petrified_nether_corrock_crown","#993333","10040115"
"endergetic:petrified_nether_wall_corrock_crown","#993333","10040115"
"endergetic:petrified_overworld_corrock","#4C3223","4993571"
"endergetic:petrified_overworld_corrock_block","#4C3223","4993571"
"endergetic:petrified_overworld_corrock_crown","#664C33","6704179"
"endergetic:petrified_overworld_wall_corrock_crown","#664C33","6704179"
"endergetic:poise_beehive","#8F7748","9402184"
"endergetic:poise_bookshelf","#8F7748","9402184"
"endergetic:poise_bush","#7F3FB2","8339378"
"endergetic:poise_button","#7A4958","8014168"
"endergetic:poise_chest","#7A4958","8014168"
"endergetic:poise_cluster","#F27FA5","15892389"
"endergetic:poise_door","#7A4958","8014168"
"endergetic:poise_fence","#7A4958","8014168"
"endergetic:poise_fence_gate","#7A4958","8014168"
"endergetic:poise_ladder","#000000","0"
"endergetic:poise_planks","#7A4958","8014168"
"endergetic:poise_pressure_plate","#7A4958","8014168"
"endergetic:poise_sign","#8F7748","9402184"
"endergetic:poise_slab","#7A4958","8014168"
"endergetic:poise_stairs","#7A4958","8014168"
"endergetic:poise_stem","#7A4958","8014168"
"endergetic:poise_trapdoor","#7A4958","8014168"
"endergetic:poise_trapped_chest","#7A4958","8014168"
"endergetic:poise_vertical_slab","#7A4958","8014168"
"endergetic:poise_wall_sign","#7A4958","8014168"
"endergetic:poise_wood","#7A4958","8014168"
"endergetic:poismoss","#7F3FB2","8339378"
"endergetic:potted_poise_bush","#000000","0"
"endergetic:potted_tall_poise_bush","#000000","0"
"endergetic:puffbug_hive","#C7C7C7","13092807"
"endergetic:stripped_poise_stem","#7A4958","8014168"
"endergetic:stripped_poise_wood","#7A4958","8014168"
"endergetic:tall_poise_bush","#7F3FB2","8339378"
"endergetic:vertical_poise_planks","#7A4958","8014168"
"endermail:locker","#A7A7A7","10987431"
"endermail:package","#8F7748","9402184"
"environmental:bird_of_paradise","#007C00","31744"
"environmental:black_terracotta_brick_slab","#251610","2430480"
"environmental:black_terracotta_brick_stairs","#251610","2430480"
"environmental:black_terracotta_brick_vertical_slab","#251610","2430480"
"environmental:black_terracotta_brick_wall","#251610","2430480"
"environmental:black_terracotta_bricks","#251610","2430480"
"environmental:blue_delphinium","#007C00","31744"
"environmental:blue_hanging_wisteria_leaves","#334CB2","3361970"
"environmental:blue_terracotta_brick_slab","#4C3E5C","4996700"
"environmental:blue_terracotta_brick_stairs","#4C3E5C","4996700"
"environmental:blue_terracotta_brick_vertical_slab","#4C3E5C","4996700"
"environmental:blue_terracotta_brick_wall","#4C3E5C","4996700"
"environmental:blue_terracotta_bricks","#4C3E5C","4996700"
"environmental:blue_wisteria_hedge","#D1B1A1","13742497"
"environmental:blue_wisteria_leaf_carpet","#334CB2","3361970"
"environmental:blue_wisteria_leaves","#334CB2","3361970"
"environmental:blue_wisteria_sapling","#007C00","31744"
"environmental:bluebell","#007C00","31744"
"environmental:brown_terracotta_brick_slab","#4C3223","4993571"
"environmental:brown_terracotta_brick_stairs","#4C3223","4993571"
"environmental:brown_terracotta_brick_vertical_slab","#4C3223","4993571"
"environmental:brown_terracotta_brick_wall","#4C3223","4993571"
"environmental:brown_terracotta_bricks","#4C3223","4993571"
"environmental:buried_truffle","#976D4D","9923917"
"environmental:cartwheel","#007C00","31744"
"environmental:cattail","#007C00","31744"
"environmental:cattail_seed_sack","#D1B1A1","13742497"
"environmental:cattail_sprouts","#007C00","31744"
"environmental:cattail_thatch","#667F33","6717235"
"environmental:cattail_thatch_slab","#667F33","6717235"
"environmental:cattail_thatch_stairs","#667F33","6717235"
"environmental:cattail_thatch_vertical_slab","#667F33","6717235"
"environmental:cherry_beehive","#8F7748","9402184"
"environmental:cherry_bookshelf","#8F7748","9402184"
"environmental:cherry_button","#000000","0"
"environmental:cherry_chest","#993333","10040115"
"environmental:cherry_crate","#993333","10040115"
"environmental:cherry_door","#8F7748","9402184"
"environmental:cherry_fence","#8F7748","9402184"
"environmental:cherry_fence_gate","#8F7748","9402184"
"environmental:cherry_hedge","#8F7748","9402184"
"environmental:cherry_ladder","#000000","0"
"environmental:cherry_leaf_carpet","#F27FA5","15892389"
"environmental:cherry_leaves","#F27FA5","15892389"
"environmental:cherry_log","#664C33","6704179"
"environmental:cherry_planks","#8F7748","9402184"
"environmental:cherry_post","#8F7748","9402184"
"environmental:cherry_pressure_plate","#8F7748","9402184"
"environmental:cherry_sapling","#007C00","31744"
"environmental:cherry_sign","#8F7748","9402184"
"environmental:cherry_slab","#8F7748","9402184"
"environmental:cherry_stairs","#8F7748","9402184"
"environmental:cherry_trapdoor","#8F7748","9402184"
"environmental:cherry_trapped_chest","#993333","10040115"
"environmental:cherry_vertical_slab","#8F7748","9402184"
"environmental:cherry_wall_sign","#993333","10040115"
"environmental:cherry_wood","#664C33","6704179"
"environmental:chicken_egg_crate","#D1B1A1","13742497"
"environmental:chiseled_black_terracotta_bricks","#251610","2430480"
"environmental:chiseled_blue_terracotta_bricks","#4C3E5C","4996700"
"environmental:chiseled_bricks","#993333","10040115"
"environmental:chiseled_brown_terracotta_bricks","#4C3223","4993571"
"environmental:chiseled_cyan_terracotta_bricks","#575C5C","5725276"
"environmental:chiseled_gray_terracotta_bricks","#392923","3746083"
"environmental:chiseled_green_terracotta_bricks","#4C522A","5001770"
"environmental:chiseled_ice_bricks","#A0A0FF","10526975"
"environmental:chiseled_light_blue_terracotta_bricks","#706C8A","7367818"
"environmental:chiseled_light_gray_terracotta_bricks","#D87F33","14188339"
"environmental:chiseled_lime_terracotta_bricks","#677535","6780213"
"environmental:chiseled_magenta_terracotta_bricks","#95576C","9787244"
"environmental:chiseled_mud_bricks","#664C33","6704179"
"environmental:chiseled_orange_terracotta_bricks","#9F5224","10441252"
"environmental:chiseled_pink_terracotta_bricks","#A04D4E","10505550"
"environmental:chiseled_purple_terracotta_bricks","#7A4958","8014168"
"environmental:chiseled_red_terracotta_bricks","#8E3C2E","9321518"
"environmental:chiseled_terracotta_bricks","#D87F33","14188339"
"environmental:chiseled_white_terracotta_bricks","#D1B1A1","13742497"
"environmental:chiseled_yellow_terracotta_bricks","#BA8524","12223780"
"environmental:cyan_terracotta_brick_slab","#575C5C","5725276"
"environmental:cyan_terracotta_brick_stairs","#575C5C","5725276"
"environmental:cyan_terracotta_brick_vertical_slab","#575C5C","5725276"
"environmental:cyan_terracotta_brick_wall","#575C5C","5725276"
"environmental:cyan_terracotta_bricks","#575C5C","5725276"
"environmental:dianthus","#007C00","31744"
"environmental:duck_egg_crate","#6699D8","6724056"
"environmental:duckweed","#007C00","31744"
"environmental:duckweed_thatch","#667F33","6717235"
"environmental:duckweed_thatch_slab","#667F33","6717235"
"environmental:duckweed_thatch_stairs","#667F33","6717235"
"environmental:duckweed_thatch_vertical_slab","#667F33","6717235"
"environmental:giant_lily_pad","#007C00","31744"
"environmental:giant_tall_grass","#007C00","31744"
"environmental:grass_thatch","#E5E533","15066419"
"environmental:grass_thatch_slab","#E5E533","15066419"
"environmental:grass_thatch_stairs","#E5E533","15066419"
"environmental:grass_thatch_vertical_slab","#E5E533","15066419"
"environmental:gray_terracotta_brick_slab","#392923","3746083"
"environmental:gray_terracotta_brick_stairs","#392923","3746083"
"environmental:gray_terracotta_brick_vertical_slab","#392923","3746083"
"environmental:gray_terracotta_brick_wall","#392923","3746083"
"environmental:gray_terracotta_bricks","#392923","3746083"
"environmental:green_terracotta_brick_slab","#4C522A","5001770"
"environmental:green_terracotta_brick_stairs","#4C522A","5001770"
"environmental:green_terracotta_brick_vertical_slab","#4C522A","5001770"
"environmental:green_terracotta_brick_wall","#4C522A","5001770"
"environmental:green_terracotta_bricks","#4C522A","5001770"
"environmental:hanging_willow_leaves","#667F33","6717235"
"environmental:hay_chicken_nest","#E5E533","15066419"
"environmental:hay_duck_nest","#E5E533","15066419"
"environmental:hay_nest","#E5E533","15066419"
"environmental:hay_turkey_nest","#E5E533","15066419"
"environmental:ice_brick_slab","#A0A0FF","10526975"
"environmental:ice_brick_stairs","#A0A0FF","10526975"
"environmental:ice_brick_vertical_slab","#A0A0FF","10526975"
"environmental:ice_brick_wall","#A0A0FF","10526975"
"environmental:ice_bricks","#A0A0FF","10526975"
"environmental:ice_chain","#000000","0"
"environmental:ice_lantern","#A0A0FF","10526975"
"environmental:kiln","#707070","7368816"
"environmental:large_lily_pad","#007C00","31744"
"environmental:light_blue_terracotta_brick_slab","#706C8A","7367818"
"environmental:light_blue_terracotta_brick_stairs","#706C8A","7367818"
"environmental:light_blue_terracotta_brick_vertical_slab","#706C8A","7367818"
"environmental:light_blue_terracotta_brick_wall","#706C8A","7367818"
"environmental:light_blue_terracotta_bricks","#706C8A","7367818"
"environmental:light_gray_terracotta_brick_slab","#876B62","8874850"
"environmental:light_gray_terracotta_brick_stairs","#876B62","8874850"
"environmental:light_gray_terracotta_brick_vertical_slab","#876B62","8874850"
"environmental:light_gray_terracotta_brick_wall","#876B62","8874850"
"environmental:light_gray_terracotta_bricks","#876B62","8874850"
"environmental:lime_terracotta_brick_slab","#677535","6780213"
"environmental:lime_terracotta_brick_stairs","#677535","6780213"
"environmental:lime_terracotta_brick_vertical_slab","#677535","6780213"
"environmental:lime_terracotta_brick_wall","#677535","6780213"
"environmental:lime_terracotta_bricks","#677535","6780213"
"environmental:magenta_hibiscus","#007C00","31744"
"environmental:magenta_terracotta_brick_slab","#95576C","9787244"
"environmental:magenta_terracotta_brick_stairs","#95576C","9787244"
"environmental:magenta_terracotta_brick_vertical_slab","#95576C","9787244"
"environmental:magenta_terracotta_brick_wall","#95576C","9787244"
"environmental:magenta_terracotta_bricks","#95576C","9787244"
"environmental:mud","#976D4D","9923917"
"environmental:mud_brick_slab","#664C33","6704179"
"environmental:mud_brick_stairs","#664C33","6704179"
"environmental:mud_brick_vertical_slab","#664C33","6704179"
"environmental:mud_brick_wall","#664C33","6704179"
"environmental:mud_bricks","#664C33","6704179"
"environmental:mycelium_path","#7F3FB2","8339378"
"environmental:mycelium_sprouts","#7F3FB2","8339378"
"environmental:orange_hibiscus","#007C00","31744"
"environmental:orange_terracotta_brick_slab","#9F5224","10441252"
"environmental:orange_terracotta_brick_stairs","#9F5224","10441252"
"environmental:orange_terracotta_brick_vertical_slab","#9F5224","10441252"
"environmental:orange_terracotta_brick_wall","#9F5224","10441252"
"environmental:orange_terracotta_bricks","#9F5224","10441252"
"environmental:pink_delphinium","#007C00","31744"
"environmental:pink_hanging_wisteria_leaves","#F27FA5","15892389"
"environmental:pink_hibiscus","#007C00","31744"
"environmental:pink_terracotta_brick_slab","#A04D4E","10505550"
"environmental:pink_terracotta_brick_stairs","#A04D4E","10505550"
"environmental:pink_terracotta_brick_vertical_slab","#A04D4E","10505550"
"environmental:pink_terracotta_brick_wall","#A04D4E","10505550"
"environmental:pink_terracotta_bricks","#A04D4E","10505550"
"environmental:pink_wisteria_hedge","#D1B1A1","13742497"
"environmental:pink_wisteria_leaf_carpet","#F27FA5","15892389"
"environmental:pink_wisteria_leaves","#F27FA5","15892389"
"environmental:pink_wisteria_sapling","#007C00","31744"
"environmental:podzol_path","#815631","8476209"
"environmental:potted_bird_of_paradise","#000000","0"
"environmental:potted_blue_delphinium","#000000","0"
"environmental:potted_blue_wisteria_sapling","#000000","0"
"environmental:potted_bluebell","#000000","0"
"environmental:potted_cartwheel","#000000","0"
"environmental:potted_cattail","#000000","0"
"environmental:potted_cherry_sapling","#000000","0"
"environmental:potted_dianthus","#000000","0"
"environmental:potted_magenta_hibiscus","#000000","0"
"environmental:potted_orange_hibiscus","#000000","0"
"environmental:potted_pink_delphinium","#000000","0"
"environmental:potted_pink_hibiscus","#000000","0"
"environmental:potted_pink_wisteria_sapling","#000000","0"
"environmental:potted_purple_delphinium","#000000","0"
"environmental:potted_purple_hibiscus","#000000","0"
"environmental:potted_purple_wisteria_sapling","#000000","0"
"environmental:potted_red_hibiscus","#000000","0"
"environmental:potted_red_lotus_flower","#000000","0"
"environmental:potted_violet","#000000","0"
"environmental:potted_white_delphinium","#000000","0"
"environmental:potted_white_lotus_flower","#000000","0"
"environmental:potted_white_wisteria_sapling","#000000","0"
"environmental:potted_willow_sapling","#000000","0"
"environmental:potted_yellow_hibiscus","#000000","0"
"environmental:purple_delphinium","#007C00","31744"
"environmental:purple_hanging_wisteria_leaves","#7F3FB2","8339378"
"environmental:purple_hibiscus","#007C00","31744"
"environmental:purple_terracotta_brick_slab","#7A4958","8014168"
"environmental:purple_terracotta_brick_stairs","#7A4958","8014168"
"environmental:purple_terracotta_brick_vertical_slab","#7A4958","8014168"
"environmental:purple_terracotta_brick_wall","#7A4958","8014168"
"environmental:purple_terracotta_bricks","#7A4958","8014168"
"environmental:purple_wisteria_hedge","#D1B1A1","13742497"
"environmental:purple_wisteria_leaf_carpet","#7F3FB2","8339378"
"environmental:purple_wisteria_leaves","#7F3FB2","8339378"
"environmental:purple_wisteria_sapling","#007C00","31744"
"environmental:red_hibiscus","#007C00","31744"
"environmental:red_lotus_flower","#007C00","31744"
"environmental:red_terracotta_brick_slab","#8E3C2E","9321518"
"environmental:red_terracotta_brick_stairs","#8E3C2E","9321518"
"environmental:red_terracotta_brick_vertical_slab","#8E3C2E","9321518"
"environmental:red_terracotta_brick_wall","#8E3C2E","9321518"
"environmental:red_terracotta_bricks","#8E3C2E","9321518"
"environmental:sawmill","#707070","7368816"
"environmental:slabfish_effigy","#000000","0"
"environmental:stripped_cherry_log","#664C33","6704179"
"environmental:stripped_cherry_post","#8F7748","9402184"
"environmental:stripped_cherry_wood","#664C33","6704179"
"environmental:stripped_willow_log","#664C33","6704179"
"environmental:stripped_willow_post","#8F7748","9402184"
"environmental:stripped_willow_wood","#664C33","6704179"
"environmental:stripped_wisteria_log","#D1B1A1","13742497"
"environmental:stripped_wisteria_post","#D1B1A1","13742497"
"environmental:stripped_wisteria_wood","#D1B1A1","13742497"
"environmental:tall_cattail","#007C00","31744"
"environmental:tall_dead_bush","#8F7748","9402184"
"environmental:terracotta_brick_slab","#D87F33","14188339"
"environmental:terracotta_brick_stairs","#D87F33","14188339"
"environmental:terracotta_brick_vertical_slab","#D87F33","14188339"
"environmental:terracotta_brick_wall","#D87F33","14188339"
"environmental:terracotta_bricks","#D87F33","14188339"
"environmental:truffle_crate","#4C3223","4993571"
"environmental:turtle_egg_crate","#F7E9A3","16247203"
"environmental:twig_chicken_nest","#664C33","6704179"
"environmental:twig_duck_nest","#664C33","6704179"
"environmental:twig_nest","#664C33","6704179"
"environmental:twig_turkey_nest","#664C33","6704179"
"environmental:vertical_cherry_planks","#8F7748","9402184"
"environmental:vertical_willow_planks","#8F7748","9402184"
"environmental:vertical_wisteria_planks","#D1B1A1","13742497"
"environmental:violet","#007C00","31744"
"environmental:white_delphinium","#007C00","31744"
"environmental:white_hanging_wisteria_leaves","#FFFFFF","16777215"
"environmental:white_lotus_flower","#007C00","31744"
"environmental:white_terracotta_brick_slab","#D1B1A1","13742497"
"environmental:white_terracotta_brick_stairs","#D1B1A1","13742497"
"environmental:white_terracotta_brick_vertical_slab","#D1B1A1","13742497"
"environmental:white_terracotta_brick_wall","#D1B1A1","13742497"
"environmental:white_terracotta_bricks","#D1B1A1","13742497"
"environmental:white_wisteria_hedge","#D1B1A1","13742497"
"environmental:white_wisteria_leaf_carpet","#FFFFFF","16777215"
"environmental:white_wisteria_leaves","#FFFFFF","16777215"
"environmental:white_wisteria_sapling","#007C00","31744"
"environmental:willow_beehive","#8F7748","9402184"
"environmental:willow_bookshelf","#8F7748","9402184"
"environmental:willow_button","#000000","0"
"environmental:willow_chest","#667F33","6717235"
"environmental:willow_door","#8F7748","9402184"
"environmental:willow_fence","#8F7748","9402184"
"environmental:willow_fence_gate","#8F7748","9402184"
"environmental:willow_hedge","#8F7748","9402184"
"environmental:willow_ladder","#000000","0"
"environmental:willow_leaf_carpet","#667F33","6717235"
"environmental:willow_leaves","#667F33","6717235"
"environmental:willow_log","#664C33","6704179"
"environmental:willow_planks","#8F7748","9402184"
"environmental:willow_post","#8F7748","9402184"
"environmental:willow_pressure_plate","#8F7748","9402184"
"environmental:willow_sapling","#007C00","31744"
"environmental:willow_sign","#8F7748","9402184"
"environmental:willow_slab","#8F7748","9402184"
"environmental:willow_stairs","#8F7748","9402184"
"environmental:willow_trapdoor","#8F7748","9402184"
"environmental:willow_trapped_chest","#667F33","6717235"
"environmental:willow_vertical_slab","#8F7748","9402184"
"environmental:willow_wall_sign","#667F33","6717235"
"environmental:willow_wood","#664C33","6704179"
"environmental:wisteria_beehive","#8F7748","9402184"
"environmental:wisteria_bookshelf","#D1B1A1","13742497"
"environmental:wisteria_button","#000000","0"
"environmental:wisteria_chest","#D1B1A1","13742497"
"environmental:wisteria_door","#D1B1A1","13742497"
"environmental:wisteria_fence","#D1B1A1","13742497"
"environmental:wisteria_fence_gate","#D1B1A1","13742497"
"environmental:wisteria_ladder","#D1B1A1","13742497"
"environmental:wisteria_log","#4C4C4C","5000268"
"environmental:wisteria_planks","#D1B1A1","13742497"
"environmental:wisteria_post","#D1B1A1","13742497"
"environmental:wisteria_pressure_plate","#D1B1A1","13742497"
"environmental:wisteria_sign","#8F7748","9402184"
"environmental:wisteria_slab","#D1B1A1","13742497"
"environmental:wisteria_stairs","#D1B1A1","13742497"
"environmental:wisteria_trapdoor","#D1B1A1","13742497"
"environmental:wisteria_trapped_chest","#D1B1A1","13742497"
"environmental:wisteria_vertical_slab","#D1B1A1","13742497"
"environmental:wisteria_wall_sign","#D1B1A1","13742497"
"environmental:wisteria_wood","#4C4C4C","5000268"
"environmental:yak_hair_block","#664C33","6704179"
"environmental:yak_hair_rug","#664C33","6704179"
"environmental:yellow_hibiscus","#007C00","31744"
"environmental:yellow_terracotta_brick_slab","#BA8524","12223780"
"environmental:yellow_terracotta_brick_stairs","#BA8524","12223780"
"environmental:yellow_terracotta_brick_vertical_slab","#BA8524","12223780"
"environmental:yellow_terracotta_brick_wall","#BA8524","12223780"
"environmental:yellow_terracotta_bricks","#BA8524","12223780"
"etched:album_jukebox","#976D4D","9923917"
"etched:etching_table","#8F7748","9402184"
"extendedcrafting:advanced_auto_table","#A7A7A7","10987431"
"extendedcrafting:advanced_table","#A7A7A7","10987431"
"extendedcrafting:basic_auto_table","#A7A7A7","10987431"
"extendedcrafting:basic_table","#A7A7A7","10987431"
"extendedcrafting:black_iron_block","#A7A7A7","10987431"
"extendedcrafting:compressor","#A7A7A7","10987431"
"extendedcrafting:crafting_core","#A7A7A7","10987431"
"extendedcrafting:crystaltine_block","#A7A7A7","10987431"
"extendedcrafting:elite_auto_table","#A7A7A7","10987431"
"extendedcrafting:elite_table","#A7A7A7","10987431"
"extendedcrafting:ender_alternator","#A7A7A7","10987431"
"extendedcrafting:ender_crafter","#A7A7A7","10987431"
"extendedcrafting:ender_ingot_block","#A7A7A7","10987431"
"extendedcrafting:ender_star_block","#A7A7A7","10987431"
"extendedcrafting:enhanced_ender_ingot_block","#A7A7A7","10987431"
"extendedcrafting:frame","#707070","7368816"
"extendedcrafting:luminessence_block","#707070","7368816"
"extendedcrafting:nether_star_block","#A7A7A7","10987431"
"extendedcrafting:pedestal","#A7A7A7","10987431"
"extendedcrafting:redstone_ingot_block","#A7A7A7","10987431"
"extendedcrafting:the_ultimate_block","#A7A7A7","10987431"
"extendedcrafting:ultimate_auto_table","#A7A7A7","10987431"
"extendedcrafting:ultimate_table","#A7A7A7","10987431"
"extrastorage:advanced_exporter","#000000","0"
"extrastorage:advanced_importer","#000000","0"
"extrastorage:block_1024k","#707070","7368816"
"extrastorage:block_1048576k_fluid","#707070","7368816"
"extrastorage:block_16384k","#707070","7368816"
"extrastorage:block_16384k_fluid","#707070","7368816"
"extrastorage:block_256k","#707070","7368816"
"extrastorage:block_262144k_fluid","#707070","7368816"
"extrastorage:block_4096k","#707070","7368816"
"extrastorage:block_65536k_fluid","#707070","7368816"
"extrastorage:diamond_crafter","#707070","7368816"
"extrastorage:gold_crafter","#707070","7368816"
"extrastorage:iron_crafter","#707070","7368816"
"extrastorage:netherite_crafter","#707070","7368816"
"farmersdelight:acacia_pantry","#8F7748","9402184"
"farmersdelight:apple_pie","#000000","0"
"farmersdelight:basket","#8F7748","9402184"
"farmersdelight:beetroot_crate","#8F7748","9402184"
"farmersdelight:birch_pantry","#8F7748","9402184"
"farmersdelight:black_canvas_sign","#8F7748","9402184"
"farmersdelight:black_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:blue_canvas_sign","#8F7748","9402184"
"farmersdelight:blue_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:brown_canvas_sign","#8F7748","9402184"
"farmersdelight:brown_canvas_wall_sign","#8F7748","9402184"
"farmersdelight:brown_mushroom_colony","#664C33","6704179"
"farmersdelight:cabbage_crate","#8F7748","9402184"
"farmersdelight:cabbages","#007C00","31744"
"farmersdelight:canvas_rug","#FFFFFF","16777215"
"farmersdelight:canvas_sign","#8F7748","9402184"
"farmersdelight:canvas_wall_sign","#8F7748","9402184"
"farmersdelight:carrot_crate","#8F7748","9402184"
"farmersdelight:chocolate_pie","#000000","0"
"farmersdelight:cooking_pot","#A7A7A7","10987431"
"farmersdelight:crimson_pantry","#8F7748","9402184"
"farmersdelight:cutting_board","#8F7748","9402184"
