"Mod name","Registry name","Item ID","Display name","Tags"
"Minecraft","minecraft:drowned_spawn_egg",770,"Drowned Spawn Egg",""
"Minecraft","minecraft:egg",682,"Chicken Egg","alexsmobs:crow_foodstuffs, alexsmobs:raccoon_foodstuffs, diet:proteins, farmersdelight:cabbage_roll_ingredients, forge:egg, forge:egg/egg, forge:eggs"
"Minecraft","minecraft:elder_guardian_spawn_egg",771,"Elder Guardian Spawn Egg",""
"Minecraft","minecraft:elytra",898,"Elytra","forge:chestplate, forge:elytra"
"Minecraft","minecraft:emerald",827,"Emerald","forge:gems, forge:gems/emerald, minecraft:beacon_payment_items"
"Minecraft","minecraft:emerald_block",279,"Block of Emerald","forge:storage_blocks, forge:storage_blocks/emerald, resourcefulbees:valid_apiary"
"Minecraft","minecraft:emerald_ore",276,"Emerald Ore","forge:ores, forge:ores/emerald, resourcefulbees:valid_apiary"
"Minecraft","minecraft:enchanted_book",848,"Enchanted Book","itemfilters:check_nbt, supplementaries:placeable_books"
"Minecraft","minecraft:enchanted_golden_apple",651,"Enchanted Golden Apple","diet:fruits, minecraft:piglin_loved"
"Minecraft","minecraft:enchanting_table",269,"Enchanting Table","resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_crystal",886,"End Crystal",""
"Minecraft","minecraft:end_portal_frame",270,"End Portal Frame","resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_rod",172,"End Rod","resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_stone",271,"End Stone","chipped:end_stone, endergetic:ender_fire_base_blocks, forge:end_stones, resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_stone_brick_slab",548,"End Stone Brick Slab","minecraft:slabs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_stone_brick_stairs",534,"End Stone Brick Stairs","minecraft:stairs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_stone_brick_wall",299,"End Stone Brick Wall","minecraft:walls, resourcefulbees:valid_apiary"
"Minecraft","minecraft:end_stone_bricks",272,"End Stone Bricks","resourcefulbees:valid_apiary"
"Minecraft","minecraft:ender_chest",277,"Ender Chest","forge:chests, forge:chests/ender, resourcefulbees:valid_apiary"
"Minecraft","minecraft:ender_eye",757,"Eye of Ender",""
"Minecraft","minecraft:ender_pearl",744,"Ender Pearl","forge:ender_pearls"
"Minecraft","minecraft:enderman_spawn_egg",772,"Enderman Spawn Egg",""
"Minecraft","minecraft:endermite_spawn_egg",773,"Endermite Spawn Egg",""
"Minecraft","minecraft:evoker_spawn_egg",774,"Evoker Spawn Egg",""
"Minecraft","minecraft:experience_bottle",823,"Bottle o' Enchanting",""
"Minecraft","minecraft:farmland",184,"Farmland","resourcefulbees:valid_apiary"
"Minecraft","minecraft:feather",617,"Feather","forge:feathers"
"Minecraft","minecraft:fermented_spider_eye",752,"Fermented Spider Eye","diet:proteins"
"Minecraft","minecraft:fern",90,"Fern","sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:filled_map",733,"Map",""
"Minecraft","minecraft:fire_charge",824,"Fire Charge","minecraft:coals"
"Minecraft","minecraft:fire_coral",510,"Fire Coral","upgrade_aquatic:fire_fans_corals"
"Minecraft","minecraft:fire_coral_block",505,"Fire Coral Block","resourcefulbees:valid_apiary"
"Minecraft","minecraft:fire_coral_fan",520,"Fire Coral Fan","upgrade_aquatic:fire_fans_corals"
"Minecraft","minecraft:firework_rocket",846,"Firework Rocket","ftbchunks:right_click_whitelist"
"Minecraft","minecraft:firework_star",847,"Firework Star",""
"Minecraft","minecraft:fishing_rod",684,"Fishing Rod",""
"Minecraft","minecraft:fletching_table",940,"Fletching Table","resourcefulbees:valid_apiary"
"Minecraft","minecraft:flint",646,"Flint",""
"Minecraft","minecraft:flint_and_steel",572,"Flint and Steel","supplementaries:fire_sources"
"Minecraft","minecraft:flower_banner_pattern",929,"Banner Pattern",""
"Minecraft","minecraft:flower_pot",829,"Flower Pot","resourcefulbees:valid_apiary"
"Minecraft","minecraft:fox_spawn_egg",775,"Fox Spawn Egg",""
"Minecraft","minecraft:furnace",185,"Furnace","betterendforge:furnaces, resourcefulbees:valid_apiary"
"Minecraft","minecraft:furnace_minecart",681,"Minecart with Furnace",""
"Minecraft","minecraft:ghast_spawn_egg",776,"Ghast Spawn Egg",""
"Minecraft","minecraft:ghast_tear",746,"Ghast Tear",""
"Minecraft","minecraft:gilded_blackstone",966,"Gilded Blackstone","chipped:gilded_blackstone, minecraft:piglin_loved, resourcefulbees:valid_apiary"
"Minecraft","minecraft:glass",77,"Glass","chipped:glass, forge:glass, forge:glass/colorless, resourcefulbees:valid_apiary"
"Minecraft","minecraft:glass_bottle",750,"Glass Bottle","create:upright_on_belt"
"Minecraft","minecraft:glass_pane",249,"Glass Pane","chipped:glass_pane, forge:glass_panes, forge:glass_panes/colorless, resourcefulbees:valid_apiary"
"Minecraft","minecraft:glistering_melon_slice",758,"Glistering Melon Slice","environmental:deer_tempt_items, minecraft:piglin_loved"
"Minecraft","minecraft:globe_banner_pattern",933,"Banner Pattern",""
"Minecraft","minecraft:glowstone",224,"Glowstone","chipped:glowstone, forge:storage_blocks/glowstone, infernalexp:glowstone_canyon_blocks, resourcefulbees:valid_apiary"
"Minecraft","minecraft:glowstone_dust",686,"Glowstone Dust","forge:dusts, forge:dusts/glowstone, silentgear:grader_catalysts, silentgear:grader_catalysts/tier1"
"Minecraft","minecraft:gold_block",136,"Block of Gold","forge:storage_blocks, forge:storage_blocks/gold, minecraft:piglin_loved, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gold_ingot",580,"Gold Ingot","forge:ingots, forge:ingots/gold, minecraft:beacon_payment_items, minecraft:piglin_loved"
"Minecraft","minecraft:gold_nugget",747,"Gold Nugget","forge:nuggets, forge:nuggets/gold"
"Minecraft","minecraft:gold_ore",33,"Gold Ore","forge:ores, forge:ores/gold, minecraft:gold_ores, minecraft:piglin_loved, resourcefulbees:valid_apiary"
"Minecraft","minecraft:golden_apple",650,"Golden Apple","diet:fruits, minecraft:piglin_loved"
"Minecraft","minecraft:golden_axe",596,"Golden Axe","forge:axes, forge:tools, forge:tools/axes, forge:tools/gold, minecraft:piglin_loved"
"Minecraft","minecraft:golden_boots",641,"Golden Boots","forge:armor/gold, minecraft:piglin_loved"
"Minecraft","minecraft:golden_carrot",835,"Golden Carrot","alexsmobs:elephant_foodstuffs, diet:vegetables, minecraft:piglin_loved"
"Minecraft","minecraft:golden_chestplate",639,"Golden Chestplate","forge:armor/gold, forge:chestplate, minecraft:piglin_loved"
"Minecraft","minecraft:golden_helmet",638,"Golden Helmet","forge:armor/gold, minecraft:piglin_loved"
"Minecraft","minecraft:golden_hoe",597,"Golden Hoe","forge:hoes, minecraft:piglin_loved"
"Minecraft","minecraft:golden_horse_armor",862,"Golden Horse Armor","minecraft:piglin_loved"
"Minecraft","minecraft:golden_leggings",640,"Golden Leggings","forge:armor/gold, minecraft:piglin_loved"
"Minecraft","minecraft:golden_pickaxe",595,"Golden Pickaxe","forge:pickaxes, forge:tools, forge:tools/gold, forge:tools/pickaxes, minecraft:piglin_loved"
"Minecraft","minecraft:golden_shovel",594,"Golden Shovel","forge:shovels, forge:tools, forge:tools/gold, forge:tools/shovels, minecraft:piglin_loved"
"Minecraft","minecraft:golden_sword",593,"Golden Sword","forge:swords, forge:tools/gold, minecraft:piglin_loved"
"Minecraft","minecraft:granite",2,"Granite","chipped:granite, forge:stone, resourcefulbees:valid_apiary"
"Minecraft","minecraft:granite_slab",551,"Granite Slab","minecraft:slabs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:granite_stairs",538,"Granite Stairs","minecraft:stairs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:granite_wall",293,"Granite Wall","minecraft:walls, resourcefulbees:valid_apiary"
"Minecraft","minecraft:grass",89,"Grass","sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:grass_block",8,"Grass Block","resourcefulbees:valid_apiary, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:grass_path",372,"Grass Path","resourcefulbees:valid_apiary"
"Minecraft","minecraft:gravel",32,"Gravel","forge:gravel, industrialforegoing:sludge, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_banner",877,"Gray Banner","minecraft:banners"
"Minecraft","minecraft:gray_bed",723,"Gray Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_carpet",357,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_concrete",471,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_concrete_powder",487,"Gray Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_dye",703,"Gray Dye","diet:ingredients, forge:dyes, forge:dyes/gray"
"Minecraft","minecraft:gray_glazed_terracotta",455,"Gray Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_shulker_box",439,"Gray Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:gray_stained_glass",386,"Gray Stained Glass","chipped:gray_stained_glass, forge:glass, forge:glass/gray, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_stained_glass_pane",402,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, forge:glass_panes, forge:glass_panes/gray, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_terracotta",338,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:gray_wool",102,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_banner",883,"Green Banner","minecraft:banners"
"Minecraft","minecraft:green_bed",729,"Green Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_carpet",363,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_concrete",477,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_concrete_powder",493,"Green Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_dye",709,"Green Dye","diet:ingredients, forge:dyes, forge:dyes/green"
"Minecraft","minecraft:green_glazed_terracotta",461,"Green Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_shulker_box",445,"Green Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:green_stained_glass",392,"Green Stained Glass","chipped:green_stained_glass, forge:glass, forge:glass/green, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_stained_glass_pane",408,"Green Stained Glass Pane","chipped:green_stained_glass_pane, forge:glass_panes, forge:glass_panes/green, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_terracotta",344,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:green_wool",108,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:grindstone",941,"Grindstone","resourcefulbees:valid_apiary"
"Minecraft","minecraft:guardian_spawn_egg",777,"Guardian Spawn Egg",""
"Minecraft","minecraft:gunpowder",618,"Gunpowder","alexsmobs:mimic_octopus_creeper_items, forge:gunpowder"
"Minecraft","minecraft:hay_block",349,"Hay Bale","alexsmobs:elephant_foodstuffs, chipped:hay_block, resourcefulbees:valid_apiary"
"Minecraft","minecraft:heart_of_the_sea",925,"Heart of the Sea",""
"Minecraft","minecraft:heavy_weighted_pressure_plate",319,"Heavy Weighted Pressure Plate",""
"Minecraft","minecraft:hoglin_spawn_egg",778,"Hoglin Spawn Egg",""
"Minecraft","minecraft:honey_block",956,"Honey Block","alexsmobs:grizzly_foodstuffs, alexsmobs:grizzly_honey, resourcefulbees:valid_apiary"
"Minecraft","minecraft:honey_bottle",955,"Honey Bottle","alexsmobs:grizzly_foodstuffs, alexsmobs:grizzly_honey, create:upright_on_belt, diet:sugars, forge:honey, forge:honey/honey, forge:honey_bottle"
"Minecraft","minecraft:honeycomb",952,"Honeycomb","alexsmobs:grizzly_foodstuffs, alexsmobs:grizzly_honey, buzzier_bees:candle_base, diet:sugars, resourcefulbees:resourceful_honeycomb, supplementaries:candle/base"
"Minecraft","minecraft:honeycomb_block",957,"Honeycomb Block","alexsmobs:grizzly_foodstuffs, alexsmobs:grizzly_honey, resourcefulbees:resourceful_honeycomb_block, resourcefulbees:valid_apiary"
"Minecraft","minecraft:hopper",323,"Hopper","resourcefulbees:valid_apiary"
"Minecraft","minecraft:hopper_minecart",852,"Minecart with Hopper",""
"Minecraft","minecraft:horn_coral",511,"Horn Coral","upgrade_aquatic:horn_fans_corals"
"Minecraft","minecraft:horn_coral_block",506,"Horn Coral Block","resourcefulbees:valid_apiary"
"Minecraft","minecraft:horn_coral_fan",521,"Horn Coral Fan","upgrade_aquatic:horn_fans_corals"
"Minecraft","minecraft:horse_spawn_egg",779,"Horse Spawn Egg",""
"Minecraft","minecraft:husk_spawn_egg",780,"Husk Spawn Egg",""
"Minecraft","minecraft:ice",203,"Ice","forge:ices, forge:ices/ice, resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_chiseled_stone_bricks",239,"Infested Chiseled Stone Bricks","resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_cobblestone",235,"Infested Cobblestone","forge:cobblestone, resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_cracked_stone_bricks",238,"Infested Cracked Stone Bricks","resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_mossy_stone_bricks",237,"Infested Mossy Stone Bricks","resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_stone",234,"Infested Stone","forge:stone, resourcefulbees:valid_apiary"
"Minecraft","minecraft:infested_stone_bricks",236,"Infested Stone Bricks","resourcefulbees:valid_apiary"
"Minecraft","minecraft:ink_sac",693,"Ink Sac","diet:proteins"
"Minecraft","minecraft:iron_axe",601,"Iron Axe","forge:axes, forge:tools, forge:tools/axes, forge:tools/iron"
"Minecraft","minecraft:iron_bars",247,"Iron Bars","resourcefulbees:valid_apiary"
"Minecraft","minecraft:iron_block",137,"Block of Iron","easymagic:anvil_repair_materials, forge:storage_blocks, forge:storage_blocks/iron, resourcefulbees:valid_apiary"
"Minecraft","minecraft:iron_boots",633,"Iron Boots","forge:armor/iron"
"Minecraft","minecraft:iron_chestplate",631,"Iron Chestplate","forge:armor/iron, forge:chestplate"
"Minecraft","minecraft:iron_door",557,"Iron Door","minecraft:doors, resourcefulbees:valid_apiary"
"Minecraft","minecraft:iron_helmet",630,"Iron Helmet","forge:armor/iron"
"Minecraft","minecraft:iron_hoe",602,"Iron Hoe","forge:hoes"
"Minecraft","minecraft:iron_horse_armor",861,"Iron Horse Armor",""
"Minecraft","minecraft:iron_ingot",579,"Iron Ingot","easymagic:anvil_repair_chance_materials, forge:ingots, forge:ingots/iron, minecraft:beacon_payment_items"
"Minecraft","minecraft:iron_leggings",632,"Iron Leggings","forge:armor/iron"
"Minecraft","minecraft:iron_nugget",906,"Iron Nugget","brazier:iron_nuggets, forge:nuggets, forge:nuggets/iron"
"Minecraft","minecraft:iron_ore",34,"Iron Ore","forge:ores, forge:ores/iron, resourcefulbees:valid_apiary"
"Minecraft","minecraft:iron_pickaxe",600,"Iron Pickaxe","forge:pickaxes, forge:tools, forge:tools/iron, forge:tools/pickaxes"
"Minecraft","minecraft:iron_shovel",599,"Iron Shovel","forge:shovels, forge:tools, forge:tools/iron, forge:tools/shovels"
"Minecraft","minecraft:iron_sword",598,"Iron Sword","forge:swords, forge:tools/iron"
"Minecraft","minecraft:iron_trapdoor",348,"Iron Trapdoor","minecraft:trapdoors, resourcefulbees:valid_apiary"
"Minecraft","minecraft:item_frame",828,"Item Frame",""
"Minecraft","minecraft:jack_o_lantern",225,"Jack o'Lantern","chipped:jack_o_lantern, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jigsaw",569,"Jigsaw Block","resourcefulbees:valid_apiary"
"Minecraft","minecraft:jukebox",207,"Jukebox","resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_boat",901,"Jungle Boat","minecraft:boats"
"Minecraft","minecraft:jungle_button",308,"Jungle Button","minecraft:buttons, minecraft:wooden_buttons"
"Minecraft","minecraft:jungle_door",561,"Jungle Door","minecraft:doors, minecraft:wooden_doors, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_fence",211,"Jungle Fence","forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_fence_gate",255,"Jungle Fence Gate","forge:fence_gates, forge:fence_gates/wooden, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_leaves",72,"Jungle Leaves","alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, diet:vegetables, minecraft:leaves, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_log",40,"Jungle Log","minecraft:jungle_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_planks",18,"Jungle Planks","chipped:jungle_planks, minecraft:planks, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_pressure_plate",194,"Jungle Pressure Plate","minecraft:wooden_pressure_plates"
"Minecraft","minecraft:jungle_sapling",26,"Jungle Sapling","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:jungle_sign",655,"Jungle Sign","minecraft:signs"
"Minecraft","minecraft:jungle_slab",141,"Jungle Slab","minecraft:slabs, minecraft:wooden_slabs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_stairs",282,"Jungle Stairs","minecraft:stairs, minecraft:wooden_stairs, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_trapdoor",229,"Jungle Trapdoor","minecraft:trapdoors, minecraft:wooden_trapdoors, resourcefulbees:valid_apiary"
"Minecraft","minecraft:jungle_wood",64,"Jungle Wood","minecraft:jungle_logs, minecraft:logs, minecraft:logs_that_burn, resourcefulbees:valid_apiary"
"Minecraft","minecraft:kelp",134,"Kelp","diet:vegetables, forge:paper_plants, forge:paper_plants/kelp"
"Minecraft","minecraft:knowledge_book",907,"Knowledge Book",""
"Minecraft","minecraft:ladder",186,"Ladder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:lantern",946,"Lantern","chipped:lantern, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lapis_block",79,"Lapis Lazuli Block","forge:storage_blocks, forge:storage_blocks/lapis, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lapis_lazuli",695,"Lapis Lazuli","forge:gems, forge:gems/lapis"
"Minecraft","minecraft:lapis_ore",78,"Lapis Lazuli Ore","forge:ores, forge:ores/lapis, resourcefulbees:valid_apiary"
"Minecraft","minecraft:large_fern",378,"Large Fern",""
"Minecraft","minecraft:lava_bucket",662,"Lava Bucket","ftbchunks:right_click_blacklist"
"Minecraft","minecraft:lead",865,"Lead","ftbchunks:right_click_blacklist"
"Minecraft","minecraft:leather",668,"Leather","forge:leather"
"Minecraft","minecraft:leather_boots",625,"Leather Boots",""
"Minecraft","minecraft:leather_chestplate",623,"Leather Tunic","forge:chestplate"
"Minecraft","minecraft:leather_helmet",622,"Leather Cap",""
"Minecraft","minecraft:leather_horse_armor",864,"Leather Horse Armor",""
"Minecraft","minecraft:leather_leggings",624,"Leather Pants",""
"Minecraft","minecraft:lectern",942,"Lectern","resourcefulbees:valid_apiary"
"Minecraft","minecraft:lever",189,"Lever",""
"Minecraft","minecraft:light_blue_banner",873,"Light Blue Banner","minecraft:banners"
"Minecraft","minecraft:light_blue_bed",719,"Light Blue Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_carpet",353,"Light Blue Carpet","chipped:light_blue_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_concrete",467,"Light Blue Concrete","chipped:light_blue_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_concrete_powder",483,"Light Blue Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_dye",699,"Light Blue Dye","diet:ingredients, forge:dyes, forge:dyes/light_blue"
"Minecraft","minecraft:light_blue_glazed_terracotta",451,"Light Blue Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_shulker_box",435,"Light Blue Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:light_blue_stained_glass",382,"Light Blue Stained Glass","chipped:light_blue_stained_glass, forge:glass, forge:glass/light_blue, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_stained_glass_pane",398,"Light Blue Stained Glass Pane","chipped:light_blue_stained_glass_pane, forge:glass_panes, forge:glass_panes/light_blue, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_terracotta",334,"Light Blue Terracotta","chipped:light_blue_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_blue_wool",98,"Light Blue Wool","chipped:light_blue_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_banner",878,"Light Gray Banner","minecraft:banners"
"Minecraft","minecraft:light_gray_bed",724,"Light Gray Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_carpet",358,"Light Gray Carpet","chipped:light_gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_concrete",472,"Light Gray Concrete","chipped:light_gray_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_concrete_powder",488,"Light Gray Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_dye",704,"Light Gray Dye","diet:ingredients, forge:dyes, forge:dyes/light_gray"
"Minecraft","minecraft:light_gray_glazed_terracotta",456,"Light Gray Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_shulker_box",440,"Light Gray Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:light_gray_stained_glass",387,"Light Gray Stained Glass","chipped:light_gray_stained_glass, forge:glass, forge:glass/light_gray, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_stained_glass_pane",403,"Light Gray Stained Glass Pane","chipped:light_gray_stained_glass_pane, forge:glass_panes, forge:glass_panes/light_gray, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_terracotta",339,"Light Gray Terracotta","chipped:light_gray_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_gray_wool",103,"Light Gray Wool","chipped:light_gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:light_weighted_pressure_plate",318,"Light Weighted Pressure Plate","minecraft:piglin_loved"
"Minecraft","minecraft:lilac",374,"Lilac","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:lily_of_the_valley",122,"Lily of the Valley","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:lily_pad",263,"Lily Pad","abnormals_delight:slabdish_ingredients, diet:vegetables, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_banner",875,"Lime Banner","minecraft:banners"
"Minecraft","minecraft:lime_bed",721,"Lime Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_carpet",355,"Lime Carpet","chipped:lime_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_concrete",469,"Lime Concrete","chipped:lime_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_concrete_powder",485,"Lime Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_dye",701,"Lime Dye","diet:ingredients, forge:dyes, forge:dyes/lime"
"Minecraft","minecraft:lime_glazed_terracotta",453,"Lime Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_shulker_box",437,"Lime Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:lime_stained_glass",384,"Lime Stained Glass","chipped:lime_stained_glass, forge:glass, forge:glass/lime, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_stained_glass_pane",400,"Lime Stained Glass Pane","chipped:lime_stained_glass_pane, forge:glass_panes, forge:glass_panes/lime, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_terracotta",336,"Lime Terracotta","chipped:lime_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lime_wool",100,"Lime Wool","chipped:lime_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:lingering_potion",896,"Lingering Uncraftable Potion","create:upright_on_belt, ftbchunks:right_click_blacklist, itemfilters:check_nbt"
"Minecraft","minecraft:llama_spawn_egg",781,"Llama Spawn Egg",""
"Minecraft","minecraft:lodestone",958,"Lodestone","resourcefulbees:valid_apiary"
"Minecraft","minecraft:loom",928,"Loom","resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_banner",872,"Magenta Banner","minecraft:banners"
"Minecraft","minecraft:magenta_bed",718,"Magenta Bed","minecraft:beds, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_carpet",352,"Magenta Carpet","chipped:magenta_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_concrete",466,"Magenta Concrete","chipped:magenta_concrete, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_concrete_powder",482,"Magenta Concrete Powder","resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_dye",698,"Magenta Dye","diet:ingredients, forge:dyes, forge:dyes/magenta"
"Minecraft","minecraft:magenta_glazed_terracotta",450,"Magenta Glazed Terracotta","resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_shulker_box",434,"Magenta Shulker Box","forge:shulker_boxes, resourcefulbees:valid_apiary, supplementaries:shulker_blacklist"
"Minecraft","minecraft:magenta_stained_glass",381,"Magenta Stained Glass","chipped:magenta_stained_glass, forge:glass, forge:glass/magenta, forge:stained_glass, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_stained_glass_pane",397,"Magenta Stained Glass Pane","chipped:magenta_stained_glass_pane, forge:glass_panes, forge:glass_panes/magenta, forge:stained_glass_panes, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_terracotta",333,"Magenta Terracotta","chipped:magenta_terracotta, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magenta_wool",97,"Magenta Wool","chipped:magenta_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Minecraft","minecraft:magma_block",424,"Magma Block","resourcefulbees:valid_apiary"
"Minecraft","minecraft:magma_cream",754,"Magma Cream",""
"Minecraft","minecraft:magma_cube_spawn_egg",782,"Magma Cube Spawn Egg",""
"Minecraft","minecraft:map",834,"Empty Map","ftbchunks:right_click_whitelist"
