"Mod name","Registry name","Item ID","Display name"
"Emendatus Enigmatica","emendatusenigmatica:uranium_fragment",6318,"Uranium Fragment"
"Emendatus Enigmatica","emendatusenigmatica:uranium_gabbro_ore",5391,"Uranium Ore - Gabbro"
"Emendatus Enigmatica","emendatusenigmatica:uranium_gear",6072,"Uranium Gear"
"Emendatus Enigmatica","emendatusenigmatica:uranium_granite_ore",5139,"Uranium Ore - Granite"
"Emendatus Enigmatica","emendatusenigmatica:uranium_gravel",6351,"Uranium Gravel"
"Emendatus Enigmatica","emendatusenigmatica:uranium_gravel_ore",5223,"Uranium Ore - Gravel"
"Emendatus Enigmatica","emendatusenigmatica:uranium_ingot",5915,"Uranium Ingot"
"Emendatus Enigmatica","emendatusenigmatica:uranium_jasper_ore",5503,"Uranium Ore - Jasper"
"Emendatus Enigmatica","emendatusenigmatica:uranium_marble_ore",5531,"Uranium Ore - Marble"
"Emendatus Enigmatica","emendatusenigmatica:uranium_mossy_stone_ore",5615,"Uranium Ore - Mossy Stone"
"Emendatus Enigmatica","emendatusenigmatica:uranium_netherrack_ore",5251,"Uranium Ore - Netherrack"
"Emendatus Enigmatica","emendatusenigmatica:uranium_nugget",5965,"Uranium Nugget"
"Emendatus Enigmatica","emendatusenigmatica:uranium_nylium_soul_soil_ore",5727,"Uranium Ore - Nylium Soul Soil"
"Emendatus Enigmatica","emendatusenigmatica:uranium_ore",5083,"Uranium Ore"
"Emendatus Enigmatica","emendatusenigmatica:uranium_plate",6096,"Uranium Plate"
"Emendatus Enigmatica","emendatusenigmatica:uranium_raw_marble_ore",5895,"Uranium Ore - Marble"
"Emendatus Enigmatica","emendatusenigmatica:uranium_rod",6120,"Uranium Rod"
"Emendatus Enigmatica","emendatusenigmatica:uranium_sand_ore",5195,"Uranium Ore - Sand"
"Emendatus Enigmatica","emendatusenigmatica:uranium_scoria_ore",5447,"Uranium Ore - Scoria"
"Emendatus Enigmatica","emendatusenigmatica:uranium_slate_ore",5559,"Uranium Ore - Slate"
"Emendatus Enigmatica","emendatusenigmatica:uranium_soul_soil_ore",5335,"Uranium Ore - Soul Soil"
"Emendatus Enigmatica","emendatusenigmatica:uranium_subzero_ash_ore",5671,"Uranium Ore - Subzero Ash Block"
"Emendatus Enigmatica","emendatusenigmatica:uranium_sulphuric_rock_ore",5839,"Uranium Ore - Sulphuric Rock"
"Emendatus Enigmatica","emendatusenigmatica:uranium_violecite_ore",5867,"Uranium Ore - Violecite"
"Emendatus Enigmatica","emendatusenigmatica:uranium_weathered_limestone_ore",5475,"Uranium Ore - Weathered Limestone"
"Emendatus Enigmatica","emendatusenigmatica:utherium_clump",6186,"Utherium Clump"
"Emendatus Enigmatica","emendatusenigmatica:utherium_crushed",6303,"Crushed Utherium Ore"
"Emendatus Enigmatica","emendatusenigmatica:utherium_crystal",6214,"Utherium Crystal"
"Emendatus Enigmatica","emendatusenigmatica:utherium_dirty_dust",6242,"Dirty Utherium Dust"
"Emendatus Enigmatica","emendatusenigmatica:utherium_dust",6029,"Utherium Dust"
"Emendatus Enigmatica","emendatusenigmatica:utherium_fragment",6336,"Utherium Fragment"
"Emendatus Enigmatica","emendatusenigmatica:utherium_gravel",6369,"Utherium Gravel"
"Emendatus Enigmatica","emendatusenigmatica:utherium_shard",6270,"Utherium Shard"
"Emendatus Enigmatica","emendatusenigmatica:wood_dust",5021,"Sawdust"
"Emendatus Enigmatica","emendatusenigmatica:zinc_andesite_ore",5114,"Zinc Ore - Andesite"
"Emendatus Enigmatica","emendatusenigmatica:zinc_basalt_ore",5310,"Zinc Ore - Basalt"
"Emendatus Enigmatica","emendatusenigmatica:zinc_blackstone_ore",5282,"Zinc Ore - Blackstone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_block",5937,"Block of Zinc"
"Emendatus Enigmatica","emendatusenigmatica:zinc_blue_netherrack_ore",5702,"Zinc Ore - Blue Netherrack"
"Emendatus Enigmatica","emendatusenigmatica:zinc_brimstone_ore",5646,"Zinc Ore - Brimstone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_c_limestone_ore",5422,"Zinc Ore - Limestone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_chunk",6049,"Zinc Chunk"
"Emendatus Enigmatica","emendatusenigmatica:zinc_clump",6171,"Zinc Clump"
"Emendatus Enigmatica","emendatusenigmatica:zinc_cluster",6150,"Zinc Cluster"
"Emendatus Enigmatica","emendatusenigmatica:zinc_cryptic_stone_ore",5786,"Zinc Ore - Cryptic Stone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_crystal",6199,"Zinc Crystal"
"Emendatus Enigmatica","emendatusenigmatica:zinc_deepslate_ore",5590,"Zinc Ore - Deepslate"
"Emendatus Enigmatica","emendatusenigmatica:zinc_diorite_ore",5170,"Zinc Ore - Diorite"
"Emendatus Enigmatica","emendatusenigmatica:zinc_dirty_dust",6227,"Dirty Zinc Dust"
"Emendatus Enigmatica","emendatusenigmatica:zinc_dust",6007,"Zinc Dust"
"Emendatus Enigmatica","emendatusenigmatica:zinc_end_stone_ore",5366,"Zinc Ore - End Stone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_ether_stone_ore",5758,"Zinc Ore - Ether Stone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_flavolite_ore",5814,"Zinc Ore - Flavolite"
"Emendatus Enigmatica","emendatusenigmatica:zinc_fragment",6321,"Zinc Fragment"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gabbro_ore",5394,"Zinc Ore - Gabbro"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gear",6075,"Zinc Gear"
"Emendatus Enigmatica","emendatusenigmatica:zinc_granite_ore",5142,"Zinc Ore - Granite"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gravel",6354,"Zinc Gravel"
"Emendatus Enigmatica","emendatusenigmatica:zinc_gravel_ore",5226,"Zinc Ore - Gravel"
"Emendatus Enigmatica","emendatusenigmatica:zinc_ingot",5918,"Zinc Ingot"
"Emendatus Enigmatica","emendatusenigmatica:zinc_jasper_ore",5506,"Zinc Ore - Jasper"
"Emendatus Enigmatica","emendatusenigmatica:zinc_marble_ore",5534,"Zinc Ore - Marble"
"Emendatus Enigmatica","emendatusenigmatica:zinc_mossy_stone_ore",5618,"Zinc Ore - Mossy Stone"
"Emendatus Enigmatica","emendatusenigmatica:zinc_netherrack_ore",5254,"Zinc Ore - Netherrack"
"Emendatus Enigmatica","emendatusenigmatica:zinc_nugget",5968,"Zinc Nugget"
"Emendatus Enigmatica","emendatusenigmatica:zinc_nylium_soul_soil_ore",5730,"Zinc Ore - Nylium Soul Soil"
"Emendatus Enigmatica","emendatusenigmatica:zinc_ore",5086,"Zinc Ore"
"Emendatus Enigmatica","emendatusenigmatica:zinc_plate",6099,"Zinc Plate"
"Emendatus Enigmatica","emendatusenigmatica:zinc_raw_marble_ore",5898,"Zinc Ore - Marble"
"Emendatus Enigmatica","emendatusenigmatica:zinc_rod",6123,"Zinc Rod"
"Emendatus Enigmatica","emendatusenigmatica:zinc_sand_ore",5198,"Zinc Ore - Sand"
"Emendatus Enigmatica","emendatusenigmatica:zinc_scoria_ore",5450,"Zinc Ore - Scoria"
"Emendatus Enigmatica","emendatusenigmatica:zinc_shard",6255,"Zinc Shard"
"Emendatus Enigmatica","emendatusenigmatica:zinc_slate_ore",5562,"Zinc Ore - Slate"
"Emendatus Enigmatica","emendatusenigmatica:zinc_soul_soil_ore",5338,"Zinc Ore - Soul Soil"
"Emendatus Enigmatica","emendatusenigmatica:zinc_subzero_ash_ore",5674,"Zinc Ore - Subzero Ash Block"
"Emendatus Enigmatica","emendatusenigmatica:zinc_sulphuric_rock_ore",5842,"Zinc Ore - Sulphuric Rock"
"Emendatus Enigmatica","emendatusenigmatica:zinc_violecite_ore",5870,"Zinc Ore - Violecite"
"Emendatus Enigmatica","emendatusenigmatica:zinc_weathered_limestone_ore",5478,"Zinc Ore - Weathered Limestone"
"Ender Mail","endermail:locker",8181,"Locker"
"Ender Mail","endermail:package",8180,"Package"
"Ender Mail","endermail:package_controller",8182,"Package Controller"
"Ender Mail","endermail:packing_tape",8183,"Packing Tape"
"Ender Mail","endermail:stamp",8184,"Stamp"
"Environmental","environmental:apple_pie",14336,"Apple Pie"
"Environmental","environmental:architect_belt",14332,"Architect's Belt"
"Environmental","environmental:bird_of_paradise",14128,"Bird of Paradise"
"Environmental","environmental:black_terracotta_brick_slab",14278,"Black Terracotta Brick Slab"
"Environmental","environmental:black_terracotta_brick_stairs",14261,"Black Terracotta Brick Stairs"
"Environmental","environmental:black_terracotta_brick_vertical_slab",14312,"Black Terracotta Brick Vertical Slab"
"Environmental","environmental:black_terracotta_brick_wall",14295,"Black Terracotta Brick Wall"
"Environmental","environmental:black_terracotta_bricks",14244,"Black Terracotta Bricks"
"Environmental","environmental:blue_delphinium",14125,"Blue Delphinium"
"Environmental","environmental:blue_hanging_wisteria_leaves",14204,"Blue Hanging Wisteria Leaves"
"Environmental","environmental:blue_terracotta_brick_slab",14274,"Blue Terracotta Brick Slab"
"Environmental","environmental:blue_terracotta_brick_stairs",14257,"Blue Terracotta Brick Stairs"
"Environmental","environmental:blue_terracotta_brick_vertical_slab",14308,"Blue Terracotta Brick Vertical Slab"
"Environmental","environmental:blue_terracotta_brick_wall",14291,"Blue Terracotta Brick Wall"
"Environmental","environmental:blue_terracotta_bricks",14240,"Blue Terracotta Bricks"
"Environmental","environmental:blue_wisteria_hedge",14222,"Blue Wisteria Hedge"
"Environmental","environmental:blue_wisteria_leaf_carpet",14216,"Blue Wisteria Leaf Carpet"
"Environmental","environmental:blue_wisteria_leaves",14200,"Blue Wisteria Leaves"
"Environmental","environmental:blue_wisteria_sapling",14208,"Blue Wisteria Sapling"
"Environmental","environmental:bluebell",14113,"Bluebell"
"Environmental","environmental:brown_terracotta_brick_slab",14275,"Brown Terracotta Brick Slab"
"Environmental","environmental:brown_terracotta_brick_stairs",14258,"Brown Terracotta Brick Stairs"
"Environmental","environmental:brown_terracotta_brick_vertical_slab",14309,"Brown Terracotta Brick Vertical Slab"
"Environmental","environmental:brown_terracotta_brick_wall",14292,"Brown Terracotta Brick Wall"
"Environmental","environmental:brown_terracotta_bricks",14241,"Brown Terracotta Bricks"
"Environmental","environmental:buried_truffle",14094,"Buried Truffle"
"Environmental","environmental:cartwheel",14112,"Cartwheel"
"Environmental","environmental:cattail",14083,"Cattail"
"Environmental","environmental:cattail_seed_sack",14085,"Cattail Seed Sack"
"Environmental","environmental:cattail_seeds",14355,"Cattail Seeds"
"Environmental","environmental:cattail_thatch",14104,"Cattail Thatch"
"Environmental","environmental:cattail_thatch_slab",14105,"Cattail Thatch Slab"
"Environmental","environmental:cattail_thatch_stairs",14106,"Cattail Thatch Stairs"
"Environmental","environmental:cattail_thatch_vertical_slab",14107,"Cattail Thatch Vertical Slab"
"Environmental","environmental:cherries",14334,"Cherries"
"Environmental","environmental:cherry_beehive",14181,"Cherry Beehive"
"Environmental","environmental:cherry_boat",14354,"Cherry Boat"
"Environmental","environmental:cherry_bookshelf",14176,"Cherry Bookshelf"
"Environmental","environmental:cherry_button",14169,"Cherry Button"
"Environmental","environmental:cherry_chest",14182,"Cherry Chest"
"Environmental","environmental:cherry_crate",14184,"Cherry Crate"
"Environmental","environmental:cherry_door",14167,"Cherry Door"
"Environmental","environmental:cherry_fence",14164,"Cherry Fence"
"Environmental","environmental:cherry_fence_gate",14165,"Cherry Fence Gate"
"Environmental","environmental:cherry_hedge",14180,"Cherry Hedge"
"Environmental","environmental:cherry_ladder",14175,"Cherry Ladder"
"Environmental","environmental:cherry_leaf_carpet",14177,"Cherry Leaf Carpet"
"Environmental","environmental:cherry_leaves",14171,"Cherry Leaves"
"Environmental","environmental:cherry_log",14159,"Cherry Log"
"Environmental","environmental:cherry_pie",14335,"Cherry Pie"
"Environmental","environmental:cherry_planks",14161,"Cherry Planks"
"Environmental","environmental:cherry_post",14179,"Cherry Post"
"Environmental","environmental:cherry_pressure_plate",14166,"Cherry Pressure Plate"
"Environmental","environmental:cherry_sapling",14172,"Cherry Sapling"
"Environmental","environmental:cherry_sign",14170,"Cherry Sign"
"Environmental","environmental:cherry_slab",14162,"Cherry Slab"
"Environmental","environmental:cherry_stairs",14163,"Cherry Stairs"
"Environmental","environmental:cherry_trapdoor",14168,"Cherry Trapdoor"
"Environmental","environmental:cherry_trapped_chest",14183,"Cherry Trapped Chest"
"Environmental","environmental:cherry_vertical_slab",14174,"Cherry Vertical Slab"
"Environmental","environmental:cherry_wood",14160,"Cherry Wood"
"Environmental","environmental:chicken_egg_crate",14091,"Chicken Egg Crate"
"Environmental","environmental:chiseled_black_terracotta_bricks",14329,"Chiseled Black Terracotta Bricks"
"Environmental","environmental:chiseled_blue_terracotta_bricks",14325,"Chiseled Blue Terracotta Bricks"
"Environmental","environmental:chiseled_bricks",14066,"Chiseled Bricks"
"Environmental","environmental:chiseled_brown_terracotta_bricks",14326,"Chiseled Brown Terracotta Bricks"
"Environmental","environmental:chiseled_cyan_terracotta_bricks",14323,"Chiseled Cyan Terracotta Bricks"
"Environmental","environmental:chiseled_gray_terracotta_bricks",14321,"Chiseled Gray Terracotta Bricks"
"Environmental","environmental:chiseled_green_terracotta_bricks",14327,"Chiseled Green Terracotta Bricks"
"Environmental","environmental:chiseled_ice_bricks",14080,"Chiseled Ice Bricks"
"Environmental","environmental:chiseled_light_blue_terracotta_bricks",14317,"Chiseled Light Blue Terracotta Bricks"
"Environmental","environmental:chiseled_light_gray_terracotta_bricks",14322,"Chiseled Light Gray Terracotta Bricks"
"Environmental","environmental:chiseled_lime_terracotta_bricks",14319,"Chiseled Lime Terracotta Bricks"
"Environmental","environmental:chiseled_magenta_terracotta_bricks",14316,"Chiseled Magenta Terracotta Bricks"
"Environmental","environmental:chiseled_mud_bricks",14073,"Chiseled Mud Bricks"
"Environmental","environmental:chiseled_orange_terracotta_bricks",14315,"Chiseled Orange Terracotta Bricks"
"Environmental","environmental:chiseled_pink_terracotta_bricks",14320,"Chiseled Pink Terracotta Bricks"
"Environmental","environmental:chiseled_purple_terracotta_bricks",14324,"Chiseled Purple Terracotta Bricks"
"Environmental","environmental:chiseled_red_terracotta_bricks",14328,"Chiseled Red Terracotta Bricks"
"Environmental","environmental:chiseled_terracotta_bricks",14313,"Chiseled Terracotta Bricks"
"Environmental","environmental:chiseled_white_terracotta_bricks",14314,"Chiseled White Terracotta Bricks"
"Environmental","environmental:chiseled_yellow_terracotta_bricks",14318,"Chiseled Yellow Terracotta Bricks"
"Environmental","environmental:cooked_duck",14341,"Cooked Duck"
"Environmental","environmental:cooked_venison",14338,"Cooked Venison"
"Environmental","environmental:cyan_terracotta_brick_slab",14272,"Cyan Terracotta Brick Slab"
"Environmental","environmental:cyan_terracotta_brick_stairs",14255,"Cyan Terracotta Brick Stairs"
"Environmental","environmental:cyan_terracotta_brick_vertical_slab",14306,"Cyan Terracotta Brick Vertical Slab"
"Environmental","environmental:cyan_terracotta_brick_wall",14289,"Cyan Terracotta Brick Wall"
"Environmental","environmental:cyan_terracotta_bricks",14238,"Cyan Terracotta Bricks"
"Environmental","environmental:deer_spawn_egg",14365,"Deer Spawn Egg"
"Environmental","environmental:dianthus",14115,"Dianthus"
"Environmental","environmental:duck",14340,"Raw Duck"
"Environmental","environmental:duck_egg",14342,"Duck Egg"
"Environmental","environmental:duck_egg_crate",14092,"Duck Egg Crate"
"Environmental","environmental:duck_spawn_egg",14364,"Duck Spawn Egg"
"Environmental","environmental:duckweed",14356,"Duckweed"
"Environmental","environmental:duckweed_thatch",14108,"Duckweed Thatch"
"Environmental","environmental:duckweed_thatch_slab",14109,"Duckweed Thatch Slab"
"Environmental","environmental:duckweed_thatch_stairs",14110,"Duckweed Thatch Stairs"
"Environmental","environmental:duckweed_thatch_vertical_slab",14111,"Duckweed Thatch Vertical Slab"
"Environmental","environmental:fried_egg",14343,"Fried Egg"
"Environmental","environmental:giant_lily_pad",14360,"Giant Lily Pad"
"Environmental","environmental:giant_tall_grass",14087,"Giant Tall Grass"
"Environmental","environmental:grass_thatch",14100,"Grass Thatch"
"Environmental","environmental:grass_thatch_slab",14101,"Grass Thatch Slab"
"Environmental","environmental:grass_thatch_stairs",14102,"Grass Thatch Stairs"
"Environmental","environmental:grass_thatch_vertical_slab",14103,"Grass Thatch Vertical Slab"
"Environmental","environmental:gray_terracotta_brick_slab",14270,"Gray Terracotta Brick Slab"
"Environmental","environmental:gray_terracotta_brick_stairs",14253,"Gray Terracotta Brick Stairs"
"Environmental","environmental:gray_terracotta_brick_vertical_slab",14304,"Gray Terracotta Brick Vertical Slab"
"Environmental","environmental:gray_terracotta_brick_wall",14287,"Gray Terracotta Brick Wall"
"Environmental","environmental:gray_terracotta_bricks",14236,"Gray Terracotta Bricks"
"Environmental","environmental:green_terracotta_brick_slab",14276,"Green Terracotta Brick Slab"
"Environmental","environmental:green_terracotta_brick_stairs",14259,"Green Terracotta Brick Stairs"
"Environmental","environmental:green_terracotta_brick_vertical_slab",14310,"Green Terracotta Brick Vertical Slab"
"Environmental","environmental:green_terracotta_brick_wall",14293,"Green Terracotta Brick Wall"
"Environmental","environmental:green_terracotta_bricks",14242,"Green Terracotta Bricks"
"Environmental","environmental:hanging_willow_leaves",14144,"Hanging Willow Leaves"
"Environmental","environmental:hay_nest",14090,"Hay Nest"
"Environmental","environmental:healer_pouch",14331,"Healer's Pouch"
"Environmental","environmental:ice_brick_slab",14077,"Ice Brick Slab"
"Environmental","environmental:ice_brick_stairs",14076,"Ice Brick Stairs"
"Environmental","environmental:ice_brick_vertical_slab",14079,"Ice Brick Vertical Slab"
"Environmental","environmental:ice_brick_wall",14078,"Ice Brick Wall"
"Environmental","environmental:ice_bricks",14075,"Ice Bricks"
"Environmental","environmental:ice_chain",14082,"Ice Chain"
"Environmental","environmental:ice_lantern",14081,"Ice Lantern"
"Environmental","environmental:kiln",14064,"Kiln"
"Environmental","environmental:koi",14339,"Koi"
"Environmental","environmental:koi_bucket",14362,"Bucket of Koi"
"Environmental","environmental:koi_spawn_egg",14367,"Koi Spawn Egg"
"Environmental","environmental:large_lily_pad",14359,"Large Lily Pad"
"Environmental","environmental:light_blue_terracotta_brick_slab",14266,"Light Blue Terracotta Brick Slab"
"Environmental","environmental:light_blue_terracotta_brick_stairs",14250,"Light Blue Terracotta Brick Stairs"
"Environmental","environmental:light_blue_terracotta_brick_vertical_slab",14300,"Light Blue Terracotta Brick Vertical Slab"
"Environmental","environmental:light_blue_terracotta_brick_wall",14283,"Light Blue Terracotta Brick Wall"
"Environmental","environmental:light_blue_terracotta_bricks",14232,"Light Blue Terracotta Bricks"
"Environmental","environmental:light_gray_terracotta_brick_slab",14271,"Light Gray Terracotta Brick Slab"
"Environmental","environmental:light_gray_terracotta_brick_stairs",14254,"Light Gray Terracotta Brick Stairs"
"Environmental","environmental:light_gray_terracotta_brick_vertical_slab",14305,"Light Gray Terracotta Brick Vertical Slab"
"Environmental","environmental:light_gray_terracotta_brick_wall",14288,"Light Gray Terracotta Brick Wall"
"Environmental","environmental:light_gray_terracotta_bricks",14237,"Light Gray Terracotta Bricks"
"Environmental","environmental:lime_terracotta_brick_slab",14268,"Lime Terracotta Brick Slab"
"Environmental","environmental:lime_terracotta_brick_stairs",14251,"Lime Terracotta Brick Stairs"
"Environmental","environmental:lime_terracotta_brick_vertical_slab",14302,"Lime Terracotta Brick Vertical Slab"
"Environmental","environmental:lime_terracotta_brick_wall",14285,"Lime Terracotta Brick Wall"
"Environmental","environmental:lime_terracotta_bricks",14234,"Lime Terracotta Bricks"
"Environmental","environmental:magenta_hibiscus",14122,"Magenta Hibiscus"
"Environmental","environmental:magenta_terracotta_brick_slab",14265,"Magenta Terracotta Brick Slab"
"Environmental","environmental:magenta_terracotta_brick_stairs",14248,"Magenta Terracotta Brick Stairs"
"Environmental","environmental:magenta_terracotta_brick_vertical_slab",14299,"Magenta Terracotta Brick Vertical Slab"
"Environmental","environmental:magenta_terracotta_brick_wall",14282,"Magenta Terracotta Brick Wall"
"Environmental","environmental:magenta_terracotta_bricks",14231,"Magenta Terracotta Bricks"
"Environmental","environmental:mud",14067,"Mud"
"Environmental","environmental:mud_ball",14348,"Mud Ball"
"Environmental","environmental:mud_brick",14349,"Mud Brick"
"Environmental","environmental:mud_brick_slab",14070,"Mud Brick Slab"
"Environmental","environmental:mud_brick_stairs",14069,"Mud Brick Stairs"
"Environmental","environmental:mud_brick_vertical_slab",14072,"Mud Brick Vertical Slab"
"Environmental","environmental:mud_brick_wall",14071,"Mud Brick Wall"
"Environmental","environmental:mud_bricks",14068,"Mud Bricks"
"Environmental","environmental:music_disc_leaving_home",14357,"Music Disc"
"Environmental","environmental:music_disc_slabrave",14358,"Music Disc"
"Environmental","environmental:mycelium_path",14097,"Mycelium Path"
"Environmental","environmental:mycelium_sprouts",14086,"Mycelium Sprouts"
"Environmental","environmental:orange_hibiscus",14119,"Orange Hibiscus"
"Environmental","environmental:orange_terracotta_brick_slab",14264,"Orange Terracotta Brick Slab"
"Environmental","environmental:orange_terracotta_brick_stairs",14247,"Orange Terracotta Brick Stairs"
"Environmental","environmental:orange_terracotta_brick_vertical_slab",14298,"Orange Terracotta Brick Vertical Slab"
"Environmental","environmental:orange_terracotta_brick_wall",14281,"Orange Terracotta Brick Wall"
"Environmental","environmental:orange_terracotta_bricks",14230,"Orange Terracotta Bricks"
"Environmental","environmental:pink_delphinium",14124,"Pink Delphinium"
"Environmental","environmental:pink_hanging_wisteria_leaves",14203,"Pink Hanging Wisteria Leaves"
"Environmental","environmental:pink_hibiscus",14121,"Pink Hibiscus"
"Environmental","environmental:pink_terracotta_brick_slab",14269,"Pink Terracotta Brick Slab"
"Environmental","environmental:pink_terracotta_brick_stairs",14252,"Pink Terracotta Brick Stairs"
"Environmental","environmental:pink_terracotta_brick_vertical_slab",14303,"Pink Terracotta Brick Vertical Slab"
"Environmental","environmental:pink_terracotta_brick_wall",14286,"Pink Terracotta Brick Wall"
"Environmental","environmental:pink_terracotta_bricks",14235,"Pink Terracotta Bricks"
"Environmental","environmental:pink_wisteria_hedge",14221,"Pink Wisteria Hedge"
"Environmental","environmental:pink_wisteria_leaf_carpet",14215,"Pink Wisteria Leaf Carpet"
"Environmental","environmental:pink_wisteria_leaves",14199,"Pink Wisteria Leaves"
"Environmental","environmental:pink_wisteria_sapling",14207,"Pink Wisteria Sapling"
"Environmental","environmental:podzol_path",14096,"Podzol Path"
"Environmental","environmental:purple_delphinium",14126,"Purple Delphinium"
"Environmental","environmental:purple_hanging_wisteria_leaves",14205,"Purple Hanging Wisteria Leaves"
"Environmental","environmental:purple_hibiscus",14123,"Purple Hibiscus"
"Environmental","environmental:purple_terracotta_brick_slab",14273,"Purple Terracotta Brick Slab"
"Environmental","environmental:purple_terracotta_brick_stairs",14256,"Purple Terracotta Brick Stairs"
"Environmental","environmental:purple_terracotta_brick_vertical_slab",14307,"Purple Terracotta Brick Vertical Slab"
"Environmental","environmental:purple_terracotta_brick_wall",14290,"Purple Terracotta Brick Wall"
"Environmental","environmental:purple_terracotta_bricks",14239,"Purple Terracotta Bricks"
"Environmental","environmental:purple_wisteria_hedge",14223,"Purple Wisteria Hedge"
"Environmental","environmental:purple_wisteria_leaf_carpet",14217,"Purple Wisteria Leaf Carpet"
"Environmental","environmental:purple_wisteria_leaves",14201,"Purple Wisteria Leaves"
"Environmental","environmental:purple_wisteria_sapling",14209,"Purple Wisteria Sapling"
"Environmental","environmental:red_hibiscus",14120,"Red Hibiscus"
"Environmental","environmental:red_lotus_flower",14116,"Red Lotus Flower"
"Environmental","environmental:red_terracotta_brick_slab",14277,"Red Terracotta Brick Slab"
"Environmental","environmental:red_terracotta_brick_stairs",14260,"Red Terracotta Brick Stairs"
"Environmental","environmental:red_terracotta_brick_vertical_slab",14311,"Red Terracotta Brick Vertical Slab"
"Environmental","environmental:red_terracotta_brick_wall",14294,"Red Terracotta Brick Wall"
"Environmental","environmental:red_terracotta_bricks",14243,"Red Terracotta Bricks"
"Environmental","environmental:sawmill",14065,"Sawmill"
"Environmental","environmental:scrambled_eggs",14344,"Scrambled Eggs"
"Environmental","environmental:slabfish_bucket",14361,"Bucket of Slabfish"
"Environmental","environmental:slabfish_effigy",14074,"Slabfish Effigy"
"Environmental","environmental:slabfish_spawn_egg",14363,"Slabfish Spawn Egg"
"Environmental","environmental:stripped_cherry_log",14157,"Stripped Cherry Log"
"Environmental","environmental:stripped_cherry_post",14178,"Stripped Cherry Post"
"Environmental","environmental:stripped_cherry_wood",14158,"Stripped Cherry Wood"
"Environmental","environmental:stripped_willow_log",14129,"Stripped Willow Log"
"Environmental","environmental:stripped_willow_post",14151,"Stripped Willow Post"
"Environmental","environmental:stripped_willow_wood",14130,"Stripped Willow Wood"
"Environmental","environmental:stripped_wisteria_log",14185,"Stripped Wisteria Log"
"Environmental","environmental:stripped_wisteria_post",14219,"Stripped Wisteria Post"
"Environmental","environmental:stripped_wisteria_wood",14187,"Stripped Wisteria Wood"
"Environmental","environmental:tall_cattail",14084,"Tall Cattail"
"Environmental","environmental:tall_dead_bush",14088,"Tall Dead Bush"
"Environmental","environmental:terracotta_brick_slab",14262,"Terracotta Brick Slab"
"Environmental","environmental:terracotta_brick_stairs",14245,"Terracotta Brick Stairs"
"Environmental","environmental:terracotta_brick_vertical_slab",14296,"Terracotta Brick Vertical Slab"
"Environmental","environmental:terracotta_brick_wall",14279,"Terracotta Brick Wall"
"Environmental","environmental:terracotta_bricks",14228,"Terracotta Bricks"
"Environmental","environmental:thief_hood",14330,"Thief's Hood"
"Environmental","environmental:truffle",14345,"Truffle"
"Environmental","environmental:truffle_crate",14095,"Truffle Crate"
"Environmental","environmental:truffle_mash",14346,"Truffle Mash"
"Environmental","environmental:truffle_pie",14347,"Truffle Pie"
"Environmental","environmental:turtle_egg_crate",14093,"Turtle Egg Crate"
"Environmental","environmental:twig_nest",14089,"Twig Nest"
"Environmental","environmental:venison",14337,"Raw Venison"
"Environmental","environmental:vertical_cherry_planks",14173,"Vertical Cherry Planks"
"Environmental","environmental:vertical_willow_planks",14146,"Vertical Willow Planks"
"Environmental","environmental:vertical_wisteria_planks",14213,"Vertical Wisteria Planks"
"Environmental","environmental:violet",14114,"Violet"
"Environmental","environmental:wanderer_boots",14333,"Wanderer's Boots"
"Environmental","environmental:white_delphinium",14127,"White Delphinium"
"Environmental","environmental:white_hanging_wisteria_leaves",14206,"White Hanging Wisteria Leaves"
"Environmental","environmental:white_lotus_flower",14117,"White Lotus Flower"
"Environmental","environmental:white_terracotta_brick_slab",14263,"White Terracotta Brick Slab"
"Environmental","environmental:white_terracotta_brick_stairs",14246,"White Terracotta Brick Stairs"
"Environmental","environmental:white_terracotta_brick_vertical_slab",14297,"White Terracotta Brick Vertical Slab"
"Environmental","environmental:white_terracotta_brick_wall",14280,"White Terracotta Brick Wall"
"Environmental","environmental:white_terracotta_bricks",14229,"White Terracotta Bricks"
"Environmental","environmental:white_wisteria_hedge",14224,"White Wisteria Hedge"
"Environmental","environmental:white_wisteria_leaf_carpet",14218,"White Wisteria Leaf Carpet"
"Environmental","environmental:white_wisteria_leaves",14202,"White Wisteria Leaves"
"Environmental","environmental:white_wisteria_sapling",14210,"White Wisteria Sapling"
"Environmental","environmental:willow_beehive",14154,"Willow Beehive"
"Environmental","environmental:willow_boat",14352,"Willow Boat"
"Environmental","environmental:willow_bookshelf",14149,"Willow Bookshelf"
"Environmental","environmental:willow_button",14141,"Willow Button"
"Environmental","environmental:willow_chest",14155,"Willow Chest"
"Environmental","environmental:willow_door",14139,"Willow Door"
"Environmental","environmental:willow_fence",14136,"Willow Fence"
"Environmental","environmental:willow_fence_gate",14137,"Willow Fence Gate"
