"ID","Tagged objects"
"minecraft:piglin_repellents","minecraft:soul_torch, minecraft:soul_lantern, minecraft:soul_campfire, supplementaries:sconce_soul, wyrmroost:gold_dragon_armor, bamboo_blocks:soul_bamboo_torch, autumnity:soul_jack_o_lantern, autumnity:large_soul_jack_o_lantern_slice, buzzier_bees:soul_candle, valhelsia_structures:soul_brazier"
"minecraft:planks","minecraft:oak_planks, minecraft:spruce_planks, minecraft:birch_planks, minecraft:jungle_planks, minecraft:acacia_planks, minecraft:dark_oak_planks, minecraft:crimson_planks, minecraft:warped_planks, betterendforge:mossy_glowshroom_planks, betterendforge:lacugrove_planks, betterendforge:end_lotus_planks, betterendforge:pythadendron_planks, betterendforge:dragon_tree_planks, betterendforge:tenanea_planks, betterendforge:helix_tree_planks, betterendforge:umbrella_tree_planks, betterendforge:jellyshroom_planks, betterendforge:lucernia_planks, biomesoplenty:fir_planks, biomesoplenty:redwood_planks, biomesoplenty:cherry_planks, biomesoplenty:mahogany_planks, biomesoplenty:jacaranda_planks, biomesoplenty:palm_planks, biomesoplenty:willow_planks, biomesoplenty:dead_planks, biomesoplenty:magic_planks, biomesoplenty:umbran_planks, biomesoplenty:hellbark_planks, silentgear:netherwood_planks, crumbs:oak_tile, crumbs:spruce_tile, crumbs:birch_tile, crumbs:jungle_tile, crumbs:acacia_tile, crumbs:dark_oak_tile, crumbs:crimson_tile, crumbs:warped_tile, crumbs:reinforced_oak_planks, crumbs:reinforced_spruce_planks, crumbs:reinforced_birch_planks, crumbs:reinforced_jungle_planks, crumbs:reinforced_acacia_planks, crumbs:reinforced_dark_oak_planks, crumbs:reinforced_crimson_planks, crumbs:reinforced_warped_planks, integrateddynamics:menril_planks, byg:aspen_planks, byg:baobab_planks, byg:blue_enchanted_planks, byg:cherry_planks, byg:cika_planks, byg:cypress_planks, byg:ebony_planks, byg:fir_planks, byg:green_enchanted_planks, byg:holly_planks, byg:jacaranda_planks, byg:mahogany_planks, byg:mangrove_planks, byg:maple_planks, byg:pine_planks, byg:rainbow_eucalyptus_planks, byg:redwood_planks, byg:skyris_planks, byg:willow_planks, byg:witch_hazel_planks, byg:zelkova_planks, byg:sythian_planks, byg:embur_planks, byg:palm_planks, byg:lament_planks, byg:ether_planks, byg:bulbis_planks, byg:nightshade_planks, byg:imparius_planks, eidolon:polished_planks, chipped:oak_planks_1, chipped:oak_planks_2, chipped:oak_planks_3, chipped:oak_planks_4, chipped:oak_planks_5, chipped:oak_planks_6, chipped:oak_planks_7, chipped:oak_planks_8, chipped:oak_planks_9, chipped:oak_planks_10, chipped:oak_planks_11, chipped:oak_planks_12, chipped:oak_planks_13, chipped:oak_planks_14, chipped:oak_planks_15, chipped:oak_planks_16, chipped:oak_planks_17, chipped:oak_planks_18, chipped:birch_planks_1, chipped:birch_planks_2, chipped:birch_planks_3, chipped:birch_planks_4, chipped:birch_planks_5, chipped:birch_planks_6, chipped:birch_planks_7, chipped:birch_planks_8, chipped:birch_planks_9, chipped:birch_planks_10, chipped:birch_planks_11, chipped:birch_planks_12, chipped:birch_planks_13, chipped:birch_planks_14, chipped:birch_planks_15, chipped:birch_planks_16, chipped:birch_planks_17, chipped:birch_planks_18, chipped:spruce_planks_1, chipped:spruce_planks_2, chipped:spruce_planks_3, chipped:spruce_planks_4, chipped:spruce_planks_5, chipped:spruce_planks_6, chipped:spruce_planks_7, chipped:spruce_planks_8, chipped:spruce_planks_9, chipped:spruce_planks_10, chipped:spruce_planks_11, chipped:spruce_planks_12, chipped:spruce_planks_13, chipped:spruce_planks_14, chipped:spruce_planks_15, chipped:spruce_planks_16, chipped:spruce_planks_17, chipped:spruce_planks_18, chipped:jungle_planks_1, chipped:jungle_planks_2, chipped:jungle_planks_3, chipped:jungle_planks_4, chipped:jungle_planks_5, chipped:jungle_planks_6, chipped:jungle_planks_7, chipped:jungle_planks_8, chipped:jungle_planks_9, chipped:jungle_planks_10, chipped:jungle_planks_11, chipped:jungle_planks_12, chipped:jungle_planks_13, chipped:jungle_planks_14, chipped:jungle_planks_15, chipped:jungle_planks_16, chipped:jungle_planks_17, chipped:jungle_planks_18, chipped:acacia_planks_1, chipped:acacia_planks_2, chipped:acacia_planks_3, chipped:acacia_planks_4, chipped:acacia_planks_5, chipped:acacia_planks_6, chipped:acacia_planks_7, chipped:acacia_planks_8, chipped:acacia_planks_9, chipped:acacia_planks_10, chipped:acacia_planks_11, chipped:acacia_planks_12, chipped:acacia_planks_13, chipped:acacia_planks_14, chipped:acacia_planks_15, chipped:acacia_planks_16, chipped:acacia_planks_17, chipped:acacia_planks_18, chipped:dark_oak_planks_1, chipped:dark_oak_planks_2, chipped:dark_oak_planks_3, chipped:dark_oak_planks_4, chipped:dark_oak_planks_5, chipped:dark_oak_planks_6, chipped:dark_oak_planks_7, chipped:dark_oak_planks_8, chipped:dark_oak_planks_9, chipped:dark_oak_planks_10, chipped:dark_oak_planks_11, chipped:dark_oak_planks_12, chipped:dark_oak_planks_13, chipped:dark_oak_planks_14, chipped:dark_oak_planks_15, chipped:dark_oak_planks_16, chipped:dark_oak_planks_17, chipped:dark_oak_planks_18, chipped:warped_planks_1, chipped:warped_planks_2, chipped:warped_planks_3, chipped:warped_planks_4, chipped:warped_planks_5, chipped:warped_planks_6, chipped:warped_planks_7, chipped:warped_planks_8, chipped:warped_planks_9, chipped:warped_planks_10, chipped:warped_planks_11, chipped:warped_planks_12, chipped:warped_planks_13, chipped:warped_planks_14, chipped:warped_planks_15, chipped:warped_planks_16, chipped:warped_planks_17, chipped:warped_planks_18, chipped:crimson_planks_1, chipped:crimson_planks_2, chipped:crimson_planks_3, chipped:crimson_planks_4, chipped:crimson_planks_5, chipped:crimson_planks_6, chipped:crimson_planks_7, chipped:crimson_planks_8, chipped:crimson_planks_9, chipped:crimson_planks_10, chipped:crimson_planks_11, chipped:crimson_planks_12, chipped:crimson_planks_13, chipped:crimson_planks_14, chipped:crimson_planks_15, chipped:crimson_planks_16, chipped:crimson_planks_17, chipped:crimson_planks_18, ars_nouveau:archwood_planks, environmental:willow_planks, environmental:vertical_willow_planks, environmental:cherry_planks, environmental:vertical_cherry_planks, environmental:wisteria_planks, environmental:vertical_wisteria_planks, bamboo_blocks:bamboo_planks, bamboo_blocks:vertical_bamboo_planks, upgrade_aquatic:driftwood_planks, upgrade_aquatic:river_planks, endergetic:poise_planks, autumnity:maple_planks, autumnity:vertical_maple_planks, traverse:fir_planks, abundance:jacaranda_planks, abundance:redbud_planks, abundance:vertical_jacaranda_planks, abundance:vertical_redbud_planks"
"minecraft:planks/archwood","ars_nouveau:archwood_planks"
"minecraft:rails","minecraft:rail, minecraft:powered_rail, minecraft:detector_rail, minecraft:activator_rail"
"minecraft:sand","minecraft:sand, minecraft:red_sand, biomesoplenty:black_sand, biomesoplenty:orange_sand, biomesoplenty:white_sand, byg:black_sand, byg:blue_sand, byg:end_sand, byg:pink_sand, byg:purple_sand, byg:white_sand"
"minecraft:saplings","minecraft:oak_sapling, minecraft:spruce_sapling, minecraft:birch_sapling, minecraft:jungle_sapling, minecraft:acacia_sapling, minecraft:dark_oak_sapling, betterendforge:mossy_glowshroom_sapling, betterendforge:lacugrove_sapling, betterendforge:pythadendron_sapling, betterendforge:dragon_tree_sapling, betterendforge:tenanea_sapling, betterendforge:helix_tree_sapling, betterendforge:umbrella_tree_sapling, betterendforge:lucernia_sapling, biomesoplenty:origin_sapling, biomesoplenty:flowering_oak_sapling, biomesoplenty:rainbow_birch_sapling, biomesoplenty:yellow_autumn_sapling, biomesoplenty:orange_autumn_sapling, biomesoplenty:maple_sapling, biomesoplenty:fir_sapling, biomesoplenty:redwood_sapling, biomesoplenty:white_cherry_sapling, biomesoplenty:pink_cherry_sapling, biomesoplenty:mahogany_sapling, biomesoplenty:jacaranda_sapling, biomesoplenty:palm_sapling, biomesoplenty:willow_sapling, biomesoplenty:dead_sapling, biomesoplenty:magic_sapling, biomesoplenty:umbran_sapling, biomesoplenty:hellbark_sapling, silentgear:netherwood_sapling, integrateddynamics:menril_sapling, betterendforge:hydralux_sapling, croptopia:almond_sapling, croptopia:apple_sapling, croptopia:apricot_sapling, croptopia:avocado_sapling, croptopia:banana_sapling, croptopia:cashew_sapling, croptopia:cherry_sapling, croptopia:coconut_sapling, croptopia:date_sapling, croptopia:dragonfruit_sapling, croptopia:fig_sapling, croptopia:grapefruit_sapling, croptopia:kumquat_sapling, croptopia:lemon_sapling, croptopia:lime_sapling, croptopia:mango_sapling, croptopia:nectarine_sapling, croptopia:nutmeg_sapling, croptopia:orange_sapling, croptopia:peach_sapling, croptopia:pear_sapling, croptopia:pecan_sapling, croptopia:persimmon_sapling, croptopia:plum_sapling, croptopia:starfruit_sapling, croptopia:walnut_sapling, byg:aspen_sapling, byg:baobab_sapling, byg:blue_enchanted_sapling, byg:blue_spruce_sapling, byg:brown_birch_sapling, byg:brown_oak_sapling, byg:cika_sapling, byg:cypress_sapling, byg:ebony_sapling, byg:fir_sapling, byg:green_enchanted_sapling, byg:holly_sapling, byg:jacaranda_sapling, byg:indigo_jacaranda_sapling, byg:mahogany_sapling, byg:mangrove_sapling, byg:maple_sapling, byg:orange_birch_sapling, byg:orange_oak_sapling, byg:orange_spruce_sapling, byg:orchard_sapling, byg:palo_verde_sapling, byg:joshua_sapling, byg:yellow_spruce_sapling, byg:pine_sapling, byg:pink_cherry_sapling, byg:rainbow_eucalyptus_sapling, byg:red_birch_sapling, byg:red_maple_sapling, byg:red_oak_sapling, byg:red_spruce_sapling, byg:redwood_sapling, byg:silver_maple_sapling, byg:white_cherry_sapling, byg:willow_sapling, byg:witch_hazel_sapling, byg:yellow_birch_sapling, byg:zelkova_sapling, byg:skyris_sapling, byg:palm_sapling, byg:araucaria_sapling, byg:brown_zelkova_sapling, byg:lament_sapling, byg:withering_oak_sapling, byg:ether_sapling, byg:nightshade_sapling, vampirism:bloody_spruce_sapling, ars_nouveau:blue_archwood_sapling, ars_nouveau:red_archwood_sapling, ars_nouveau:green_archwood_sapling, ars_nouveau:purple_archwood_sapling, environmental:willow_sapling, environmental:cherry_sapling, environmental:pink_wisteria_sapling, environmental:blue_wisteria_sapling, environmental:white_wisteria_sapling, environmental:purple_wisteria_sapling, upgrade_aquatic:river_sapling, autumnity:maple_sapling, autumnity:red_maple_sapling, autumnity:orange_maple_sapling, autumnity:yellow_maple_sapling, fruitful:flowering_oak_sapling, traverse:brown_autumnal_sapling, traverse:red_autumnal_sapling, traverse:yellow_autumnal_sapling, traverse:orange_autumnal_sapling, traverse:fir_sapling, abundance:jacaranda_sapling, abundance:redbud_sapling, abundance:flowering_redbud_sapling"
"minecraft:signs","minecraft:oak_sign, minecraft:spruce_sign, minecraft:birch_sign, minecraft:acacia_sign, minecraft:jungle_sign, minecraft:dark_oak_sign, minecraft:crimson_sign, minecraft:warped_sign, betterendforge:mossy_glowshroom_sign, betterendforge:lacugrove_sign, betterendforge:end_lotus_sign, betterendforge:pythadendron_sign, betterendforge:dragon_tree_sign, betterendforge:tenanea_sign, betterendforge:helix_tree_sign, betterendforge:umbrella_tree_sign, betterendforge:jellyshroom_sign, betterendforge:lucernia_sign, environmental:willow_sign, environmental:cherry_sign, environmental:wisteria_sign, bamboo_blocks:bamboo_sign, upgrade_aquatic:driftwood_sign, upgrade_aquatic:river_sign, endergetic:poise_sign, autumnity:maple_sign, abundance:jacaranda_sign, abundance:redbud_sign"
"minecraft:slabs","minecraft:oak_slab, minecraft:spruce_slab, minecraft:birch_slab, minecraft:jungle_slab, minecraft:acacia_slab, minecraft:dark_oak_slab, minecraft:crimson_slab, minecraft:warped_slab, betterendforge:neon_cactus_slab, betterendforge:mossy_glowshroom_slab, betterendforge:lacugrove_slab, betterendforge:end_lotus_slab, betterendforge:pythadendron_slab, betterendforge:dragon_tree_slab, betterendforge:tenanea_slab, betterendforge:helix_tree_slab, betterendforge:umbrella_tree_slab, betterendforge:jellyshroom_slab, betterendforge:lucernia_slab, biomesoplenty:fir_slab, biomesoplenty:redwood_slab, biomesoplenty:cherry_slab, biomesoplenty:mahogany_slab, biomesoplenty:jacaranda_slab, biomesoplenty:palm_slab, biomesoplenty:willow_slab, biomesoplenty:dead_slab, biomesoplenty:magic_slab, biomesoplenty:umbran_slab, biomesoplenty:hellbark_slab, silentgear:netherwood_slab, crumbs:oak_tile_slab, crumbs:spruce_tile_slab, crumbs:birch_tile_slab, crumbs:jungle_tile_slab, crumbs:acacia_tile_slab, crumbs:dark_oak_tile_slab, integrateddynamics:menril_slab, byg:aspen_slab, byg:baobab_slab, byg:blue_enchanted_slab, byg:cherry_slab, byg:cika_slab, byg:cypress_slab, byg:ebony_slab, byg:fir_slab, byg:green_enchanted_slab, byg:holly_slab, byg:jacaranda_slab, byg:mahogany_slab, byg:mangrove_slab, byg:maple_slab, byg:pine_slab, byg:rainbow_eucalyptus_slab, byg:redwood_slab, byg:skyris_slab, byg:willow_slab, byg:witch_hazel_slab, byg:zelkova_slab, byg:sythian_slab, byg:embur_slab, byg:palm_slab, byg:lament_slab, byg:ether_slab, byg:bulbis_slab, byg:nightshade_slab, byg:imparius_slab, ars_nouveau:archwood_slab, environmental:willow_slab, environmental:cherry_slab, environmental:wisteria_slab, bamboo_blocks:bamboo_slab, upgrade_aquatic:driftwood_slab, upgrade_aquatic:river_slab, endergetic:poise_slab, autumnity:maple_slab, traverse:fir_slab, abundance:jacaranda_slab, abundance:redbud_slab, minecraft:stone_slab, minecraft:smooth_stone_slab, minecraft:stone_brick_slab, minecraft:sandstone_slab, minecraft:purpur_slab, minecraft:quartz_slab, minecraft:red_sandstone_slab, minecraft:brick_slab, minecraft:cobblestone_slab, minecraft:nether_brick_slab, minecraft:petrified_oak_slab, minecraft:prismarine_slab, minecraft:prismarine_brick_slab, minecraft:dark_prismarine_slab, minecraft:polished_granite_slab, minecraft:smooth_red_sandstone_slab, minecraft:mossy_stone_brick_slab, minecraft:polished_diorite_slab, minecraft:mossy_cobblestone_slab, minecraft:end_stone_brick_slab, minecraft:smooth_sandstone_slab, minecraft:smooth_quartz_slab, minecraft:granite_slab, minecraft:andesite_slab, minecraft:red_nether_brick_slab, minecraft:polished_andesite_slab, minecraft:diorite_slab, minecraft:cut_sandstone_slab, minecraft:cut_red_sandstone_slab, minecraft:blackstone_slab, minecraft:polished_blackstone_brick_slab, minecraft:polished_blackstone_slab, infernalexp:smooth_glowstone_slab, infernalexp:smooth_dimstone_slab, infernalexp:smooth_dullstone_slab, infernalexp:glowstone_brick_slab, infernalexp:dimstone_brick_slab, infernalexp:dullstone_brick_slab, infernalexp:glowdust_stone_slab, infernalexp:glowdust_stone_brick_slab, infernalexp:basalt_cobbled_slab, infernalexp:basalt_slab, infernalexp:polished_basalt_slab, infernalexp:polished_basalt_tiles_slab, infernalexp:basalt_brick_slab, infernalexp:soul_sand_slab, infernalexp:soul_soil_slab, infernalexp:soul_stone_slab, infernalexp:soul_slate_slab, infernalexp:soul_stone_brick_slab, infernalexp:soul_slate_brick_slab, snowrealmagic:slab, supplementaries:checker_slab, supplementaries:stone_tile_slab, supplementaries:blackstone_tile_slab, betterendforge:dragon_bone_slab, betterendforge:flavolite_slab, betterendforge:flavolite_bricks_slab, betterendforge:violecite_slab, betterendforge:violecite_bricks_slab, betterendforge:sulphuric_rock_slab, betterendforge:sulphuric_rock_bricks_slab, betterendforge:thallasium_slab, betterendforge:terminite_slab, biomesoplenty:black_sandstone_slab, biomesoplenty:cut_black_sandstone_slab, biomesoplenty:smooth_black_sandstone_slab, biomesoplenty:orange_sandstone_slab, biomesoplenty:cut_orange_sandstone_slab, biomesoplenty:smooth_orange_sandstone_slab, biomesoplenty:white_sandstone_slab, biomesoplenty:cut_white_sandstone_slab, biomesoplenty:smooth_white_sandstone_slab, biomesoplenty:mud_brick_slab, crumbs:cobbled_granite_slab, crumbs:cobbled_diorite_slab, crumbs:cobbled_andesite_slab, crumbs:sandstone_tile_slab, crumbs:red_sandstone_tile_slab, crumbs:blue_nether_brick_slab, vampirism:castle_slab_dark_brick, vampirism:castle_slab_dark_stone, vampirism:castle_slab_purple_brick, byg:dacite_cobblestone_slab, byg:mossy_stone_slab, byg:rocky_stone_slab, byg:scoria_stone_slab, byg:scoria_cobblestone_slab, byg:scoria_stonebrick_slab, byg:soapstone_slab, byg:polished_soapstone_slab, byg:soapstone_brick_slab, byg:soapstone_tile_slab, byg:red_rock_slab, byg:red_rock_brick_slab, byg:mossy_red_rock_brick_slab, byg:cracked_red_rock_brick_slab, byg:chiseled_red_rock_brick_slab, byg:ether_stone_slab, byg:cobbled_ether_stone_slab, byg:carved_ether_stone_slab, byg:purpur_stone_slab, byg:chiseled_fungal_imparius_slab, environmental:grass_thatch_slab, environmental:cattail_thatch_slab, environmental:duckweed_thatch_slab, environmental:mud_brick_slab, environmental:ice_brick_slab, environmental:terracotta_brick_slab, environmental:white_terracotta_brick_slab, environmental:orange_terracotta_brick_slab, environmental:magenta_terracotta_brick_slab, environmental:light_blue_terracotta_brick_slab, environmental:yellow_terracotta_brick_slab, environmental:lime_terracotta_brick_slab, environmental:pink_terracotta_brick_slab, environmental:gray_terracotta_brick_slab, environmental:light_gray_terracotta_brick_slab, environmental:cyan_terracotta_brick_slab, environmental:purple_terracotta_brick_slab, environmental:blue_terracotta_brick_slab, environmental:brown_terracotta_brick_slab, environmental:green_terracotta_brick_slab, environmental:red_terracotta_brick_slab, environmental:black_terracotta_brick_slab, upgrade_aquatic:kelpy_cobblestone_slab, upgrade_aquatic:polar_kelpy_cobblestone_slab, upgrade_aquatic:thorny_kelpy_cobblestone_slab, upgrade_aquatic:ochre_kelpy_cobblestone_slab, upgrade_aquatic:tongue_kelpy_cobblestone_slab, upgrade_aquatic:kelpy_stone_brick_slab, upgrade_aquatic:polar_kelpy_stone_brick_slab, upgrade_aquatic:thorny_kelpy_stone_brick_slab, upgrade_aquatic:ochre_kelpy_stone_brick_slab, upgrade_aquatic:tongue_kelpy_stone_brick_slab, upgrade_aquatic:tooth_slab, upgrade_aquatic:tooth_brick_slab, upgrade_aquatic:scute_shingle_slab, upgrade_aquatic:scute_pavement_slab, upgrade_aquatic:coralstone_slab, upgrade_aquatic:bubble_coralstone_slab, upgrade_aquatic:brain_coralstone_slab, upgrade_aquatic:tube_coralstone_slab, upgrade_aquatic:horn_coralstone_slab, upgrade_aquatic:fire_coralstone_slab, upgrade_aquatic:acan_coralstone_slab, upgrade_aquatic:finger_coralstone_slab, upgrade_aquatic:star_coralstone_slab, upgrade_aquatic:moss_coralstone_slab, upgrade_aquatic:petal_coralstone_slab, upgrade_aquatic:branch_coralstone_slab, upgrade_aquatic:rock_coralstone_slab, upgrade_aquatic:pillow_coralstone_slab, upgrade_aquatic:silk_coralstone_slab, upgrade_aquatic:chrome_coralstone_slab, upgrade_aquatic:elder_prismarine_coralstone_slab, upgrade_aquatic:prismarine_coralstone_slab, upgrade_aquatic:dead_coralstone_slab, upgrade_aquatic:beachgrass_thatch_slab, endergetic:eumus_brick_slab, savageandravage:gloomy_tile_slab, buzzier_bees:honeycomb_brick_slab, buzzier_bees:honeycomb_tile_slab, create:granite_cobblestone_slab, create:granite_bricks_slab, create:fancy_granite_bricks_slab, create:paved_granite_slab, create:diorite_cobblestone_slab, create:diorite_bricks_slab, create:fancy_diorite_bricks_slab, create:paved_diorite_slab, create:andesite_cobblestone_slab, create:andesite_bricks_slab, create:fancy_andesite_bricks_slab, create:paved_andesite_slab, create:limestone_cobblestone_slab, create:polished_limestone_slab, create:limestone_bricks_slab, create:fancy_limestone_bricks_slab, create:paved_limestone_slab, create:weathered_limestone_cobblestone_slab, create:polished_weathered_limestone_slab, create:weathered_limestone_bricks_slab, create:fancy_weathered_limestone_bricks_slab, create:paved_weathered_limestone_slab, create:dolomite_cobblestone_slab, create:polished_dolomite_slab, create:dolomite_bricks_slab, create:fancy_dolomite_bricks_slab, create:paved_dolomite_slab, create:gabbro_cobblestone_slab, create:polished_gabbro_slab, create:gabbro_bricks_slab, create:fancy_gabbro_bricks_slab, create:paved_gabbro_slab, create:scoria_cobblestone_slab, create:polished_scoria_slab, create:scoria_bricks_slab, create:fancy_scoria_bricks_slab, create:paved_scoria_slab, create:dark_scoria_cobblestone_slab, create:polished_dark_scoria_slab, create:dark_scoria_bricks_slab, create:fancy_dark_scoria_bricks_slab, create:paved_dark_scoria_slab"
"minecraft:small_flowers","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, biomesoplenty:rose, biomesoplenty:violet, biomesoplenty:lavender, biomesoplenty:wildflower, biomesoplenty:orange_cosmos, biomesoplenty:pink_daffodil, biomesoplenty:pink_hibiscus, biomesoplenty:glowflower, biomesoplenty:wilted_lily, biomesoplenty:burning_blossom, vampirism:vampire_orchid, byg:allium_flower_bush, byg:alpine_bellflower, byg:amaranth, byg:angelica, byg:azalea, byg:begonia, byg:bistort, byg:blue_sage, byg:black_rose, byg:california_poppy, byg:crocus, byg:cyan_amaranth, byg:cyan_rose, byg:cyan_tulip, byg:daffodil, byg:delphinium, byg:fairy_slipper, byg:firecracker_flower_bush, byg:foxglove, byg:golden_spined_cactus, byg:green_tulip, byg:guzmania, byg:incan_lily, byg:iris, byg:japanese_orchid, byg:kovan_flower, byg:lazarus_bellflower, byg:lolipop_flower, byg:magenta_amaranth, byg:magenta_tulip, byg:orange_amaranth, byg:orange_daisy, byg:osiria_rose, byg:peach_leather_flower, byg:pink_allium, byg:pink_allium_flower_bush, byg:pink_anemone, byg:pink_daffodil, byg:pink_orchid, byg:prairie_grass, byg:protea_flower, byg:purple_amaranth, byg:purple_orchid, byg:purple_sage, byg:purple_tulip, byg:red_cornflower, byg:red_orchid, byg:richea, byg:rose, byg:snowdrops, byg:silver_vase_flower, byg:torch_ginger, byg:violet_leather_flower, byg:white_anemone, byg:white_sage, byg:winter_rose, byg:winter_cyclamen, byg:winter_scilla, byg:yellow_daffodil, byg:yellow_tulip, byg:pollen_block, byg:tall_allium, byg:tall_pink_allium, byg:thereal_bellflower, farmersdelight:wild_carrots, farmersdelight:wild_potatoes, farmersdelight:wild_beetroots, farmersdelight:wild_cabbages, farmersdelight:wild_tomatoes, farmersdelight:wild_onions, farmersdelight:wild_rice, environmental:cartwheel, environmental:bluebell, environmental:violet, environmental:dianthus, environmental:red_lotus_flower, environmental:white_lotus_flower, environmental:red_hibiscus, environmental:orange_hibiscus, environmental:yellow_hibiscus, environmental:pink_hibiscus, environmental:magenta_hibiscus, environmental:purple_hibiscus, upgrade_aquatic:white_searocket, upgrade_aquatic:pink_searocket, autumnity:autumn_crocus, buzzier_bees:white_clover, buzzier_bees:pink_clover, buzzier_bees:buttercup, betteranimalsplus:trillium, abundance:lavender, abundance:sunny_marigold, abundance:shady_marigold, abundance:amaranthus, abundance:chicory, abundance:nemophila, abundance:purple_african_daisy, abundance:yellow_african_daisy"
"minecraft:smooth_stones","minecraft:smooth_stone, infernalexp:smooth_glowstone, infernalexp:smooth_dimstone, infernalexp:smooth_dullstone, minecraft:smooth_sandstone, minecraft:smooth_red_sandstone, minecraft:smooth_quartz"
"minecraft:soul_fire_base_blocks","minecraft:soul_sand, minecraft:soul_soil"
"minecraft:spruce_logs","minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, vampirism:bloody_spruce_log"
