"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"pamhc2foodextended:apricotjuiceitem","Apricot Juice",9,1.2,"false","false","forge:juices, forge:juices/apricotjuice",""
"pamhc2foodextended:apricotpieitem","Apricot Pie",9,1.2,"false","false","",""
"pamhc2foodextended:apricotsmoothieitem","Apricot Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:apricotyogurtitem","Apricot Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:asparagusquicheitem","Asparagus Quiche",11,1.2,"false","false","",""
"pamhc2foodextended:avocadoburritoitem","Avocado Burrito",15,1.2,"false","false","",""
"pamhc2foodextended:avocadotoastitem","Avocado Toast",14,1.2,"false","false","",""
"pamhc2foodextended:babaganoushitem","Babaganoush",9,1.2,"false","false","",""
"pamhc2foodextended:baconmushroomburgeritem","Bacon Mushroom Burger",17,1.2,"false","false","",""
"pamhc2foodextended:baconpancakesitem","Bacon Pancakes",15,1.2,"false","false","",""
"pamhc2foodextended:baconwrappedchiliitem","Bacon Wrapped Chili",7,1.2,"false","false","",""
"pamhc2foodextended:baconwrappeddatesitem","Bacon Wrapped Dates",8,1.2,"false","false","",""
"pamhc2foodextended:bakedalaskaitem","Baked Alaska",15,1.2,"false","false","",""
"pamhc2foodextended:bakedbeansitem","Baked Beans",10,1.2,"false","false","",""
"pamhc2foodextended:bakedcactusitem","Baked Cactus",2,1.2,"false","false","",""
"pamhc2foodextended:bakedhamitem","Baked Ham",9,1.2,"false","false","",""
"pamhc2foodextended:baklavaitem","Baklava",11,1.2,"false","false","",""
"pamhc2foodextended:bamboosteamedriceitem","Bamboo Steamed Rice",3,1.2,"false","false","",""
"pamhc2foodextended:bananajellyitem","Banana Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/bananajelly",""
"pamhc2foodextended:bananajellysandwichitem","Banana Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:bananajellytoastitem","Banana Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:bananajuiceitem","Banana Juice",9,1.2,"false","false","forge:juices, forge:juices/bananajuice",""
"pamhc2foodextended:banananutbreaditem","Banana Nut Bread",12,1.2,"false","false","",""
"pamhc2foodextended:bananapieitem","Banana Pie",9,1.2,"false","false","",""
"pamhc2foodextended:bananasmoothieitem","Banana Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:bananasplititem","Banana Split",15,1.2,"false","false","",""
"pamhc2foodextended:bananayogurtitem","Banana Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:bangersandmashitem","Bangers and Mash",18,1.2,"false","false","diet:proteins, diet:vegetables",""
"pamhc2foodextended:battenbergitem","Battenberg",21,1.2,"false","false","",""
"pamhc2foodextended:batteredsausageitem","Battered Sausage",11,1.2,"false","false","",""
"pamhc2foodextended:bbqchickenbiscuititem","BBQ Chicken Biscuit",20,1.2,"false","false","",""
"pamhc2foodextended:bbqchickenpizzaitem","BBQ Chicken Pizza",11,1.2,"false","false","",""
"pamhc2foodextended:bbqjackfruititem","BBQ Jackfruit",10,1.2,"false","false","",""
"pamhc2foodextended:bbqpotatochipsitem","BBQ Potato Chips",9,1.2,"false","false","",""
"pamhc2foodextended:bbqsauceitem","BBQ Sauce",5,1.2,"false","false","diet:ingredients, forge:condiments, forge:condiments/bbqsauce",""
"pamhc2foodextended:beanburritoitem","Bean Burrito",11,1.2,"false","false","",""
"pamhc2foodextended:beancornmealitem","Bean Corn Meal",10,1.2,"false","false","",""
"pamhc2foodextended:beansandriceitem","Beans and Rice",9,1.2,"false","false","",""
"pamhc2foodextended:beansontoastitem","Beans on Toast",19,1.2,"false","false","",""
"pamhc2foodextended:beefwellingtonitem","Beef Wellington",11,1.2,"false","false","",""
"pamhc2foodextended:beetburgeritem","Beet Burger",19,1.2,"false","false","",""
"pamhc2foodextended:bentoboxitem","Bento Box",31,1.2,"false","false","",""
"pamhc2foodextended:berrymeringuenestitem","Berry Meringue Nest",17,1.2,"false","false","",""
"pamhc2foodextended:berryvinaigrettesaladitem","Berry Vinaigrette Salad",21,1.2,"false","false","",""
"pamhc2foodextended:bibimbapitem","Bibimpbap",16,1.2,"false","false","",""
"pamhc2foodextended:biscuititem","Biscuit",7,1.2,"false","false","",""
"pamhc2foodextended:biscuitsandgravyitem","Biscuits and Gravy",16,1.2,"false","false","",""
"pamhc2foodextended:blackberrycobbleritem","Blackberry Cobbler",7,1.2,"false","false","",""
"pamhc2foodextended:blackberryjellyitem","Blackberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/blackberryjelly",""
"pamhc2foodextended:blackberryjellysandwichitem","Blackberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:blackberryjellytoastitem","Blackberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:blackberryjuiceitem","Blackberry Juice",5,1.2,"false","false","forge:juices, forge:juices/blackberryjuice",""
"pamhc2foodextended:blackberrypieitem","Blackberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:blackberrysmoothieitem","Blackberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:blackberryyogurtitem","Blackberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:bltitem","BLT",15,1.2,"false","false","",""
"pamhc2foodextended:blueberryjellyitem","Blueberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/blueberryjelly",""
"pamhc2foodextended:blueberryjellysandwichitem","Blueberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:blueberryjellytoastitem","Blueberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:blueberryjuiceitem","Blueberry Juice",5,1.2,"false","false","forge:juices, forge:juices/blueberryjuice",""
"pamhc2foodextended:blueberrypieitem","Blueberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:blueberrysmoothieitem","Blueberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:blueberryyogurtitem","Blueberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:bolognaitem","Bologna",13,1.2,"false","false","diet:proteins",""
"pamhc2foodextended:bolognasandwichitem","Bologna Sandwich",28,1.2,"false","false","",""
"pamhc2foodextended:braisedonionsitem","Braised Onions",10,1.2,"false","false","",""
"pamhc2foodextended:bratwurstitem","Bratwurst",17,1.2,"false","false","",""
"pamhc2foodextended:breadedporkchopitem","Breaded Pork Chop",11,1.2,"false","false","",""
"pamhc2foodextended:breadfruitjellyitem","Breadfruit Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/breadfruitjelly",""
"pamhc2foodextended:breadfruitjellysandwichitem","Breadfruit Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:breadfruitjellytoastitem","Breadfruit Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:breadfruitjuiceitem","Breadfruit Juice",9,1.2,"false","false","forge:juices, forge:juices/breadfruitjuice",""
"pamhc2foodextended:breadfruitpieitem","Breadfruit Pie",9,1.2,"false","false","",""
"pamhc2foodextended:breadfruitsmoothieitem","Breadfruit Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:breadfruityogurtitem","Breadfruit Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:breakfastburritoitem","Breakfast Burrito",20,1.2,"false","false","",""
"pamhc2foodextended:briochebunitem","Brioche Bun",14,1.2,"false","false","diet:grains",""
"pamhc2foodextended:broccolimacitem","Broccoli Mac",12,1.2,"false","false","",""
"pamhc2foodextended:broccolindipitem","Broccoli and Dip",8,1.2,"false","false","",""
"pamhc2foodextended:brownieitem","Brownie",8,1.2,"false","false","diet:sugars",""
"pamhc2foodextended:bulgogiitem","Bulgogi",12,1.2,"false","false","diet:proteins",""
"pamhc2foodextended:buttertartitem","Butter Tart",16,1.2,"false","false","",""
"pamhc2foodextended:cactusfruitjellyitem","Cactus Fruit Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/cactusfruitjelly",""
"pamhc2foodextended:cactusfruitjellysandwichitem","Cactus Fruit Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:cactusfruitjellytoastitem","Cactus Fruit Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:cactusfruitjuiceitem","Cactus Fruit Juice",5,1.2,"false","false","forge:juices, forge:juices/cactusfruitjuice",""
"pamhc2foodextended:cactusfruitpieitem","Cactus Fruit Pie",7,1.2,"false","false","",""
"pamhc2foodextended:cactusfruitsmoothieitem","Cactus Fruit Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:cactusfruityogurtitem","Cactus Fruit Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:cactussoupitem","Cactus Soup",7,1.2,"false","false","",""
"pamhc2foodextended:californiarollitem","California Roll",12,1.2,"false","false","",""
"pamhc2foodextended:candiedgingeritem","Candied Ginger",3,1.2,"false","false","",""
"pamhc2foodextended:candiedlemonitem","Candied Lemon",3,1.2,"false","false","",""
"pamhc2foodextended:candiedpecansitem","Candied Pecans",3,1.2,"false","false","",""
"pamhc2foodextended:candiedsweetpotatoesitem","Candied Sweet Potatoes",3,1.2,"false","false","",""
"pamhc2foodextended:candiedwalnutsitem","Candied Walnuts",3,1.2,"false","false","",""
"pamhc2foodextended:candleberryjellyitem","Candleberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/candleberryjelly",""
"pamhc2foodextended:candleberryjellysandwichitem","Candleberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:candleberryjellytoastitem","Candleberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:candleberryjuiceitem","Candleberry Juice",5,1.2,"false","false","forge:juices, forge:juices/candleberryjuice",""
"pamhc2foodextended:candleberrypieitem","Candleberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:candleberrysmoothieitem","Candleberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:candleberryyogurtitem","Candleberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:candycornitem","Candy Corn",9,1.2,"false","false","diet:sugars",""
"pamhc2foodextended:cantaloupejellyitem","Cantaloupe Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/cantaloupejelly",""
"pamhc2foodextended:cantaloupejellysandwichitem","Cantaloupe Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:cantaloupejellytoastitem","Cantaloupe Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:cantaloupejuiceitem","Cantaloupe Juice",5,1.2,"false","false","forge:juices, forge:juices/cantaloupejuice",""
"pamhc2foodextended:cantaloupepieitem","Cantaloupe Pie",7,1.2,"false","false","",""
"pamhc2foodextended:cantaloupesmoothieitem","Cantaloupe Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:cantaloupeyogurtitem","Cantaloupe Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:cantonesegreensitem","Cantonese Greens",10,1.2,"false","false","",""
"pamhc2foodextended:cantonesenoodlesitem","Cantonese Noodles",25,1.2,"false","false","",""
"pamhc2foodextended:capresesaladitem","Caprese Salad",9,1.2,"false","false","",""
"pamhc2foodextended:carrotjuiceitem","Carrot Juice",7,1.2,"false","false","",""
"pamhc2foodextended:cashewbutteritem","Cashew Butter",2,1.2,"false","false","forge:nutbutters, forge:nutbutters/cashewbutter",""
"pamhc2foodextended:cashewchickenitem","Cashew Chicken",8,1.2,"false","false","",""
"pamhc2foodextended:ceasarsaladitem","Ceasar Salad",22,1.2,"false","false","",""
"pamhc2foodextended:celeryandpeanutbutteritem","Celery and Peanut Butter",6,1.2,"false","false","",""
"pamhc2foodextended:cevicheitem","Ceviche",9,1.2,"false","false","diet:proteins, diet:vegetables",""
"pamhc2foodextended:chaiteaitem","Chai Tea",6,1.2,"false","false","",""
"pamhc2foodextended:charsiuitem","Charsiu",30,1.2,"false","false","",""
"pamhc2foodextended:cheddarandsourcreampotatochipsitem","Cheddar and Sour Cream Potato Chips",11,1.2,"false","false","",""
"pamhc2foodextended:cheesedanishitem","Cheese Danish",11,1.2,"false","false","",""
"pamhc2foodextended:cheeseontoastitem","Cheese on Toast",10,1.2,"false","false","",""
"pamhc2foodextended:cheesesteakitem","Cheese Steak",17,1.2,"false","false","",""
"pamhc2foodextended:cheesytacotortillachipsitem","Cheesy Taco Tortilla Chips",10,1.2,"false","false","",""
"pamhc2foodextended:cheezepuffsitem","Cheeze Puffs",7,1.2,"false","false","",""
"pamhc2foodextended:cherrycoconutchocolatebaritem","Cherry Coconut Chocolate Bar",11,1.2,"false","false","",""
"pamhc2foodextended:cherryicecreamitem","Cherry Ice Cream",8,1.2,"false","false","",""
"pamhc2foodextended:cherryjellyitem","Cherry Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/cherryjelly",""
"pamhc2foodextended:cherryjellysandwichitem","Cherry Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:cherryjellytoastitem","Cherry Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:cherryjuiceitem","Cherry Juice",9,1.2,"false","false","forge:juices, forge:juices/cherryjuice",""
"pamhc2foodextended:cherrypieitem","Cherry Pie",9,1.2,"false","false","",""
"pamhc2foodextended:cherrysmoothieitem","Cherry Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:cherrysodaitem","Cherry Soda",8,1.2,"false","false","diet:sugars, forge:sodas, forge:sodas/cherrysodaitem",""
"pamhc2foodextended:cherryyogurtitem","Cherry Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:chestnutbutteritem","Chesnut Butter",2,1.2,"false","false","forge:nutbutters, forge:nutbutters/chestnutbutter",""
"pamhc2foodextended:chickenalfredoitem","Chicken Alfredo",11,1.2,"false","false","",""
"pamhc2foodextended:chickenandwafflesitem","Chicken and Waffles",20,1.2,"false","false","",""
"pamhc2foodextended:chickenbiscuititem","Chicken Biscuit",15,1.2,"false","false","",""
"pamhc2foodextended:chickencelerycasseroleitem","Chicken Celery Casserole",11,1.2,"false","false","",""
"pamhc2foodextended:chickenchowmeinitem","Chicken Chowmein",19,1.2,"false","false","",""
"pamhc2foodextended:chickencordonbleuitem","Chicken Cordonbleu",12,1.2,"false","false","",""
"pamhc2foodextended:chickencurryitem","Chicken Curry",19,1.2,"false","false","",""
"pamhc2foodextended:chickendinneritem","Chicken Dinner",19,1.2,"false","false","",""
"pamhc2foodextended:chickengumboitem","Chicken Gumbo",19,1.2,"false","false","",""
"pamhc2foodextended:chickenkatsuitem","Chicken Katsu",8,1.2,"false","false","",""
"pamhc2foodextended:chickennoodlesoupitem","Chicken Noodle Soup",15,1.2,"false","false","",""
"pamhc2foodextended:chickenparmasanitem","Chicken Paramsan",10,1.2,"false","false","",""
"pamhc2foodextended:chickentendersitem","Chicken Tenders",7,1.2,"false","false","",""
"pamhc2foodextended:chickentendersmealitem","Chicken Tenders Meal",19,1.2,"false","false","",""
"pamhc2foodextended:chikorollitem","Chikoroll",16,1.2,"false","false","",""
"pamhc2foodextended:chilichocolateitem","Chili Chocolate",6,1.2,"false","false","",""
"pamhc2foodextended:chilidogitem","Chili Dog",27,1.2,"false","false","",""
"pamhc2foodextended:chiliitem","Chili",13,1.2,"false","false","",""
"pamhc2foodextended:chilipoppersitem","Chili Poppers",12,1.2,"false","false","",""
"pamhc2foodextended:chimichangaitem","Chimichanga",29,1.2,"false","false","",""
"pamhc2foodextended:chipsanddipitem","Chips and Dip",10,1.2,"false","false","",""
"pamhc2foodextended:chipsandsalsaitem","Chips and Salsa",17,1.2,"false","false","",""
"pamhc2foodextended:chocolatecherryitem","Chocolate Cherry",7,1.2,"false","false","",""
"pamhc2foodextended:chocolatechippancakesitem","Chocolate Chip Pancakes",12,1.2,"false","false","",""
"pamhc2foodextended:chocolatecoconutbaritem","Chocolate Coconut Bar",7,1.2,"false","false","",""
"pamhc2foodextended:chocolatemilkitem","Chocolate Milk",5,1.2,"false","false","",""
"pamhc2foodextended:chocolatemilkshakeitem","Chocolate Milk",6,1.2,"false","false","",""
"pamhc2foodextended:chocolateorangebiscuititem","Chocolate Orange Biscuit",12,1.2,"false","false","",""
"pamhc2foodextended:chocolateorangeitem","Chocolate Orange",7,1.2,"false","false","",""
"pamhc2foodextended:chocolatepeanutbaritem","Chocolate Peanut Bar",4,1.2,"false","false","",""
"pamhc2foodextended:chocolatesprinklecakeitem","Chocolate Sprinkles Cake",10,1.2,"false","false","",""
"pamhc2foodextended:chocolatestrawberryitem","Chocolate Strawberry",5,1.2,"false","false","",""
"pamhc2foodextended:chocovoxelsitem","Choco Voxels",5,1.2,"false","false","",""
"pamhc2foodextended:chorizoitem","Chorizo",8,1.2,"false","false","",""
"pamhc2foodextended:cinnamonappleoatmealitem","Cinnamon Apple Oatmeal",9,1.2,"false","false","",""
"pamhc2foodextended:cinnamonbreaditem","Cinnamon Bread",9,1.2,"false","false","",""
"pamhc2foodextended:cinnamonrollitem","Cinnamon Roll",7,1.2,"false","false","",""
"pamhc2foodextended:cinnamonsugardonutitem","Cinnamon Sugar Donut",10,1.2,"false","false","",""
"pamhc2foodextended:cinnamontoastitem","Cinnamon Toast",12,1.2,"false","false","",""
"pamhc2foodextended:citrussaladitem","Citrus Salad",12,1.2,"false","false","",""
"pamhc2foodextended:coffeeconlecheitem","Coffee con Leche",16,1.2,"false","false","",""
"pamhc2foodextended:colasodaitem","Cola Soda",5,1.2,"false","false","diet:sugars, forge:sodas, forge:sodas/colasodaitem",""
"pamhc2foodextended:coleslawburgeritem","Coleslaw Burger",29,1.2,"false","false","",""
"pamhc2foodextended:coleslawitem","Coleslaw",15,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundbeefitem","Cooked Ground Beef",8,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundchickenitem","Cooked Ground Chicken",6,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundfishitem","Cooked Ground Fish",5,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundmuttonitem","Cooked Ground Mutton",6,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundporkitem","Cooked Ground Pork",8,1.2,"false","false","",""
"pamhc2foodextended:cookedgroundrabbititem","Cooked Ground Rabbit",5,1.2,"false","false","",""
"pamhc2foodextended:cookedtofabbititem","Cooked Tofabbit",6,1.2,"false","false","",""
"pamhc2foodextended:cookedtofaconitem","Cooked Tofacon",6,1.2,"false","false","",""
"pamhc2foodextended:cookedtofeakitem","Cooked Tofeak",6,1.2,"false","false","",""
"pamhc2foodextended:cookedtofickenitem","Cooked Toficken",6,1.2,"false","false","",""
"pamhc2foodextended:cookedtofishitem","Cooked Tofish",6,1.2,"false","false","",""
"pamhc2foodextended:cookedtofuttonitem","Cooked Tofutton",6,1.2,"false","false","",""
"pamhc2foodextended:cookoutmealitem","Cookout Meal",32,1.2,"false","false","",""
"pamhc2foodextended:cornbreaditem","Cornbread",3,1.2,"false","false","",""
"pamhc2foodextended:cornchipsitem","Corn Chips",6,1.2,"false","false","",""
"pamhc2foodextended:corndogitem","Corn Dog",11,1.2,"false","false","",""
"pamhc2foodextended:cornedbeefandcabbageitem","Corned Beef and Cabbage",18,1.2,"false","false","",""
"pamhc2foodextended:cornedbeefbreakfastitem","Corned Beef Breakfast",44,1.2,"false","false","",""
"pamhc2foodextended:cornedbeefhashitem","Corned Beef Hash",29,1.2,"false","false","",""
"pamhc2foodextended:cornedbeefitem","Corned Beef",29,1.2,"false","false","diet:proteins",""
"pamhc2foodextended:cornflakesitem","Cornflakes",4,1.2,"false","false","diet:vegetables",""
"pamhc2foodextended:cornishpastyitem","Cornish Pastry",11,1.2,"false","false","",""
"pamhc2foodextended:cornmealitem","Cornmeal",2,1.2,"false","false","diet:grains, forge:cornmeal, forge:cornmeal/cornmeal",""
"pamhc2foodextended:cornonthecobitem","Corn on the Cob",6,1.2,"false","false","",""
"pamhc2foodextended:cottagepieitem","Cottage Pie",15,1.2,"false","false","",""
"pamhc2foodextended:couscousitem","Couscous",5,1.2,"false","false","",""
"pamhc2foodextended:crackersandcheeseitem","Crackers and Cheese",10,1.2,"false","false","",""
"pamhc2foodextended:cracklinsitem","Cracklins",7,1.2,"false","false","",""
"pamhc2foodextended:cranberryjellyitem","Cranberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/cranberryjelly",""
"pamhc2foodextended:cranberryjellysandwichitem","Cranberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:cranberryjellytoastitem","Cranberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:cranberryjuiceitem","Cranberry Juice",5,1.2,"false","false","forge:juices, forge:juices/cranberryjuice",""
"pamhc2foodextended:cranberrypieitem","Cranberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:cranberrysauceitem","Cranberry Sauce",6,1.2,"false","false","",""
"pamhc2foodextended:cranberrysmoothieitem","Cranberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:cranberryyogurtitem","Cranberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:creamedbroccolisoupitem","Creamed Broccoli Soup",16,1.2,"false","false","",""
"pamhc2foodextended:creamedcornitem","Creamed Corn",6,1.2,"false","false","",""
"pamhc2foodextended:creamofavocadosoupitem","Cream of Avocado Soup",15,1.2,"false","false","",""
"pamhc2foodextended:creamofchickenitem","Cream of Chicken",6,1.2,"false","false","",""
"pamhc2foodextended:creamofmushroomitem","Cream of Mushroom",5,1.2,"false","false","",""
"pamhc2foodextended:crispyricepuffbarsitem","Crisp Rice Puff Bars",4,1.2,"false","false","",""
"pamhc2foodextended:crispyricepuffcerealitem","Crispy Rice Puff Cereal",4,1.2,"false","false","",""
"pamhc2foodextended:croissantitem","Croissant",9,1.2,"false","false","",""
"pamhc2foodextended:cucumbersandwichitem","Cucumber Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:curryitem","Curry",16,1.2,"false","false","",""
"pamhc2foodextended:custarditem","Custard",10,1.2,"false","false","",""
"pamhc2foodextended:damperitem","Damper",10,1.2,"false","false","",""
"pamhc2foodextended:dandelionteaitem","Dandelion Tea",5,1.2,"false","false","",""
"pamhc2foodextended:dangoitem","Dango",17,1.2,"false","false","",""
"pamhc2foodextended:datejellyitem","Date Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/datejelly",""
"pamhc2foodextended:datejellysandwichitem","Date Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:datejellytoastitem","Date Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:datejuiceitem","Date Juice",9,1.2,"false","false","forge:juices, forge:juices/datejuice",""
"pamhc2foodextended:datepieitem","Date Pie",9,1.2,"false","false","",""
"pamhc2foodextended:datesmoothieitem","Date Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:dateyogurtitem","Date Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:delightedmealitem","Delighted Meal",32,1.2,"false","false","",""
"pamhc2foodextended:deluxecheeseburgeritem","Deluxe Cheeseburger",24,1.2,"false","false","",""
"pamhc2foodextended:deluxechickencurryitem","Deluxe Chicken Curry",39,1.2,"false","false","",""
"pamhc2foodextended:deluxenachoesitem","Deluxe Nachoes",30,1.2,"false","false","",""
"pamhc2foodextended:deviledeggitem","Deviled Egg",15,1.2,"false","false","",""
"pamhc2foodextended:dhalitem","Dhal",18,1.2,"false","false","",""
"pamhc2foodextended:dimsumitem","Dimsum",10,1.2,"false","false","",""
"pamhc2foodextended:dragonfruitjellyitem","Dragonfruit Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/dragonfruitjelly",""
"pamhc2foodextended:dragonfruitjellysandwichitem","Dragonfruit Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:dragonfruitjellytoastitem","Dragonfruit Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:dragonfruitjuiceitem","Dragonfruit Juice",9,1.2,"false","false","forge:juices, forge:juices/dragonfruitjuice",""
"pamhc2foodextended:dragonfruitpieitem","Dragonfruit Pie",9,1.2,"false","false","",""
"pamhc2foodextended:dragonfruitsmoothieitem","Dragonfruit Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:dragonfruityogurtitem","Dragonfruit Yogurt",7,1.2,"false","false","",""
"pamhc2foodextended:driedsoupitem","Dried Soup",6,1.2,"false","false","",""
"pamhc2foodextended:durianjellyitem","Durian Jelly",3,1.2,"false","false","forge:jellies, forge:jellies/durianjelly",""
"pamhc2foodextended:durianjellysandwichitem","Durian Jelly Sandwich",11,1.2,"false","false","",""
"pamhc2foodextended:durianjellytoastitem","Durian Jelly Toast",9,1.2,"false","false","",""
"pamhc2foodextended:durianjuiceitem","Durian Juice",3,1.2,"false","false","forge:juices, forge:juices/durianjuice",""
"pamhc2foodextended:durianpieitem","Durian Pie",6,1.2,"false","false","",""
"pamhc2foodextended:duriansmoothieitem","Durian Smoothie",5,1.2,"false","false","",""
"pamhc2foodextended:durianyogurtitem","Durian Yogurt",4,1.2,"false","false","",""
"pamhc2foodextended:earlgreyteaitem","Earl Grey Tea",6,1.2,"false","false","",""
"pamhc2foodextended:ediblerootitem","Edible Root",2,1.2,"false","false","diet:vegetables",""
"pamhc2foodextended:eggnogitem","Eggnog",10,1.2,"false","false","",""
"pamhc2foodextended:eggplantparmitem","Eggplant Parm",15,1.2,"false","false","",""
"pamhc2foodextended:eggrollitem","Eggroll",10,1.2,"false","false","",""
"pamhc2foodextended:eggsaladitem","Egg Salad",9,1.2,"false","false","",""
"pamhc2foodextended:eggsbenedictitem","Eggs Benedict",17,1.2,"false","false","diet:grains, diet:proteins",""
"pamhc2foodextended:eggtartitem","Egg Tart",11,1.2,"false","false","",""
"pamhc2foodextended:elderberryjellyitem","Elderberry Jelly",4,1.2,"false","false","forge:jellies, forge:jellies/elderberryjelly",""
"pamhc2foodextended:elderberryjellysandwichitem","Elderberry Jelly Sandwich",12,1.2,"false","false","",""
"pamhc2foodextended:elderberryjellytoastitem","Elderberry Jelly Toast",10,1.2,"false","false","",""
"pamhc2foodextended:elderberryjuiceitem","Elderberry Juice",5,1.2,"false","false","forge:juices, forge:juices/elderberryjuice",""
"pamhc2foodextended:elderberrypieitem","Elderberry Pie",7,1.2,"false","false","",""
"pamhc2foodextended:elderberrysmoothieitem","Elderberry Smoothie",7,1.2,"false","false","",""
"pamhc2foodextended:elderberryyogurtitem","Elderberry Yogurt",5,1.2,"false","false","",""
"pamhc2foodextended:enchiladaitem","Enchilada",20,1.2,"false","false","",""
"pamhc2foodextended:energydrinkitem","Energy Drink",6,1.2,"false","false","",""
"pamhc2foodextended:epicbltitem","Epic BLT",23,1.2,"false","false","",""
"pamhc2foodextended:espressoitem","Expresso",11,1.2,"false","false","",""
"pamhc2foodextended:etonmessitem","Etonmess",15,1.2,"false","false","",""
"pamhc2foodextended:fairybreaditem","Fairy Bread",12,1.2,"false","false","",""
"pamhc2foodextended:fajitaburritoitem","Fajita Burrito",16,1.2,"false","false","",""
"pamhc2foodextended:festivalbreaditem","Festival Bread",7,1.2,"false","false","",""
"pamhc2foodextended:fiestacornsaladitem","Fiesta Corn Salad",12,1.2,"false","false","diet:vegetables",""
"pamhc2foodextended:figbaritem","Fig Bar",9,1.2,"false","false","",""
"pamhc2foodextended:figjellyitem","Fig Jelly",6,1.2,"false","false","forge:jellies, forge:jellies/figjelly",""
"pamhc2foodextended:figjellysandwichitem","Fig Jelly Sandwich",14,1.2,"false","false","",""
"pamhc2foodextended:figjellytoastitem","Fig Jelly Toast",12,1.2,"false","false","",""
"pamhc2foodextended:figjuiceitem","Fig Juice",9,1.2,"false","false","forge:juices, forge:juices/figjuice",""
"pamhc2foodextended:figpieitem","Fig Pie",9,1.2,"false","false","",""
"pamhc2foodextended:figsmoothieitem","Fig Smoothie",11,1.2,"false","false","",""
"pamhc2foodextended:figyogurtitem","Fig Yogurt",7,1.2,"false","false","",""
