"ID","Name","Description","Parent"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/bronze","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/bronze","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/constantan","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/constantan","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/copper","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/electrum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/electrum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/enderium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/enderium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/invar","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/invar","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/lead","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/lumium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/lumium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/signalum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/signalum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/silver","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/steel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/steel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/tin","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/blasting/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/brass","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/brass","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/bronze","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/bronze","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/constantan","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/constantan","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/copper","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/electrum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/electrum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/enderium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/enderium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/invar","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/invar","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/lead","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/lumium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/lumium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/signalum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/signalum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/silver","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/steel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/steel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/tin","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_dust/smelting/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/brass","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/brass","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/bronze","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/bronze","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/constantan","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/constantan","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/copper","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/electrum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/electrum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/enderium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/enderium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/invar","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/invar","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/lead","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/lumium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/lumium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/signalum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/signalum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/silver","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/steel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/steel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/tin","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_nugget/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/copper","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/lead","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/silver","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/tin","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/blasting/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/copper","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/lead","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/silver","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/tin","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ingot_from_ore/smelting/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/brass","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/brass","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/bronze","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/bronze","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/constantan","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/constantan","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/copper","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/electrum","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/electrum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/enderium","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/enderium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/invar","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/invar","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/lead","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/lumium","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/lumium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/nickel","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/osmium","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/signalum","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/signalum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/silver","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/steel","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/steel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/tin","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/uranium","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/zinc","emendatusenigmatica:recipes/emendatusenigmatica/nugget_from_ingot/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/aluminum","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/aluminum","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/apatite","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/apatite","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/arcane","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/arcane","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/bitumen","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/bitumen","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/certus_quartz","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/certus_quartz","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/charged_certus_quartz","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/charged_certus_quartz","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/cinnabar","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/cinnabar","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/coal","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/coal","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/cobalt","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/cobalt","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/copper","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/copper","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/diamond","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/diamond","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/dimensional","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/dimensional","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/emerald","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/emerald","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/fluorite","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/fluorite","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/gold","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/gold","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/iron","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/iron","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/lapis","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/lapis","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/lead","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/lead","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/nickel","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/nickel","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/osmium","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/osmium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/potassium_nitrate","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/potassium_nitrate","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/quartz","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/quartz","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/redstone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/redstone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/silver","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/silver","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/sulfur","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/sulfur","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/tin","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/tin","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/uranium","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/uranium","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/zinc","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_crafting/zinc","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/astral_marble","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/astral_marble","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_flavolite","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_flavolite","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_sulphuric_rock","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_sulphuric_rock","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_violecite","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/betterend_violecite","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_blue_netherrack","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_blue_netherrack","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_brimstone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_brimstone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_cryptic_stone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_cryptic_stone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_ether_stone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_ether_stone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_mossy_stone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_mossy_stone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_nylium_soul_soil","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_nylium_soul_soil","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_subzero_ash","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/byg_subzero_ash","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_gabbro","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_gabbro","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_limestone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_limestone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_scoria","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_scoria","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_weathered_limestone","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/create_weathered_limestone","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/minecraft_andesite","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/minecraft_andesite","<null>","minecraft:recipes/root"
"emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/minecraft_basalt","emendatusenigmatica:recipes/emendatusenigmatica/ore_from_chunk_stonecutting/aluminum/minecraft_basalt","<null>","minecraft:recipes/root"
